period,method,dataset_or_setting,dataset_key,resolution,variant_or_run,scope,images,clip_style,content_lpips,clip_content,ssim_y,edge_f1,musiq,hf_patch_kid,plain_kid,aggregate_art_fid,train_time_value,train_time_unit,train_time_label,infer_time_value,infer_time_unit,infer_time_label,params_m,hardware,status,source_path,source_kind,note
,AdaIN,run_511 / strict protocol timing probes,run511_5domain,256,adain_4g_real,,750,,,,,,,,,,,,,5.736,s,5.736 s,,,train=; infer=ok,Related_Works/results/metrics_summary/timing_summary.csv,Related_Works timing_summary.csv,Inference succeeded but visual output is invalid; timing still recorded.
,AdaIN,run_511 / strict protocol timing probes,run511_5domain,256,adain_7g_full,,10,,,,,,,,,,,,,0.269,s,0.269 s,,,train=; infer=ok,Related_Works/results/metrics_summary/timing_summary.csv,Related_Works timing_summary.csv,
,AdaIN,run_511 / strict protocol timing probes,run511_5domain,256,adain_7g_v32k,,750,,,,,,,,,,9220.393,s,9220.393 s,9.281,s,9.281 s,,,train=ok; infer=ok,Related_Works/results/metrics_summary/timing_summary.csv,Related_Works timing_summary.csv,Full train + strict 750 inference timing available.
,AdaIN,run_511 / strict protocol timing probes,run511_5domain,256,adain_7g_vgg19,,750,,,,,,,,,,262.78,s,262.78 s,9.098,s,9.098 s,,,train=ok; infer=ok,Related_Works/results/metrics_summary/timing_summary.csv,Related_Works timing_summary.csv,Full train + strict 750 inference timing available.
,AdaIN,run_511 / strict protocol timing probes,run511_5domain,256,adain_smoke,,,,,,,,,,,,1.082,s,1.082 s,,,,,,train=ok; infer=,Related_Works/results/metrics_summary/timing_summary.csv,Related_Works timing_summary.csv,
,AdaIN,run_511 / strict protocol timing probes,run511_5domain,256,adain_smoke2,,,,,,,,,,,,1.56,s,1.56 s,,,,,,train=ok; infer=,Related_Works/results/metrics_summary/timing_summary.csv,Related_Works timing_summary.csv,
,AdaIN,run_511 / strict protocol timing probes,run511_5domain,256,adain_vgg19_smoke,,15,,,,,,,,,,7.06,s,7.06 s,0.23,s,0.23 s,,,train=ok; infer=ok,Related_Works/results/metrics_summary/timing_summary.csv,Related_Works timing_summary.csv,
,AesFA,run_511 / strict protocol timing probes,run511_5domain,256,aesfa_timing_probe,,,,,,,,,,,,3.947,s,3.947 s,,,,3.22,,train=failed; infer=,Related_Works/results/metrics_summary/timing_summary.csv,Related_Works timing_summary.csv,
,CAST,run_511 / strict protocol timing probes,run511_5domain,256,cast_smoke,,,,,,,,,,,,8.554,s,8.554 s,,,,7.01,,train=failed; infer=,Related_Works/results/metrics_summary/timing_summary.csv,Related_Works timing_summary.csv,
,CAST,run_511 / strict protocol timing probes,run511_5domain,256,cast_smoke2,,0,,,,,,,,,,26.654,s,26.654 s,3.759,s,3.759 s,7.01,,train=ok; infer=failed,Related_Works/results/metrics_summary/timing_summary.csv,Related_Works timing_summary.csv,
,CAST,run_511 / strict protocol timing probes,run511_5domain,256,cast_smoke3,,0,,,,,,,,,,29.366,s,29.366 s,4.032,s,4.032 s,7.01,,train=ok; infer=failed,Related_Works/results/metrics_summary/timing_summary.csv,Related_Works timing_summary.csv,Training is a 1-epoch smoke run; inference failed in this smoke config.
,SaMST,run_511 / strict protocol timing probes,run511_5domain,256,samst_750_strict,,750,,,,,,,,,,,,,39.826,s,39.826 s,6,,train=; infer=ok,Related_Works/results/metrics_summary/timing_summary.csv,Related_Works timing_summary.csv,Only strict full-750 inference time is recorded here; training time was not preserved in `summary.json`.
,SaMST,run_511 / strict protocol timing probes,run511_5domain,256,samst_timing_probe,,,,,,,,,,,,67.687,s,67.687 s,,,,6,,train=ok; infer=,Related_Works/results/metrics_summary/timing_summary.csv,Related_Works timing_summary.csv,
,StyleID,run_511 / strict protocol timing probes,run511_5domain,256,styleid_750_strict,,750,,,,,,,,,,,,,603.316,s,603.316 s,,,train=; infer=ok,Related_Works/results/metrics_summary/timing_summary.csv,Related_Works timing_summary.csv,"Inference timing is not a fair full-750 run: `photo` was actually generated (~603s), other targets were reused/copied."
,StyTr2,run_511 / strict protocol timing probes,run511_5domain,256,stytr2_smoke,,,,,,,,,,,,2.558,s,2.558 s,,,,48.34,,train=failed; infer=,Related_Works/results/metrics_summary/timing_summary.csv,Related_Works timing_summary.csv,
,StyTr2,run_511 / strict protocol timing probes,run511_5domain,256,stytr2_smoke2,,,,,,,,,,,,4.412,s,4.412 s,,,,48.34,,train=failed; infer=,Related_Works/results/metrics_summary/timing_summary.csv,Related_Works timing_summary.csv,
,StyTr2,run_511 / strict protocol timing probes,run511_5domain,256,stytr2_smoke3,,,,,,,,,,,,5.23,s,5.23 s,,,,48.34,,train=failed; infer=,Related_Works/results/metrics_summary/timing_summary.csv,Related_Works timing_summary.csv,
,StyTr2,run_511 / strict protocol timing probes,run511_5domain,256,stytr2_smoke4,,,,,,,,,,,,5.469,s,5.469 s,,,,48.34,,train=failed; infer=,Related_Works/results/metrics_summary/timing_summary.csv,Related_Works timing_summary.csv,
,StyTr2,run_511 / strict protocol timing probes,run511_5domain,256,stytr2_smoke5,,0,,,,,,,,,,372.048,s,372.048 s,7.055,s,7.055 s,48.34,,train=ok; infer=failed,Related_Works/results/metrics_summary/timing_summary.csv,Related_Works timing_summary.csv,
,StyTr2,run_511 / strict protocol timing probes,run511_5domain,256,stytr2_smoke6,,5,,,,,,,,,,59.25,s,59.25 s,35.81,s,35.81 s,48.34,,train=ok; infer=ok,Related_Works/results/metrics_summary/timing_summary.csv,Related_Works timing_summary.csv,"Training is a 1-iter smoke run (`max_iter=1`), not a full epoch."
,AdaIN,run511_5domain,run511_5domain,,adain_4g_bg,,0,,,,,,,,,,6.045,s,6.045 s,,,,,,train=ok; infer=,Related_Works/run_511/outputs/adain_4g_bg,Related_Works repro_data_inventory.csv,inventory_source=run_511_outputs; checkpoints=1
,AdaIN,run511_5domain,run511_5domain,,adain_4g_real,,750,0.6308,0.849,0.5297,,,,,,,,,,5.736,s,5.736 s,,,train=; infer=ok,Related_Works/run_511/outputs/adain_4g_real,Related_Works repro_data_inventory.csv,inventory_source=run_511_outputs; checkpoints=1
,AdaIN,run511_5domain,run511_5domain,,adain_7g_full,,10,,,,,,,,,,,,,0.269,s,0.269 s,,,train=; infer=ok,Related_Works/run_511/outputs/adain_7g_full,Related_Works repro_data_inventory.csv,inventory_source=run_511_outputs; checkpoints=1
,AdaIN,run511_5domain,run511_5domain,,adain_7g_v32k,,750,0.713,0.6298,0.699,0.3246,0.0167,,,,,9220.393,s,9220.393 s,9.281,s,9.281 s,,,train=ok; infer=ok,Related_Works/run_511/outputs/adain_7g_v32k,Related_Works repro_data_inventory.csv,inventory_source=run_511_outputs; checkpoints=1
,AdaIN,run511_5domain,run511_5domain,,adain_7g_vgg19,,750,0.693,0.687,0.5991,,,,,,,262.78,s,262.78 s,9.098,s,9.098 s,,,train=ok; infer=ok,Related_Works/run_511/outputs/adain_7g_vgg19,Related_Works repro_data_inventory.csv,inventory_source=run_511_outputs; checkpoints=1
,AdaIN,run511_5domain,run511_5domain,,adain_smoke,,0,,,,,,,,,,1.082,s,1.082 s,,,,,,train=ok; infer=,Related_Works/run_511/outputs/adain_smoke,Related_Works repro_data_inventory.csv,inventory_source=run_511_outputs; checkpoints=1
,AdaIN,run511_5domain,run511_5domain,,adain_smoke2,,0,,,,,,,,,,1.56,s,1.56 s,,,,,,train=ok; infer=,Related_Works/run_511/outputs/adain_smoke2,Related_Works repro_data_inventory.csv,inventory_source=run_511_outputs; checkpoints=1
,AdaIN,run511_5domain,run511_5domain,,adain_vgg19_smoke,,15,,,,,,,,,,7.06,s,7.06 s,0.23,s,0.23 s,,,train=ok; infer=ok,Related_Works/run_511/outputs/adain_vgg19_smoke,Related_Works repro_data_inventory.csv,inventory_source=run_511_outputs; checkpoints=1
,AesFA,run511_5domain,run511_5domain,,aesfa_timing_probe,,0,,,,,,,,,,3.947,s,3.947 s,,,,3.22,,train=failed; infer=,Related_Works/run_511/outputs/aesfa_timing_probe,Related_Works repro_data_inventory.csv,inventory_source=run_511_outputs; checkpoints=0
,CAST,run511_5domain,run511_5domain,,cast_smoke,,0,,,,,,,,,,8.554,s,8.554 s,,,,7.01,,train=failed; infer=,Related_Works/run_511/outputs/cast_smoke,Related_Works repro_data_inventory.csv,inventory_source=run_511_outputs; checkpoints=0
,CAST,run511_5domain,run511_5domain,,cast_smoke2,,0,,,,,,,,,,26.654,s,26.654 s,3.759,s,3.759 s,7.01,,train=ok; infer=failed,Related_Works/run_511/outputs/cast_smoke2,Related_Works repro_data_inventory.csv,inventory_source=run_511_outputs; checkpoints=0
,CAST,run511_5domain,run511_5domain,,cast_smoke3,,0,,,,,,,,,,29.366,s,29.366 s,4.032,s,4.032 s,7.01,,train=ok; infer=failed,Related_Works/run_511/outputs/cast_smoke3,Related_Works repro_data_inventory.csv,inventory_source=run_511_outputs; checkpoints=14
,SaMST,strict_protocol_750,strict_protocol_750,,samst_750_strict,,750,0.7194,0.4664,0.8193,0.652,0.5162,,,,,,,,39.826,s,39.826 s,6,,train=; infer=ok,Related_Works/run_511/outputs/samst_750_strict,Related_Works repro_data_inventory.csv,inventory_source=run_511_outputs; checkpoints=7
,SaMST,run511_5domain,run511_5domain,,samst_timing_probe,,0,,,,,,,,,,67.687,s,67.687 s,,,,6,,train=ok; infer=,Related_Works/run_511/outputs/samst_timing_probe,Related_Works repro_data_inventory.csv,inventory_source=run_511_outputs; checkpoints=5
,StyleID,strict_protocol_750,strict_protocol_750,,styleid_750_strict,,750,0.7597,0.7497,0.5519,0.1466,0.1954,,,,,,,,603.316,s,603.316 s,,,train=; infer=ok,Related_Works/run_511/outputs/styleid_750_strict,Related_Works repro_data_inventory.csv,inventory_source=run_511_outputs; checkpoints=0
,StyTr2,run511_5domain,run511_5domain,,stytr2_smoke,,0,,,,,,,,,,2.558,s,2.558 s,,,,48.34,,train=failed; infer=,Related_Works/run_511/outputs/stytr2_smoke,Related_Works repro_data_inventory.csv,inventory_source=run_511_outputs; checkpoints=0
,StyTr2,run511_5domain,run511_5domain,,stytr2_smoke2,,0,,,,,,,,,,4.412,s,4.412 s,,,,48.34,,train=failed; infer=,Related_Works/run_511/outputs/stytr2_smoke2,Related_Works repro_data_inventory.csv,inventory_source=run_511_outputs; checkpoints=0
,StyTr2,run511_5domain,run511_5domain,,stytr2_smoke3,,0,,,,,,,,,,5.23,s,5.23 s,,,,48.34,,train=failed; infer=,Related_Works/run_511/outputs/stytr2_smoke3,Related_Works repro_data_inventory.csv,inventory_source=run_511_outputs; checkpoints=0
,StyTr2,run511_5domain,run511_5domain,,stytr2_smoke4,,0,,,,,,,,,,5.469,s,5.469 s,,,,48.34,,train=failed; infer=,Related_Works/run_511/outputs/stytr2_smoke4,Related_Works repro_data_inventory.csv,inventory_source=run_511_outputs; checkpoints=0
,StyTr2,run511_5domain,run511_5domain,,stytr2_smoke5,,0,,,,,,,,,,372.048,s,372.048 s,7.055,s,7.055 s,48.34,,train=ok; infer=failed,Related_Works/run_511/outputs/stytr2_smoke5,Related_Works repro_data_inventory.csv,inventory_source=run_511_outputs; checkpoints=3
,StyTr2,run511_5domain,run511_5domain,,stytr2_smoke6,,5,,,,,,,,,,59.25,s,59.25 s,35.81,s,35.81 s,48.34,,train=ok; infer=ok,Related_Works/run_511/outputs/stytr2_smoke6,Related_Works repro_data_inventory.csv,inventory_source=run_511_outputs; checkpoints=3
,LBM,legacy256_overfit50 / 5-domain multi-style,legacy256_overfit50,256,,,,,,,,,,,,,309.9,s,309.9 s,85.4,s,85.4 s,3.91,,,SchrodingerBridge/archives/old_root_files/training_times_documentation.md,training_times_documentation.md,Ours 7 epochs; source table says 309.9 s and inference 85.4 s per 750 images.
,SaMST,run_511 / 5-domain strict protocol,run511_5domain,256,,,,,,,,,,,,,6768.7,s,6768.7 s,39.8,s,39.8 s,6,,,SchrodingerBridge/archives/old_root_files/training_times_documentation.md,training_times_documentation.md,Estimated 100-epoch train from 1-epoch timing probe; inference 39.8 s per 750 images.
,S2WAT,run_511 / 5-domain strict protocol,run511_5domain,256,,,,,,,,,,,,,10600,s,10600 s,,,,7,,,SchrodingerBridge/archives/old_root_files/training_times_documentation.md,training_times_documentation.md,Estimated 2000-iteration train; inference not separately measured in this doc.
,StyTr2,run_511 review baseline suite full4g,run511_5domain,256,,,,,,,,,,,,,143.46,s,143.46 s,567.37,s,567.37 s,48.34,,,SchrodingerBridge/archives/old_root_files/training_times_documentation.md,training_times_documentation.md,Other-baselines table; inference 567.37 s per 750 images.
,CAST,run_511 review baseline suite full4g,run511_5domain,256,,,,,,,,,,,,,1759.80,s,1759.80 s,75.47,s,75.47 s,7.01,,,SchrodingerBridge/archives/old_root_files/training_times_documentation.md,training_times_documentation.md,Other-baselines table; inference 75.47 s per 750 images.
,AesFA,run_511 review baseline suite full4g,run511_5domain,256,,,,,,,,,,,,,6607.60,s,6607.60 s,40.26,s,40.26 s,3.22,,,SchrodingerBridge/archives/old_root_files/training_times_documentation.md,training_times_documentation.md,Other-baselines table; inference 40.26 s per 750 images.
,AesPA-Net,run_511 review baseline suite full4g,run511_5domain,256,,,,,,,,,,,,,366.30,s,366.30 s,345.28,s,345.28 s,24.20,,,SchrodingerBridge/archives/old_root_files/training_times_documentation.md,training_times_documentation.md,Other-baselines table; inference 345.28 s per 750 images.
,StyleID,run_511 / strict 750,strict_protocol_750,256,,,,,,,,,,,,,0,training-free,training-free,603.32,s,603.32 s,,,,SchrodingerBridge/archives/old_root_files/training_times_documentation.md,training_times_documentation.md,Training-free baseline; inference 603.32 s estimated/recorded.
,AdaIN v32k,run_511 / strict 750,strict_protocol_750,256,,,,,,,,,,,,,9220.39,s,9220.39 s,9.28,s,9.28 s,,,,SchrodingerBridge/archives/old_root_files/training_times_documentation.md,training_times_documentation.md,AdaIN v32k 32k iterations; inference 9.28 s per 750 images.
,AdaIN vgg19,run_511 / strict 750,strict_protocol_750,256,,,,,,,,,,,,,262.78,s,262.78 s,9.10,s,9.10 s,,,,SchrodingerBridge/archives/old_root_files/training_times_documentation.md,training_times_documentation.md,AdaIN vgg19 2k iterations; inference 9.10 s per 750 images.
,,unknown,unknown,,lambda_grid,,,,,,,,,,,,0.001,s,0.001 s,,,,,,,lambda_grid/status.csv,generic_csv,Parsed from lambda_grid/status.csv
,,unknown,unknown,,lambda_grid,,,,,,,,,,,,0.000,s,0.000 s,,,,,,,lambda_grid/status.csv,generic_csv,Parsed from lambda_grid/status.csv
,,unknown,unknown,,step_count_sweep,,,,,,,,,,,,,,,0.001,s,0.001 s,,,,step_count_sweep/status.csv,generic_csv,Parsed from step_count_sweep/status.csv
,,unknown,unknown,,step_count_sweep,,,,,,,,,,,,,,,0.000,s,0.000 s,,,,step_count_sweep/status.csv,generic_csv,Parsed from step_count_sweep/status.csv
2026-06-02,LANCET/LBM,distinct5_512,distinct5_512,512,full_eval,full_eval,,,,,,,,,,,,,,12.151823293000003,s,12.151823293000003 s internal timings_sec.wall_total,3.91,,,SchrodingerBridge/exp/_smoke_distinct5_512_ema_baseline_vlen004/full_eval/epoch_0001_smoke25_timing/summary.json,summary.json,Parsed top-level/overall metrics; timings_sec.wall_total treated as full eval/inference wall if present.
2026-06-02,LANCET/LBM,distinct5_512,distinct5_512,512,full_eval,full_eval,,,,,,,,,,,,,,101.0314540090003,s,101.0314540090003 s internal timings_sec.wall_total,3.91,,,SchrodingerBridge/exp/distinct5_512_ema_variant_k_content_adaptive_vq_queue_e3_b44_remote/full_eval/epoch_0001/summary.json,summary.json,Parsed top-level/overall metrics; timings_sec.wall_total treated as full eval/inference wall if present.
2026-06-02,LANCET/LBM,distinct5_512,distinct5_512,512,full_eval,full_eval,,,,,,,,,,,,,,90.82485276100124,s,90.82485276100124 s internal timings_sec.wall_total,3.91,,,SchrodingerBridge/exp/distinct5_512_ema_variant_f_annealed_prototype_ot_queue_e3_b44_remote/full_eval/epoch_0001/summary.json,summary.json,Parsed top-level/overall metrics; timings_sec.wall_total treated as full eval/inference wall if present.
,Ours D0 full,unknown,unknown,,D0_full_correct_7ep,,750,0.7014,0.4593,0.8022,0.4542,0.309,,4.184545,0.054214,,290.650,s,290.650 s,60.034,s,60.034 s,3.91,,,G:\GitHub\Latent_Style\SchrodingerBridge\ablation_destructive_7epoch\D0_full_correct_7ep\full_eval\epoch_0007,generic_csv,Parsed from SchrodingerBridge/archives/old_root_files/summary_all_tested_metrics_with_ablations.csv
,w/o terminal SWD,unknown,unknown,,D1_no_terminal_swd,,750,0.6708,0.349,0.8989,0.4729,0.1824,,5.843525,0.04196,,295.935,s,295.935 s,63.630,s,63.630 s,,,,G:\GitHub\Latent_Style\SchrodingerBridge\ablation_destructive_7epoch\D1_no_terminal_swd\full_eval\epoch_0007,generic_csv,Parsed from SchrodingerBridge/archives/old_root_files/summary_all_tested_metrics_with_ablations.csv
,w/o kinetic,unknown,unknown,,D2_no_kinetic,,750,0.7159,0.6375,0.6624,0.2687,0.2492,,4.776494,0.12627,,303.312,s,303.312 s,64.423,s,64.423 s,,,,G:\GitHub\Latent_Style\SchrodingerBridge\ablation_destructive_7epoch\D2_no_kinetic\full_eval\epoch_0007,generic_csv,Parsed from SchrodingerBridge/archives/old_root_files/summary_all_tested_metrics_with_ablations.csv
,w/o SWD and kinetic,unknown,unknown,,D3_no_swd_no_kinetic,,750,0.6884,0.3938,0.8527,0.4368,0.1694,,6.745173,0.049534,,306.550,s,306.550 s,60.567,s,60.567 s,,,,G:\GitHub\Latent_Style\SchrodingerBridge\ablation_destructive_7epoch\D3_no_swd_no_kinetic\full_eval\epoch_0007,generic_csv,Parsed from SchrodingerBridge/archives/old_root_files/summary_all_tested_metrics_with_ablations.csv
,"conv body, no global attention",unknown,unknown,,D4_conv_body_no_global_attn,,750,0.7022,0.4594,0.802,0.4543,0.3091,,4.179079,0.05453,,295.498,s,295.498 s,78.771,s,78.771 s,,,,G:\GitHub\Latent_Style\SchrodingerBridge\ablation_destructive_7epoch\D4_conv_body_no_global_attn\full_eval\epoch_0007,generic_csv,Parsed from SchrodingerBridge/archives/old_root_files/summary_all_tested_metrics_with_ablations.csv
,disable routed skip path,unknown,unknown,,D5_disable_skip_routing,,750,0.6951,0.4727,0.8057,0.4613,0.2975,,4.985016,0.062353,,294.609,s,294.609 s,61.995,s,61.995 s,,,,G:\GitHub\Latent_Style\SchrodingerBridge\ablation_destructive_7epoch\D5_disable_skip_routing\full_eval\epoch_0007,generic_csv,Parsed from SchrodingerBridge/archives/old_root_files/summary_all_tested_metrics_with_ablations.csv
,disable spatial style prior,unknown,unknown,,D6_disable_spatial_prior,,750,0.7022,0.4589,0.8033,0.4548,0.3095,,4.194194,0.054133,,305.783,s,305.783 s,61.803,s,61.803 s,,,,G:\GitHub\Latent_Style\SchrodingerBridge\ablation_destructive_7epoch\D6_disable_spatial_prior\full_eval\epoch_0007,generic_csv,Parsed from SchrodingerBridge/archives/old_root_files/summary_all_tested_metrics_with_ablations.csv
,no residual path,unknown,unknown,,D7_no_residual_path,,750,0.7013,0.4592,0.8025,0.4547,0.3093,,4.176114,0.054496,,304.251,s,304.251 s,61.887,s,61.887 s,,,,G:\GitHub\Latent_Style\SchrodingerBridge\ablation_destructive_7epoch\D7_no_residual_path\full_eval\epoch_0007,generic_csv,Parsed from SchrodingerBridge/archives/old_root_files/summary_all_tested_metrics_with_ablations.csv
,strong color loss,unknown,unknown,,D8_strong_color_loss,,750,0.6923,0.5675,0.6629,0.3401,0.2769,,5.679315,0.148481,,308.588,s,308.588 s,60.987,s,60.987 s,,,,G:\GitHub\Latent_Style\SchrodingerBridge\ablation_destructive_7epoch\D8_strong_color_loss\full_eval\epoch_0007,generic_csv,Parsed from SchrodingerBridge/archives/old_root_files/summary_all_tested_metrics_with_ablations.csv
,L2 matching cost,unknown,unknown,,D9_l2_ot_cost,,750,0.7016,0.4589,0.8021,0.455,0.309,,4.1912,0.054227,,311.098,s,311.098 s,59.323,s,59.323 s,,,,G:\GitHub\Latent_Style\SchrodingerBridge\ablation_destructive_7epoch\D9_l2_ot_cost\full_eval\epoch_0007,generic_csv,Parsed from SchrodingerBridge/archives/old_root_files/summary_all_tested_metrics_with_ablations.csv
,micro high-frequency SWD,unknown,unknown,,D10_micro_hf_swd_trap,,750,0.6989,0.4863,0.7772,0.3883,0.1925,,5.710126,0.089156,,302.119,s,302.119 s,59.399,s,59.399 s,,,,G:\GitHub\Latent_Style\SchrodingerBridge\ablation_destructive_7epoch\D10_micro_hf_swd_trap\full_eval\epoch_0007,generic_csv,Parsed from SchrodingerBridge/archives/old_root_files/summary_all_tested_metrics_with_ablations.csv
,single terminal step,unknown,unknown,,D11_single_terminal_step,,750,0.7012,0.4585,0.8032,0.455,0.3096,,4.172345,0.054519,,298.565,s,298.565 s,59.904,s,59.904 s,,,,G:\GitHub\Latent_Style\SchrodingerBridge\ablation_destructive_7epoch\D11_single_terminal_step\full_eval\epoch_0007,generic_csv,Parsed from SchrodingerBridge/archives/old_root_files/summary_all_tested_metrics_with_ablations.csv
2026-06-02,LANCET/LBM,distinct5_512,distinct5_512,512,full_eval,full_eval,,,,,,,,,,,,,,95.98756044499896,s,95.98756044499896 s internal timings_sec.wall_total,3.91,,,SchrodingerBridge/exp/distinct5_512_ema_variant_h_hard_explore_queue_e3_b44_remote/full_eval/epoch_0002/summary.json,summary.json,Parsed top-level/overall metrics; timings_sec.wall_total treated as full eval/inference wall if present.
2026-06-02,LANCET/LBM,distinct5_512,distinct5_512,512,full_eval,full_eval,,,,,,,,,,,,,,97.59912403999988,s,97.59912403999988 s internal timings_sec.wall_total,3.91,,,SchrodingerBridge/exp/distinct5_512_ema_variant_h_hard_explore_queue_e3_b44_remote/full_eval/epoch_0001/summary.json,summary.json,Parsed top-level/overall metrics; timings_sec.wall_total treated as full eval/inference wall if present.
,LANCET/LBM,unknown,unknown,,Full control from corrected config,,,,,,,,,,,,290.650,s,290.650 s,60.034,s,60.034 s,3.91,,,SchrodingerBridge/exp/ablation_destructive_7epoch/destructive_ablation_7epoch_registry.csv,generic_csv,Parsed from SchrodingerBridge/exp/ablation_destructive_7epoch/destructive_ablation_7epoch_registry.csv
,LANCET/LBM,unknown,unknown,,w/o terminal SWD,,,,,,,,,,,,295.935,s,295.935 s,63.630,s,63.630 s,3.91,,,SchrodingerBridge/exp/ablation_destructive_7epoch/destructive_ablation_7epoch_registry.csv,generic_csv,Parsed from SchrodingerBridge/exp/ablation_destructive_7epoch/destructive_ablation_7epoch_registry.csv
,LANCET/LBM,unknown,unknown,,w/o kinetic,,,,,,,,,,,,303.312,s,303.312 s,64.423,s,64.423 s,3.91,,,SchrodingerBridge/exp/ablation_destructive_7epoch/destructive_ablation_7epoch_registry.csv,generic_csv,Parsed from SchrodingerBridge/exp/ablation_destructive_7epoch/destructive_ablation_7epoch_registry.csv
,LANCET/LBM,unknown,unknown,,w/o SWD and kinetic,,,,,,,,,,,,306.550,s,306.550 s,60.567,s,60.567 s,3.91,,,SchrodingerBridge/exp/ablation_destructive_7epoch/destructive_ablation_7epoch_registry.csv,generic_csv,Parsed from SchrodingerBridge/exp/ablation_destructive_7epoch/destructive_ablation_7epoch_registry.csv
,LANCET/LBM,unknown,unknown,,"conv body, no global attention",,,,,,,,,,,,295.498,s,295.498 s,78.771,s,78.771 s,3.91,,,SchrodingerBridge/exp/ablation_destructive_7epoch/destructive_ablation_7epoch_registry.csv,generic_csv,Parsed from SchrodingerBridge/exp/ablation_destructive_7epoch/destructive_ablation_7epoch_registry.csv
,LANCET/LBM,unknown,unknown,,disable routed skip path,,,,,,,,,,,,294.609,s,294.609 s,61.995,s,61.995 s,3.91,,,SchrodingerBridge/exp/ablation_destructive_7epoch/destructive_ablation_7epoch_registry.csv,generic_csv,Parsed from SchrodingerBridge/exp/ablation_destructive_7epoch/destructive_ablation_7epoch_registry.csv
,LANCET/LBM,unknown,unknown,,disable spatial style prior,,,,,,,,,,,,305.783,s,305.783 s,61.803,s,61.803 s,3.91,,,SchrodingerBridge/exp/ablation_destructive_7epoch/destructive_ablation_7epoch_registry.csv,generic_csv,Parsed from SchrodingerBridge/exp/ablation_destructive_7epoch/destructive_ablation_7epoch_registry.csv
,LANCET/LBM,unknown,unknown,,no residual path,,,,,,,,,,,,304.251,s,304.251 s,61.887,s,61.887 s,3.91,,,SchrodingerBridge/exp/ablation_destructive_7epoch/destructive_ablation_7epoch_registry.csv,generic_csv,Parsed from SchrodingerBridge/exp/ablation_destructive_7epoch/destructive_ablation_7epoch_registry.csv
,LANCET/LBM,unknown,unknown,,strong color loss,,,,,,,,,,,,308.588,s,308.588 s,60.987,s,60.987 s,3.91,,,SchrodingerBridge/exp/ablation_destructive_7epoch/destructive_ablation_7epoch_registry.csv,generic_csv,Parsed from SchrodingerBridge/exp/ablation_destructive_7epoch/destructive_ablation_7epoch_registry.csv
,LANCET/LBM,unknown,unknown,,L2 matching cost,,,,,,,,,,,,311.098,s,311.098 s,59.323,s,59.323 s,3.91,,,SchrodingerBridge/exp/ablation_destructive_7epoch/destructive_ablation_7epoch_registry.csv,generic_csv,Parsed from SchrodingerBridge/exp/ablation_destructive_7epoch/destructive_ablation_7epoch_registry.csv
,LANCET/LBM,unknown,unknown,,micro high-frequency SWD,,,,,,,,,,,,302.119,s,302.119 s,59.399,s,59.399 s,3.91,,,SchrodingerBridge/exp/ablation_destructive_7epoch/destructive_ablation_7epoch_registry.csv,generic_csv,Parsed from SchrodingerBridge/exp/ablation_destructive_7epoch/destructive_ablation_7epoch_registry.csv
,LANCET/LBM,unknown,unknown,,single terminal step,,,,,,,,,,,,298.565,s,298.565 s,59.904,s,59.904 s,3.91,,,SchrodingerBridge/exp/ablation_destructive_7epoch/destructive_ablation_7epoch_registry.csv,generic_csv,Parsed from SchrodingerBridge/exp/ablation_destructive_7epoch/destructive_ablation_7epoch_registry.csv
2026-06-01,LANCET/LBM,wikiart512_5style,wikiart512_5style,512,local_wsl_wikiart512_hist_b32_e8,,,,,,,,,,,,,,,53.19,s,53.19 s (WALL_SECONDS=53.19),3.91,,,SchrodingerBridge/exp/local_wsl_wikiart512_hist_b32_e8/train_stdout.log,text_timing_regex,Timing regex hit in text/log; inspect source for exact stage.
2026-06-01,LANCET/LBM,wikiart512_5style,wikiart512_5style,512,full_eval_epoch_0008_b4_jit_nosave_cpuclipfix,full_eval,750,0.7923357907136281,0.3550360063711802,0.9180249639352163,,,,,,,,,,231.41166038700004,s,231.41166038700004 s internal timings_sec.wall_total,3.91,,,SchrodingerBridge/exp/local_wsl_wikiart512_hist_b32_e8/full_eval_epoch_0008_b4_jit_nosave_cpuclipfix/summary.json,summary.json,Parsed top-level/overall metrics; timings_sec.wall_total treated as full eval/inference wall if present.
2026-06-01,LANCET/LBM,wikiart512_5style,wikiart512_5style,512,full_eval_epoch_0008_b4_jit_nosave,full_eval,750,0.792329665740331,0.3550366922815641,0.9180150276025136,,,,,,,,,,227.806470328,s,227.806470328 s internal timings_sec.wall_total,3.91,,,SchrodingerBridge/exp/local_wsl_wikiart512_hist_b32_e8/full_eval_epoch_0008_b4_jit_nosave/summary.json,summary.json,Parsed top-level/overall metrics; timings_sec.wall_total treated as full eval/inference wall if present.
2026-06-01,LANCET/LBM,wikiart512_5style,wikiart512_5style,512,full_eval_epoch_0008_b2_opt_nocls,full_eval,750,0.7922978092034658,0.3550378331343333,0.918000604391098,,,,,,,,,,206.792325715,s,206.792325715 s internal timings_sec.wall_total,3.91,,,SchrodingerBridge/exp/local_wsl_wikiart512_hist_b32_e8/full_eval_epoch_0008_b2_opt_nocls/summary.json,summary.json,Parsed top-level/overall metrics; timings_sec.wall_total treated as full eval/inference wall if present.
