image,src_style,src_stem,tgt_style,lpips,clip_style,clip_content
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__john-mclaughlin_number-13-1973__to__Ukiyo_e.png,Minimalism,john-mclaughlin_number-13-1973,Ukiyo_e,0.17495152354240417,0.5232775807380676,0.8551136255264282
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__john-mclaughlin_number-4__to__Early_Renaissance.png,Minimalism,john-mclaughlin_number-4,Early_Renaissance,0.32315555214881897,0.45658355951309204,0.7787624001502991
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__john-mclaughlin_number-4__to__Impressionism.png,Minimalism,john-mclaughlin_number-4,Impressionism,0.24054831266403198,0.4350184202194214,0.8311206102371216
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__john-mclaughlin_number-4__to__Minimalism.png,Minimalism,john-mclaughlin_number-4,Minimalism,0.1690942645072937,0.6840316653251648,0.8657357692718506
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__john-mclaughlin_number-4__to__Rococo.png,Minimalism,john-mclaughlin_number-4,Rococo,0.20377293229103088,0.38591134548187256,0.8301718235015869
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__john-mclaughlin_number-4__to__Ukiyo_e.png,Minimalism,john-mclaughlin_number-4,Ukiyo_e,0.3555448055267334,0.4756677746772766,0.7585784196853638
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__judy-chicago_morning-fan-1971__to__Early_Renaissance.png,Minimalism,judy-chicago_morning-fan-1971,Early_Renaissance,0.3508216440677643,0.5188719630241394,0.8383786678314209
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__judy-chicago_morning-fan-1971__to__Impressionism.png,Minimalism,judy-chicago_morning-fan-1971,Impressionism,0.308540403842926,0.5368800759315491,0.8567913770675659
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__judy-chicago_morning-fan-1971__to__Minimalism.png,Minimalism,judy-chicago_morning-fan-1971,Minimalism,0.26148995757102966,0.7745084762573242,0.8905314207077026
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__judy-chicago_morning-fan-1971__to__Rococo.png,Minimalism,judy-chicago_morning-fan-1971,Rococo,0.2795156240463257,0.46382012963294983,0.8753435015678406
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__judy-chicago_morning-fan-1971__to__Ukiyo_e.png,Minimalism,judy-chicago_morning-fan-1971,Ukiyo_e,0.35154134035110474,0.5777148604393005,0.8724431395530701
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__mira-schendel_untitled-1984__to__Early_Renaissance.png,Minimalism,mira-schendel_untitled-1984,Early_Renaissance,0.6523832678794861,0.4727192223072052,0.7376976013183594
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__mira-schendel_untitled-1984__to__Impressionism.png,Minimalism,mira-schendel_untitled-1984,Impressionism,0.48373091220855713,0.4327767491340637,0.753502607345581
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__mira-schendel_untitled-1984__to__Minimalism.png,Minimalism,mira-schendel_untitled-1984,Minimalism,0.1476389318704605,0.681702196598053,0.8210726976394653
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__mira-schendel_untitled-1984__to__Rococo.png,Minimalism,mira-schendel_untitled-1984,Rococo,0.3259669244289398,0.41774168610572815,0.782407283782959
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__mira-schendel_untitled-1984__to__Ukiyo_e.png,Minimalism,mira-schendel_untitled-1984,Ukiyo_e,0.7169593572616577,0.4833865463733673,0.7538620829582214
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__pino-pinelli_pittura-r-1993__to__Early_Renaissance.png,Minimalism,pino-pinelli_pittura-r-1993,Early_Renaissance,0.27850577235221863,0.4968227446079254,0.8127033710479736
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__pino-pinelli_pittura-r-1993__to__Impressionism.png,Minimalism,pino-pinelli_pittura-r-1993,Impressionism,0.2559867203235626,0.4952625632286072,0.8193179368972778
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__pino-pinelli_pittura-r-1993__to__Minimalism.png,Minimalism,pino-pinelli_pittura-r-1993,Minimalism,0.27693188190460205,0.689836859703064,0.7545077204704285
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__pino-pinelli_pittura-r-1993__to__Rococo.png,Minimalism,pino-pinelli_pittura-r-1993,Rococo,0.2543490529060364,0.43743011355400085,0.8056718707084656
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__pino-pinelli_pittura-r-1993__to__Ukiyo_e.png,Minimalism,pino-pinelli_pittura-r-1993,Ukiyo_e,0.2874835431575775,0.5337449312210083,0.8166957497596741
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__richard-tuttle_relative-to-our-society-1990__to__Early_Renaissance.png,Minimalism,richard-tuttle_relative-to-our-society-1990,Early_Renaissance,0.14642594754695892,0.5133132338523865,0.7604647874832153
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__richard-tuttle_relative-to-our-society-1990__to__Impressionism.png,Minimalism,richard-tuttle_relative-to-our-society-1990,Impressionism,0.1259586662054062,0.5059329867362976,0.807649552822113
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__richard-tuttle_relative-to-our-society-1990__to__Minimalism.png,Minimalism,richard-tuttle_relative-to-our-society-1990,Minimalism,0.13880020380020142,0.7282268404960632,0.8495761156082153
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__richard-tuttle_relative-to-our-society-1990__to__Rococo.png,Minimalism,richard-tuttle_relative-to-our-society-1990,Rococo,0.12133829295635223,0.4492327868938446,0.831100344657898
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__richard-tuttle_relative-to-our-society-1990__to__Ukiyo_e.png,Minimalism,richard-tuttle_relative-to-our-society-1990,Ukiyo_e,0.15093226730823517,0.5461357831954956,0.7585673332214355
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__robert-mangold_ellow-black-zone-painting-iv-1996__to__Early_Renaissance.png,Minimalism,robert-mangold_ellow-black-zone-painting-iv-1996,Early_Renaissance,0.2853420674800873,0.5278427004814148,0.8481335043907166
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__robert-mangold_ellow-black-zone-painting-iv-1996__to__Impressionism.png,Minimalism,robert-mangold_ellow-black-zone-painting-iv-1996,Impressionism,0.2926439344882965,0.5354070663452148,0.8800530433654785
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__robert-mangold_ellow-black-zone-painting-iv-1996__to__Minimalism.png,Minimalism,robert-mangold_ellow-black-zone-painting-iv-1996,Minimalism,0.31760573387145996,0.799502432346344,0.9199866056442261
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__robert-mangold_ellow-black-zone-painting-iv-1996__to__Rococo.png,Minimalism,robert-mangold_ellow-black-zone-painting-iv-1996,Rococo,0.29871314764022827,0.4890175461769104,0.9117406606674194
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__robert-mangold_ellow-black-zone-painting-iv-1996__to__Ukiyo_e.png,Minimalism,robert-mangold_ellow-black-zone-painting-iv-1996,Ukiyo_e,0.27523404359817505,0.5121557712554932,0.8015851974487305
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__robert-mangold_untitled-fcpa-1995__to__Early_Renaissance.png,Minimalism,robert-mangold_untitled-fcpa-1995,Early_Renaissance,0.3285139799118042,0.556647002696991,0.8838412761688232
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__robert-mangold_untitled-fcpa-1995__to__Impressionism.png,Minimalism,robert-mangold_untitled-fcpa-1995,Impressionism,0.3057515621185303,0.5398025512695312,0.90240478515625
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__robert-mangold_untitled-fcpa-1995__to__Minimalism.png,Minimalism,robert-mangold_untitled-fcpa-1995,Minimalism,0.3509424924850464,0.7755788564682007,0.9266558289527893
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__robert-mangold_untitled-fcpa-1995__to__Rococo.png,Minimalism,robert-mangold_untitled-fcpa-1995,Rococo,0.30212825536727905,0.4590834677219391,0.9133439660072327
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__robert-mangold_untitled-fcpa-1995__to__Ukiyo_e.png,Minimalism,robert-mangold_untitled-fcpa-1995,Ukiyo_e,0.34273114800453186,0.5819270610809326,0.8773632645606995
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__robert-morris_box-with-the-sound-of-its-own-making-1961__to__Early_Renaissance.png,Minimalism,robert-morris_box-with-the-sound-of-its-own-making-1961,Early_Renaissance,0.31475433707237244,0.5741350650787354,0.8505219221115112
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__robert-morris_box-with-the-sound-of-its-own-making-1961__to__Impressionism.png,Minimalism,robert-morris_box-with-the-sound-of-its-own-making-1961,Impressionism,0.25344130396842957,0.5275619029998779,0.8670613169670105
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__robert-morris_box-with-the-sound-of-its-own-making-1961__to__Minimalism.png,Minimalism,robert-morris_box-with-the-sound-of-its-own-making-1961,Minimalism,0.23049604892730713,0.7510188221931458,0.8836498260498047
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__robert-morris_box-with-the-sound-of-its-own-making-1961__to__Rococo.png,Minimalism,robert-morris_box-with-the-sound-of-its-own-making-1961,Rococo,0.22545889019966125,0.4849908649921417,0.880272388458252
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__robert-morris_box-with-the-sound-of-its-own-making-1961__to__Ukiyo_e.png,Minimalism,robert-morris_box-with-the-sound-of-its-own-making-1961,Ukiyo_e,0.3146691620349884,0.587924599647522,0.8506157398223877
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__robert-ryman_conversion-2003__to__Early_Renaissance.png,Minimalism,robert-ryman_conversion-2003,Early_Renaissance,0.3092390298843384,0.5293975472450256,0.8627761602401733
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__robert-ryman_conversion-2003__to__Impressionism.png,Minimalism,robert-ryman_conversion-2003,Impressionism,0.1462726891040802,0.4830886125564575,0.8624765872955322
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__robert-ryman_conversion-2003__to__Minimalism.png,Minimalism,robert-ryman_conversion-2003,Minimalism,0.07677918672561646,0.7327993512153625,0.9010212421417236
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__robert-ryman_conversion-2003__to__Rococo.png,Minimalism,robert-ryman_conversion-2003,Rococo,0.08663046360015869,0.44100362062454224,0.8777273893356323
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__robert-ryman_conversion-2003__to__Ukiyo_e.png,Minimalism,robert-ryman_conversion-2003,Ukiyo_e,0.3272707760334015,0.5567494630813599,0.8659321069717407
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__robert-ryman_surface-veil-1970__to__Early_Renaissance.png,Minimalism,robert-ryman_surface-veil-1970,Early_Renaissance,0.5712369680404663,0.5240707993507385,0.7832805514335632
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__robert-ryman_surface-veil-1970__to__Impressionism.png,Minimalism,robert-ryman_surface-veil-1970,Impressionism,0.5033561587333679,0.49753111600875854,0.809961199760437
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__robert-ryman_surface-veil-1970__to__Minimalism.png,Minimalism,robert-ryman_surface-veil-1970,Minimalism,0.2372708022594452,0.7926542162895203,0.935562014579773
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__robert-ryman_surface-veil-1970__to__Rococo.png,Minimalism,robert-ryman_surface-veil-1970,Rococo,0.4427918493747711,0.42979076504707336,0.8090497255325317
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__robert-ryman_surface-veil-1970__to__Ukiyo_e.png,Minimalism,robert-ryman_surface-veil-1970,Ukiyo_e,0.5733531713485718,0.5530387759208679,0.79167640209198
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__ronald-davis_zig-zag-times-two-1966__to__Early_Renaissance.png,Minimalism,ronald-davis_zig-zag-times-two-1966,Early_Renaissance,0.44630637764930725,0.478642076253891,0.8483320474624634
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__ronald-davis_zig-zag-times-two-1966__to__Impressionism.png,Minimalism,ronald-davis_zig-zag-times-two-1966,Impressionism,0.37330198287963867,0.41417497396469116,0.8410835266113281
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__ronald-davis_zig-zag-times-two-1966__to__Minimalism.png,Minimalism,ronald-davis_zig-zag-times-two-1966,Minimalism,0.3064973056316376,0.6785271763801575,0.812460720539093
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__ronald-davis_zig-zag-times-two-1966__to__Rococo.png,Minimalism,ronald-davis_zig-zag-times-two-1966,Rococo,0.3310767710208893,0.3905774652957916,0.8317990899085999
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__ronald-davis_zig-zag-times-two-1966__to__Ukiyo_e.png,Minimalism,ronald-davis_zig-zag-times-two-1966,Ukiyo_e,0.4701923429965973,0.4725428521633148,0.8664849996566772
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__ruth-vollmer_trimer-monomer-dimer-1965__to__Early_Renaissance.png,Minimalism,ruth-vollmer_trimer-monomer-dimer-1965,Early_Renaissance,0.33369675278663635,0.5419085621833801,0.8329786062240601
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__ruth-vollmer_trimer-monomer-dimer-1965__to__Impressionism.png,Minimalism,ruth-vollmer_trimer-monomer-dimer-1965,Impressionism,0.2551400661468506,0.510601282119751,0.878685474395752
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__ruth-vollmer_trimer-monomer-dimer-1965__to__Minimalism.png,Minimalism,ruth-vollmer_trimer-monomer-dimer-1965,Minimalism,0.20671507716178894,0.6550845503807068,0.9035816192626953
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__ruth-vollmer_trimer-monomer-dimer-1965__to__Rococo.png,Minimalism,ruth-vollmer_trimer-monomer-dimer-1965,Rococo,0.2135043442249298,0.4599553942680359,0.88914954662323
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__ruth-vollmer_trimer-monomer-dimer-1965__to__Ukiyo_e.png,Minimalism,ruth-vollmer_trimer-monomer-dimer-1965,Ukiyo_e,0.3547157943248749,0.542076051235199,0.8155938386917114
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__sean-scully_untitled-1973__to__Early_Renaissance.png,Minimalism,sean-scully_untitled-1973,Early_Renaissance,0.4199143648147583,0.5204698443412781,0.8658596277236938
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__sean-scully_untitled-1973__to__Impressionism.png,Minimalism,sean-scully_untitled-1973,Impressionism,0.4230216145515442,0.49276435375213623,0.8633310794830322
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__sean-scully_untitled-1973__to__Minimalism.png,Minimalism,sean-scully_untitled-1973,Minimalism,0.4572758674621582,0.7349368929862976,0.8754364252090454
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__sean-scully_untitled-1973__to__Rococo.png,Minimalism,sean-scully_untitled-1973,Rococo,0.4311957061290741,0.4254986643791199,0.8554638028144836
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__sean-scully_untitled-1973__to__Ukiyo_e.png,Minimalism,sean-scully_untitled-1973,Ukiyo_e,0.4113391637802124,0.5357608795166016,0.8542405962944031
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__tony-smith_die-1968__to__Early_Renaissance.png,Minimalism,tony-smith_die-1968,Early_Renaissance,0.23923617601394653,0.5042991638183594,0.8881353735923767
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__tony-smith_die-1968__to__Impressionism.png,Minimalism,tony-smith_die-1968,Impressionism,0.18129569292068481,0.5045625567436218,0.9140341281890869
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__tony-smith_die-1968__to__Minimalism.png,Minimalism,tony-smith_die-1968,Minimalism,0.19568359851837158,0.7458606958389282,0.9452601671218872
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__tony-smith_die-1968__to__Rococo.png,Minimalism,tony-smith_die-1968,Rococo,0.1566331684589386,0.4361526370048523,0.9146045446395874
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__tony-smith_die-1968__to__Ukiyo_e.png,Minimalism,tony-smith_die-1968,Ukiyo_e,0.28118082880973816,0.5051943063735962,0.8650360703468323
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__william-scott_bowl-white-on-grey-1962__to__Early_Renaissance.png,Minimalism,william-scott_bowl-white-on-grey-1962,Early_Renaissance,0.7074398994445801,0.5515815615653992,0.7119243144989014
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__william-scott_bowl-white-on-grey-1962__to__Impressionism.png,Minimalism,william-scott_bowl-white-on-grey-1962,Impressionism,0.6489542722702026,0.5261856317520142,0.7214469909667969
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__william-scott_bowl-white-on-grey-1962__to__Minimalism.png,Minimalism,william-scott_bowl-white-on-grey-1962,Minimalism,0.4104204773902893,0.7814570665359497,0.8742712140083313
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__william-scott_bowl-white-on-grey-1962__to__Rococo.png,Minimalism,william-scott_bowl-white-on-grey-1962,Rococo,0.5956987738609314,0.48590341210365295,0.7303777933120728
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__william-scott_bowl-white-on-grey-1962__to__Ukiyo_e.png,Minimalism,william-scott_bowl-white-on-grey-1962,Ukiyo_e,0.70760577917099,0.5480665564537048,0.7152748703956604
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__yves-gaucher_traces-2000__to__Early_Renaissance.png,Minimalism,yves-gaucher_traces-2000,Early_Renaissance,0.6466628909111023,0.5152782797813416,0.8256058096885681
/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_002250/images/Minimalism__yves-gaucher_traces-2000__to__Impressionism.png,Minimalism,yves-gaucher_traces-2000,Impressionism,0.6064818501472473,0.4843858778476715,0.8133171796798706
