"remote_root","exp_dir","total_mb","media_count","media_mb","generated_media_count","generated_media_mb","grid_media_count","grid_media_mb","summary_count","csv_count","weight_count","docs_hit_count","master_log_hit_count","paper_hit_count","policy_action","deletion_scope","reason","largest_media_examples","citation_hit_files"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","full_eval_history_backfill_20260601","110.271","7510","108.459","0","0.000","10","24.333","10","10","0","0","0","0","delete_uncited_summary_backed_media","delete PNG/JPG/JPEG/WebP/GIF only; retain summary.json, metrics CSV, logs, configs, checkpoints if any","Uncited directory with structured summary/CSV evidence retained; generated images are large non-source artifacts.","exp\full_eval_history_backfill_20260601\wikiart512_ema_tokenizer_owned_spatial_tokonly_e1_b32\summary_grid.png:2.508MB;exp\full_eval_history_backfill_20260601\wikiart512_ema_spatial_atom_tokonly_e1_b32\summary_grid.png:2.507MB;exp\full_eval_history_backfill_20260601\split_axis_tokenizer_geomnorm_120b\summary_grid.png:2.446MB;exp\full_eval_history_backfill_20260601\split_axis_tokenizer_geostat_g005_120b\summary_grid.png:2.444MB;exp\full_eval_history_backfill_20260601\split_axis_execdecoder_bound070_120b_lr2e4\summary_grid.png:2.438MB;exp\full_eval_history_backfill_20260601\split_axis_execdecoder_bound090_120b_lr2e4\summary_grid.png:2.427MB;exp\full_eval_history_backfill_20260601\split_axis_geostat_execdecoder_fieldbound_120b\summary_grid.png:2.419MB;exp\full_eval_history_backfill_20260601\wikiart512_ema_spatial_proto_blend025_guard_e1_b48\summary_grid.png:2.408MB",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","full_eval_promoted_all5x5","44.561","3004","43.866","0","0.000","4","9.926","4","4","0","0","0","0","delete_uncited_summary_backed_media","delete PNG/JPG/JPEG/WebP/GIF only; retain summary.json, metrics CSV, logs, configs, checkpoints if any","Uncited directory with structured summary/CSV evidence retained; generated images are large non-source artifacts.","exp\full_eval_promoted_all5x5\split_axis_geometry_spatial_rank4_120b\summary_grid.png:2.660MB;exp\full_eval_promoted_all5x5\split_axis_tokenizer_geostat_120b\summary_grid.png:2.467MB;exp\full_eval_promoted_all5x5\split_axis_execdecoder_fieldbound_c045_s090_g110_120b\summary_grid.png:2.454MB;exp\full_eval_promoted_all5x5\split_axis_execdecoder_40b_lr2e4\summary_grid.png:2.346MB;exp\full_eval_promoted_all5x5\split_axis_geometry_spatial_rank4_120b\images\Expressionism_max-beckmann_night-1918_to_Post_Impressionism.jpg:0.020MB;exp\full_eval_promoted_all5x5\split_axis_geometry_spatial_rank4_120b\images\Post_Impressionism_maurice-prendergast_little-bridge-venice_to_Post_Impressionism.jpg:0.019MB;exp\full_eval_promoted_all5x5\split_axis_geometry_spatial_rank4_120b\images\Expressionism_max-beckmann_night-1918_to_Impressionism.jpg:0.019MB;exp\full_eval_promoted_all5x5\split_axis_execdecoder_fieldbound_c045_s090_g110_120b\images\Expressionism_max-beckmann_night-1918_to_Post_Impressionism.jpg:0.019MB",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","full_eval_promoted_all5x5_b2","23.493","1502","23.138","0","0.000","2","5.322","2","2","0","0","0","0","delete_uncited_summary_backed_media","delete PNG/JPG/JPEG/WebP/GIF only; retain summary.json, metrics CSV, logs, configs, checkpoints if any","Uncited directory with structured summary/CSV evidence retained; generated images are large non-source artifacts.","exp\full_eval_promoted_all5x5_b2\split_axis_geometry_derivative_filter_rank4_120b\summary_grid.png:2.661MB;exp\full_eval_promoted_all5x5_b2\split_axis_geometry_filter_rank4_120b\summary_grid.png:2.661MB;exp\full_eval_promoted_all5x5_b2\split_axis_geometry_filter_rank4_120b\images\Expressionism_max-beckmann_night-1918_to_Post_Impressionism.jpg:0.020MB;exp\full_eval_promoted_all5x5_b2\split_axis_geometry_derivative_filter_rank4_120b\images\Expressionism_max-beckmann_night-1918_to_Post_Impressionism.jpg:0.020MB;exp\full_eval_promoted_all5x5_b2\split_axis_geometry_filter_rank4_120b\images\Post_Impressionism_maurice-prendergast_little-bridge-venice_to_Post_Impressionism.jpg:0.019MB;exp\full_eval_promoted_all5x5_b2\split_axis_geometry_derivative_filter_rank4_120b\images\Post_Impressionism_maurice-prendergast_little-bridge-venice_to_Post_Impressionism.jpg:0.019MB;exp\full_eval_promoted_all5x5_b2\split_axis_geometry_filter_rank4_120b\images\Expressionism_max-beckmann_night-1918_to_Impressionism.jpg:0.019MB;exp\full_eval_promoted_all5x5_b2\split_axis_geometry_derivative_filter_rank4_120b\images\Expressionism_max-beckmann_night-1918_to_Impressionism.jpg:0.019MB",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","kinetic_sweep","4.169","0","0.000","0","0.000","0","0.000","9","20","0","4","0","0","no_media","none","No PNG/JPG/WebP/GIF media files found.","","docs\experiments\2026-06-03-exp-surface-classification.md;docs\experiments\comparison_20260602\lancet_history_registry.csv;docs\experiments\comparison_20260602\lancet_history_registry.json;docs\experiments\comparison_20260602\scatter_points.csv"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","launch_logs","0.000","0","0.000","0","0.000","0","0.000","0","0","0","0","0","0","no_media","none","No PNG/JPG/WebP/GIF media files found.","",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","legacy","39.699","19","34.226","0","0.000","19","34.226","19","44","0","39","1","1","keep_cited_media","none","Directory is cited by docs/reviews/master/paper; do not delete visual evidence before citation/image archive migration.","exp\legacy\artifacts\full_eval\epoch_0020\summary_grid.png:2.887MB;exp\legacy\artifacts_omf_e30\full_eval\epoch_0030\summary_grid.png:2.741MB;exp\legacy\artifacts_omf_monge_e20\full_eval\epoch_0020\summary_grid.png:2.727MB;exp\legacy\artifacts\full_eval\epoch_0040\summary_grid.png:2.716MB;exp\legacy\ot-exp-struct\full_eval\epoch_0060\summary_grid.png:2.531MB;exp\legacy\ot-exp-struct\full_eval\epoch_0080\summary_grid.png:2.489MB;exp\legacy\artifacts\full_eval\epoch_0040_steps4_strength100_step100\summary_grid.png:2.468MB;exp\legacy\ot-exp-struct\full_eval\epoch_0020\summary_grid.png:2.466MB","aaai_submission\paper_aaai2026.tex;docs\aaai2027_working_index_20260602.md;docs\cleanup\worktree_triage_20260603.md;docs\experiments\2026-05-09-black-dot-mitigation-report.md;docs\experiments\2026-05-11-baseline-reproduction-progress.md;docs\experiments\2026-05-16-directory-cleanup-pass-1.md;docs\experiments\2026-05-16-root-directory-audit.md;docs\experiments\2026-06-03-distinct5-idt-evaluation-note.md;docs\experiments\2026-06-03-exp-surface-classification.md;docs\experiments\2026-06-03-repo-cleanup-and-archive-pass.md;docs\experiments\2026-06-03-selected-style-metrics-helper-smoke.md;docs\experiments\aaai2027_master_experiment_log.csv;docs\experiments\comparison_20260602\artfid_comparison_points.csv;docs\experiments\comparison_20260602\artfid_comparison_points.json;docs\experiments\comparison_20260602\comparison_report.md;docs\experiments\comparison_20260602\lancet_history_by_dataset.md;docs\experiments\comparison_20260602\lancet_history_registry.csv;docs\experiments\comparison_20260602\lancet_history_registry.json;docs\experiments\comparison_20260602\lancet_representative_points.csv;docs\experiments\comparison_20260602\README.md;docs\experiments\comparison_20260602\scatter_points.csv;docs\experiments\idt_eval_20260602\idt_build_summary.json;docs\experiments\idt_eval_20260602\legacy256_overfit50\idt_5x5\aggregate_targetwise_artfid.json;docs\experiments\idt_eval_20260602\legacy256_overfit50\idt_5x5\idt_manifest.json;docs\experiments\metric_hacking_noop_20260602\noop_full_transfer_summary.csv;docs\experiments\metric_hacking_noop_20260602\README.md;docs\experiments\noop_comparison_across_datasets_20260602\best_all_transfer_vs_noop_keypoints.csv;docs\experiments\noop_comparison_across_datasets_20260602\best_all_vs_noop_keypoints.csv;docs\experiments\noop_comparison_across_datasets_20260602\best_transfer_vs_noop_keypoints.csv;docs\experiments\noop_comparison_across_datasets_20260602\best_transfer_vs_noop_lpips.csv;docs\experiments\noop_comparison_across_datasets_20260602\dataset_artifact_mapping.csv;docs\experiments\noop_comparison_across_datasets_20260602\dataset_noop_comparison_keypoints.csv;docs\experiments\noop_comparison_across_datasets_20260602\legacy256_overfit50_keypoints.csv;docs\experiments\noop_comparison_across_datasets_20260602\README.zh.md;docs\experiments\noop_comparison_across_datasets_20260602\README_best_vs_noop.zh.md;docs\maths\05_style_transfer_problem_and_next_switches.md;docs\maths\DECISION_TREE_AND_EXPERIMENT_PLAN.md;docs\reviews\aaai2027_adversarial_review_20260602_r2.md;docs\reviews\aaai2027_adversarial_review_20260603_r3.md"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","local_patch_org_content_relative_release_120b_b80","0.457","0","0.000","0","0.000","0","0.000","0","1","0","0","0","0","no_media","none","No PNG/JPG/WebP/GIF media files found.","",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","local_patch_org_content_relative_release_120b_b80_smoke_b16_2b","0.403","0","0.000","0","0.000","0","0.000","0","2","0","0","0","0","no_media","none","No PNG/JPG/WebP/GIF media files found.","",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","local_patch_org_content_relative_release_20b_b80","0.412","0","0.000","0","0.000","0","0.000","0","1","0","0","0","0","no_media","none","No PNG/JPG/WebP/GIF media files found.","",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","local_patch_org_geometry_filter_g003_120b_b48","0.446","0","0.000","0","0.000","0","0.000","0","1","0","0","0","0","no_media","none","No PNG/JPG/WebP/GIF media files found.","",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","local_patch_org_relative_spatial_rank4_120b_b80","0.460","0","0.000","0","0.000","0","0.000","0","1","0","0","0","0","no_media","none","No PNG/JPG/WebP/GIF media files found.","",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","local_patch_org_relative_spatial_rank4_120b_b80_smoke_b16_2b","0.405","0","0.000","0","0.000","0","0.000","0","1","0","0","0","0","no_media","none","No PNG/JPG/WebP/GIF media files found.","",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","local_patch_org_spatial_gate_rank4_g010_q070_120b_b48","0.449","0","0.000","0","0.000","0","0.000","0","1","0","0","0","0","no_media","none","No PNG/JPG/WebP/GIF media files found.","",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","manual_k1_k2_8epoch","0.396","0","0.000","0","0.000","0","0.000","3","8","0","3","0","0","no_media","none","No PNG/JPG/WebP/GIF media files found.","","docs\experiments\comparison_20260602\lancet_history_registry.csv;docs\experiments\comparison_20260602\lancet_history_registry.json;docs\repro_report_zh\02_ʵ��������������.md"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","metric_tokenizer_init","1,322.414","2710","1,320.787","2700","1,298.072","10","22.715","10","10","0","0","0","0","delete_uncited_summary_backed_media","delete PNG/JPG/JPEG/WebP/GIF only; retain summary.json, metrics CSV, logs, configs, checkpoints if any","Uncited directory with structured summary/CSV evidence retained; generated images are large non-source artifacts.","exp\metric_tokenizer_init\quick_eval_split_axis_fieldconsume_probe_truegrad_e1_n6\grid_first_per_class.png:2.282MB;exp\metric_tokenizer_init\full_eval_split_axis_fieldconsume_probe_truegrad_e1\grid_first_per_class.png:2.282MB;exp\metric_tokenizer_init\quick_eval_split_axis_metric_truegrad_e1_n6\grid_first_per_class.png:2.281MB;exp\metric_tokenizer_init\quick_eval_mds_data_delta_axes_truegrad_e1_n6\grid_first_per_class.png:2.278MB;exp\metric_tokenizer_init\quick_eval_mds_data_axes_truegrad_e1_n6\grid_first_per_class.png:2.278MB;exp\metric_tokenizer_init\full_eval_metric_direct\grid_first_per_class.png:2.263MB;exp\metric_tokenizer_init\quick_eval_strength_1.30_n6\grid_first_per_class.png:2.263MB;exp\metric_tokenizer_init\quick_eval_metric_direct_n6\grid_first_per_class.png:2.263MB",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","moment_sweep_spectral_full","297.429","604","297.057","600","288.063","4","8.994","4","4","0","0","0","0","delete_uncited_summary_backed_media","delete PNG/JPG/JPEG/WebP/GIF only; retain summary.json, metrics CSV, logs, configs, checkpoints if any","Uncited directory with structured summary/CSV evidence retained; generated images are large non-source artifacts.","exp\moment_sweep_spectral_full\blend_0.25\grid_first_per_class.png:2.267MB;exp\moment_sweep_spectral_full\blend_0.50\grid_first_per_class.png:2.254MB;exp\moment_sweep_spectral_full\blend_0.75\grid_first_per_class.png:2.243MB;exp\moment_sweep_spectral_full\blend_1.00\grid_first_per_class.png:2.231MB;exp\moment_sweep_spectral_full\blend_0.25\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Impressionism.png:0.602MB;exp\moment_sweep_spectral_full\blend_0.50\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Impressionism.png:0.601MB;exp\moment_sweep_spectral_full\blend_0.75\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Impressionism.png:0.599MB;exp\moment_sweep_spectral_full\blend_1.00\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Impressionism.png:0.597MB",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","orth12","83.217","30","78.447","0","0.000","30","78.447","30","45","0","3","0","0","keep_cited_media","none","Directory is cited by docs/reviews/master/paper; do not delete visual evidence before citation/image archive migration.","exp\orth12\full_eval\fd20_g0_golden_pedestal\epoch_0040\summary_grid.png:2.774MB;exp\orth12\full_eval\fd20_g1_micro_only\epoch_0050\summary_grid.png:2.771MB;exp\orth12\full_eval\fd20_g0_golden_pedestal\epoch_0060\summary_grid.png:2.766MB;exp\orth12\full_eval\fd20_g1_micro_only\epoch_0060\summary_grid.png:2.751MB;exp\orth12\full_eval\fd20_g0_golden_pedestal\epoch_0030\summary_grid.png:2.747MB;exp\orth12\full_eval\fd20_g0_golden_pedestal\epoch_0010\summary_grid.png:2.737MB;exp\orth12\full_eval\fd20_g1_micro_only\epoch_0040\summary_grid.png:2.709MB;exp\orth12\fd20_g0_golden_pedestal_e15s1_b32\full_eval\epoch_0007\summary_grid.png:2.697MB","docs\experiments\2026-06-03-exp-surface-classification.md;docs\experiments\comparison_20260602\lancet_history_registry.csv;docs\experiments\comparison_20260602\lancet_history_registry.json"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","pair_content_spatial_head_c120_g050_b020_120b_b80","0.471","0","0.000","0","0.000","0","0.000","0","1","0","0","0","0","no_media","none","No PNG/JPG/WebP/GIF media files found.","",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","pair_content_spatial_head_c120_g050_b020_120b_b80_smoke_b16_2b","0.422","0","0.000","0","0.000","0","0.000","0","1","0","0","0","0","no_media","none","No PNG/JPG/WebP/GIF media files found.","",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","pair_content_spatial_head_c120_g050_b020_pc040_bound050_120b_b80","0.471","0","0.000","0","0.000","0","0.000","0","1","0","0","0","0","no_media","none","No PNG/JPG/WebP/GIF media files found.","",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","pair_relative_geometry_release_probe","49.662","0","0.000","0","0.000","0","0.000","0","0","3","0","0","0","no_media","none","No PNG/JPG/WebP/GIF media files found.","",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","pairrel_signed_spatial_head_c120_g050_b020_120b_b80","0.461","0","0.000","0","0.000","0","0.000","0","1","0","0","0","0","no_media","none","No PNG/JPG/WebP/GIF media files found.","",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","pairrel_signed_spatial_head_c120_g050_b020_120b_b80_smoke_b16_2b","0.413","0","0.000","0","0.000","0","0.000","0","1","0","0","0","0","no_media","none","No PNG/JPG/WebP/GIF media files found.","",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","pairrel_signed_spatial_head_geomstat_w005_120b_b80","0.468","0","0.000","0","0.000","0","0.000","0","1","0","0","0","0","no_media","none","No PNG/JPG/WebP/GIF media files found.","",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","pairrel_signed_spatial_head_geomstat_w005_smoke_b16_2b","0.419","0","0.000","0","0.000","0","0.000","0","1","0","0","0","0","no_media","none","No PNG/JPG/WebP/GIF media files found.","",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","pairrel_signed_spatial_head_geomstat_w020_120b_b80","0.468","0","0.000","0","0.000","0","0.000","0","1","0","0","0","0","no_media","none","No PNG/JPG/WebP/GIF media files found.","",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","pareto_probe_4","219.401","80","208.919","0","0.000","80","208.919","80","94","0","4","0","0","keep_cited_media","none","Directory is cited by docs/reviews/master/paper; do not delete visual evidence before citation/image archive migration.","exp\pareto_probe_4\S-add__K-5_C-5_W-15_Col-15\full_eval\epoch_0013\summary_grid.png:2.811MB;exp\pareto_probe_4\S-add__K-5_C-5_W-15_Col-15\full_eval\epoch_0014\summary_grid.png:2.770MB;exp\pareto_probe_4\S-norm_K-3_C-2_W-10_Col-15\full_eval\epoch_0013\summary_grid.png:2.763MB;exp\pareto_probe_4\S-add__K-3_C-2_W-10_Col-15\full_eval\epoch_0013\summary_grid.png:2.763MB;exp\pareto_probe_4\S-add__K-5_C-5_W-15_Col-15\full_eval\epoch_0012\summary_grid.png:2.756MB;exp\pareto_probe_4\S-norm_K-3_C-2_W-10_Col-15\full_eval\epoch_0014\summary_grid.png:2.755MB;exp\pareto_probe_4\S-add__K-5_C-5_W-15_Col-15\full_eval\epoch_0011\summary_grid.png:2.754MB;exp\pareto_probe_4\S-add__K-3_C-2_W-10_Col-15\full_eval\epoch_0012\summary_grid.png:2.751MB","docs\experiments\2026-05-11-baseline-reproduction-lab-notes.md;docs\experiments\2026-05-11-baseline-reproduction-progress.md;docs\experiments\comparison_20260602\lancet_history_registry.csv;docs\experiments\comparison_20260602\lancet_history_registry.json"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","phase1_diagnostic_probes","0.092","0","0.000","0","0.000","0","0.000","0","1","0","1","0","0","no_media","none","No PNG/JPG/WebP/GIF media files found.","","docs\experiments\2026-05-16-phase1-diagnostic-launcher.md"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","physical_loss_tree","0.059","0","0.000","0","0.000","0","0.000","0","1","0","2","0","0","no_media","none","No PNG/JPG/WebP/GIF media files found.","","docs\experiments\2026-05-20-256-diffeomorphic-tangent-progress.md;docs\presentations\2026-05-21-model-modules-losses-and-results.md"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","representation_probes","2.940","0","0.000","0","0.000","0","0.000","43","42","0","0","0","0","no_media","none","No PNG/JPG/WebP/GIF media files found.","",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","review_additional_experiments","23.138","0","0.000","0","0.000","0","0.000","78","109","0","8","0","0","no_media","none","No PNG/JPG/WebP/GIF media files found.","","docs\experiments\2026-05-16-directory-cleanup-pass-1.md;docs\experiments\2026-06-03-exp-surface-classification.md;docs\experiments\comparison_20260602\lancet_history_by_dataset.md;docs\experiments\comparison_20260602\lancet_history_registry.csv;docs\experiments\comparison_20260602\lancet_history_registry.json;docs\experiments\comparison_20260602\lancet_representative_points.csv;docs\experiments\comparison_20260602\scatter_points.csv;docs\maths\FULL_EVIDENCE_ANALYSIS_2026-05-16.md"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","runs","78.028","23","60.356","0","0.000","23","60.356","23","67","0","52","0","2","keep_cited_media","none","Directory is cited by docs/reviews/master/paper; do not delete visual evidence before citation/image archive migration.","exp\runs\o10l1\summary_grid.png:2.911MB;exp\runs\o10l3\summary_grid.png:2.790MB;exp\runs\o10pb\summary_grid.png:2.773MB;exp\runs\o10l4\summary_grid.png:2.772MB;exp\runs\o10e\summary_grid.png:2.766MB;exp\runs\o20d2\summary_grid.png:2.759MB;exp\runs\o10s\summary_grid.png:2.739MB;exp\runs\o10pr\summary_grid.png:2.700MB","aaai_submission\final\paper.tex;aaai_submission\paper_aaai2026.tex;docs\aaai2027_working_index_20260602.md;docs\experiments\2026-05-09-black-dot-mitigation-report.md;docs\experiments\2026-05-10-full-dimensional-orthogonal-sweep-plan.md;docs\experiments\2026-05-11-baseline-reproduction-lab-notes.md;docs\experiments\2026-05-11-baseline-reproduction-progress.md;docs\experiments\2026-05-16-phase1-diagnostic-launcher.md;docs\experiments\2026-05-30-tokenizer-restart-design.md;docs\experiments\2026-05-31-aaai-saswd-plan.md;docs\experiments\2026-06-01-main-table-gap-analysis.md;docs\experiments\2026-06-02-aaai2027-paper-update-plan.md;docs\experiments\2026-06-02-distinct5-512-lancet-representation-speed.md;docs\experiments\2026-06-02-wikiart512-inference-speed.md;docs\experiments\2026-06-03-exp-surface-classification.md;docs\experiments\2026-06-03-flow-loss-metric-ablation\README.md;docs\experiments\2026-06-03-flow-loss-metric-ablation-protocol.md;docs\experiments\2026-06-03-selected-style-metrics-helper-smoke.md;docs\experiments\2026-06-03-time-to-parity\README.md;docs\experiments\2026-06-03-tokenizer-execution-alignment-protocol.md;docs\experiments\aaai2027_experiment_logging_contract_20260603.md;docs\experiments\blackdot_mitigation_runs.csv;docs\experiments\comparison_20260602\comparison_report.md;docs\experiments\comparison_20260602\lancet_history_registry.csv;docs\experiments\comparison_20260602\lancet_history_registry.json;docs\experiments\comparison_20260602\README.md;docs\experiments\comparison_20260602\scatter_points.csv;docs\experiments\distinct5_512_20260602\historical_experiments.md;docs\experiments\distinct5_512_20260602\lancet_runs.md;docs\experiments\distinct5_512_20260602\README.zh.md;docs\experiments\experiment_registry.csv;docs\experiments\experiment_registry.json;docs\experiments\metric_hacking_noop_20260602\README.md;docs\maths\05_style_transfer_problem_and_next_switches.md;docs\maths\CSV_STATISTICAL_APPENDIX_2026-05-16.md;docs\maths\FULL_EVIDENCE_ANALYSIS_2026-05-16.md;docs\quickstart.md;docs\reviews\aaai2027_adversarial_review_20260602.md;docs\reviews\aaai2027_adversarial_review_20260602_r2.md;docs\reviews\aaai2027_agent_ops_20260603.md;docs\reviews\aaai2027_boundary_followup_overclaims_20260603.md;docs\reviews\aaai2027_claim_safety_memo_20260603.md;docs\reviews\aaai2027_experiment_audit_20260602.md;docs\reviews\aaai2027_gate_c_time_to_parity_audit_20260603.md;docs\reviews\aaai2027_review_consensus_20260603.md;docs\reviews\aaai2027_review_score_log.csv;docs\reviews\aaai2027_rewrite_hit_list_20260603.md;docs\reviews\aaai2027_theory_owner_audit_20260603.md;docs\reviews\aaai2027_tokenizer_execution_packet_prelaunch_reread_20260603.md;docs\reviews\aaai2027_weak_reject_gate_checklist_20260603.md;docs\reviews\aaai2027_weak_reject_pressure_memo_20260603.md;docs\reviews\tokenizer_representation_theory_queue_20260603.md"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","saswd_axis_h_base_seed42_b44_saswd_random","0.005","0","0.000","0","0.000","0","0.000","0","0","0","5","1","0","no_media","none","No PNG/JPG/WebP/GIF media files found.","","docs\experiments\2026-06-03-saswd-axis-ablation\launch_manifest_20260603.md;docs\experiments\2026-06-03-saswd-axis-ablation\README.md;docs\experiments\aaai2027_master_experiment_log.csv;docs\reviews\aaai2027_agent_ops_20260603.md;docs\reviews\aaai2027_weak_reject_gate_checklist_20260603.md"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","saswd_axis_h_base_seed42_b44_saswd_semantic","0.005","0","0.000","0","0.000","0","0.000","0","0","0","5","1","0","no_media","none","No PNG/JPG/WebP/GIF media files found.","","docs\experiments\2026-06-03-saswd-axis-ablation\launch_manifest_20260603.md;docs\experiments\2026-06-03-saswd-axis-ablation\README.md;docs\experiments\aaai2027_experiment_logging_contract_20260603.md;docs\experiments\aaai2027_master_experiment_log.csv;docs\reviews\aaai2027_weak_reject_gate_checklist_20260603.md"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","scripts","0.103","0","0.000","0","0.000","0","0.000","0","0","0","13","0","2","no_media","none","No PNG/JPG/WebP/GIF media files found.","","aaai_submission\figures\README.md;aaai_submission\framework_figure.tikz.tex;docs\aaai2027_working_index_20260602.md;docs\cleanup\worktree_triage_20260603.md;docs\experiments\2026-05-11-baseline-reproduction-lab-notes.md;docs\experiments\2026-05-11-baseline-reproduction-progress.md;docs\experiments\2026-05-16-root-directory-audit.md;docs\experiments\2026-06-02-aaai2027-paper-update-plan.md;docs\experiments\2026-06-03-exp-surface-classification.md;docs\references\ai_research_prompt_usage_20260602.md;docs\remote_server.md;docs\reviews\aaai2027_scorecard_20260602.md;docs\reviews\tokenizer_probe_checkpoint_reselection_policy_20260603.md"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","smoke_lowfreq_moment_hfguard_b48","0.351","0","0.000","0","0.000","0","0.000","0","1","0","0","0","0","no_media","none","No PNG/JPG/WebP/GIF media files found.","",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","spatial_prototype_init","526.109","1057","525.502","1050","509.417","7","16.084","7","7","0","0","0","0","delete_uncited_summary_backed_media","delete PNG/JPG/JPEG/WebP/GIF only; retain summary.json, metrics CSV, logs, configs, checkpoints if any","Uncited directory with structured summary/CSV evidence retained; generated images are large non-source artifacts.","exp\spatial_prototype_init\eval_proto_gate_g2_min25_quick_n6\grid_first_per_class.png:2.316MB;exp\spatial_prototype_init\eval_spectral_stat_e2_spatial_proto_n256_quick_n6\grid_first_per_class.png:2.315MB;exp\spatial_prototype_init\eval_lowk5_a075_quick_n6\grid_first_per_class.png:2.313MB;exp\spatial_prototype_init\eval_lowk5_a050_quick_n6\grid_first_per_class.png:2.298MB;exp\spatial_prototype_init\eval_blend025_quick_n6\grid_first_per_class.png:2.283MB;exp\spatial_prototype_init\eval_blend015_quick_n6\grid_first_per_class.png:2.280MB;exp\spatial_prototype_init\eval_blend025_gate_g2_min25_quick_n6\grid_first_per_class.png:2.279MB;exp\spatial_prototype_init\eval_proto_gate_g2_min25_quick_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Impressionism.png:0.605MB",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_color_channel_operator_120b_b80","0.445","0","0.000","0","0.000","0","0.000","0","1","0","0","0","0","no_media","none","No PNG/JPG/WebP/GIF media files found.","",""
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_color_channel_operator_realism4_120b_b80","0.446","0","0.000","0","0.000","0","0.000","0","1","0","0","0","0","no_media","none","No PNG/JPG/WebP/GIF media files found.","",""
