"source_table","source_row","method","dataset_or_setting","resolution","train_time_value","train_time_unit","infer_time_value","infer_time_unit","params_m","source_path","note","quality_class","claim_use","quality_reason"
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","105","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0100\summary.json","clip_style=0.728; content_lpips=0.723; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","106","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0020\summary.json","clip_style=0.689; content_lpips=0.383; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","107","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0040\summary.json","clip_style=0.690; content_lpips=0.389; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","108","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0060\summary.json","clip_style=0.696; content_lpips=0.415; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","109","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0010\summary.json","clip_style=0.672; content_lpips=0.316; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","110","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0020\summary.json","clip_style=0.672; content_lpips=0.324; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","111","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0030\summary.json","clip_style=0.673; content_lpips=0.324; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","112","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0040\summary.json","clip_style=0.673; content_lpips=0.323; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","113","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0050\summary.json","clip_style=0.673; content_lpips=0.327; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","114","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0060\summary.json","clip_style=0.672; content_lpips=0.319; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","115","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0070\summary.json","clip_style=0.674; content_lpips=0.330; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","116","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0080\summary.json","clip_style=0.675; content_lpips=0.331; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","117","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0010\summary.json","clip_style=0.684; content_lpips=0.356; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","118","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0020\summary.json","clip_style=0.683; content_lpips=0.354; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","119","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0030\summary.json","clip_style=0.686; content_lpips=0.374; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","120","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0040\summary.json","clip_style=0.686; content_lpips=0.368; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","121","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0050\summary.json","clip_style=0.685; content_lpips=0.368; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","122","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0060\summary.json","clip_style=0.686; content_lpips=0.369; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","123","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0070\summary.json","clip_style=0.685; content_lpips=0.368; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","124","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0080\summary.json","clip_style=0.685; content_lpips=0.368; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","125","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0010\summary.json","clip_style=0.675; content_lpips=0.326; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","126","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0020\summary.json","clip_style=0.675; content_lpips=0.325; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","127","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0010\summary.json","clip_style=0.678; content_lpips=0.351; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","128","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0020\summary.json","clip_style=0.679; content_lpips=0.351; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","129","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0030\summary.json","clip_style=0.683; content_lpips=0.359; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","130","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0040\summary.json","clip_style=0.681; content_lpips=0.353; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","131","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0050\summary.json","clip_style=0.682; content_lpips=0.360; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","132","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0060\summary.json","clip_style=0.682; content_lpips=0.356; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","133","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0010\summary.json","clip_style=0.685; content_lpips=0.387; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","134","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0020\summary.json","clip_style=0.683; content_lpips=0.408; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","135","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0030\summary.json","clip_style=0.685; content_lpips=0.397; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","136","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0040\summary.json","clip_style=0.685; content_lpips=0.416; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","137","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0050\summary.json","clip_style=0.686; content_lpips=0.411; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","138","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0060\summary.json","clip_style=0.688; content_lpips=0.418; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","139","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0010\summary.json","clip_style=0.671; content_lpips=0.316; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","140","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0020\summary.json","clip_style=0.670; content_lpips=0.319; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","141","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0030\summary.json","clip_style=0.670; content_lpips=0.316; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","142","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0040\summary.json","clip_style=0.671; content_lpips=0.317; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","143","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0050\summary.json","clip_style=0.672; content_lpips=0.323; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","144","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0060\summary.json","clip_style=0.672; content_lpips=0.321; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","145","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0010\summary.json","clip_style=0.689; content_lpips=0.397; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","146","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0020\summary.json","clip_style=0.692; content_lpips=0.406; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","147","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0030\summary.json","clip_style=0.692; content_lpips=0.412; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","148","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0040\summary.json","clip_style=0.693; content_lpips=0.431; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","149","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0050\summary.json","clip_style=0.693; content_lpips=0.429; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","150","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0060\summary.json","clip_style=0.693; content_lpips=0.427; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","151","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0010\summary.json","clip_style=0.665; content_lpips=0.304; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","152","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0020\summary.json","clip_style=0.667; content_lpips=0.307; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","153","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0030\summary.json","clip_style=0.667; content_lpips=0.309; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","154","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0040\summary.json","clip_style=0.667; content_lpips=0.310; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","155","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0050\summary.json","clip_style=0.667; content_lpips=0.308; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","156","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0060\summary.json","clip_style=0.667; content_lpips=0.310; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","157","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0010\summary.json","clip_style=0.668; content_lpips=0.322; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","158","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0020\summary.json","clip_style=0.671; content_lpips=0.324; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","159","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0030\summary.json","clip_style=0.672; content_lpips=0.333; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","160","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0040\summary.json","clip_style=0.672; content_lpips=0.332; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","161","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0050\summary.json","clip_style=0.673; content_lpips=0.338; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","162","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0060\summary.json","clip_style=0.674; content_lpips=0.339; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","163","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0010\summary.json","clip_style=0.686; content_lpips=0.365; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","164","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0020\summary.json","clip_style=0.688; content_lpips=0.371; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","165","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0030\summary.json","clip_style=0.687; content_lpips=0.373; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","166","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0040\summary.json","clip_style=0.686; content_lpips=0.372; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","167","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0050\summary.json","clip_style=0.687; content_lpips=0.373; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","168","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0060\summary.json","clip_style=0.688; content_lpips=0.374; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","169","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0010\summary.json","clip_style=0.682; content_lpips=0.362; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","170","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0020\summary.json","clip_style=0.684; content_lpips=0.374; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
"manual_remote_tokenizerclean_timing_evidence_20260605.csv","171","LBM","configs","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\configs\full_eval\epoch_0030\summary.json","clip_style=0.685; content_lpips=0.375; training_csv_count=28","full_eval_summary_wall_time_tokenizerclean","audit_full_eval_wall_time_only","TokenizerClean summary.json wall_total row; train time absent in this table and left blank."
