"remote_root","exp_dir","total_mb","weight_count","weight_mb","docs_hit_count","master_log_hit_count","review_doc_hit_count","paper_hit_count","summary_count","config_exists","training_csv_count","action","deletion_scope","reason","weight_names","summary_metrics","citation_hit_files","internal_evidence_source","citation_source"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","formal_eval_750","22.082","0","0.000","6","0","0","0","2","False","0","keep_cited_until_citation_migrated","none","referenced by docs/reviews/master log/paper-facing files; TokenizerClean exp-surface policy says cited exp paths stay in place","","pair_content_spatial_head_c120_g050_b020_pc040_bound050_120b_b80:clip=0.781;lpips=0.341;wall= | split_axis_geometry_derivgate_fieldbound_g005_120b:clip=0.781;lpips=0.345;wall=","docs\experiments\comparison_20260602\artfid_comparison_points.csv;docs\experiments\comparison_20260602\artfid_comparison_points.json;docs\experiments\comparison_20260602\scatter_points.csv;docs\experiments\metric_hacking_noop_20260602\noop_full_transfer_summary.csv;docs\experiments\metric_hacking_noop_20260602\README.md;docs\experiments\noop_comparison_across_datasets_20260602\dataset_artifact_mapping.csv","manual_remote_tokenizerclean_exp_internal_evidence_20260605.csv","manual_remote_tokenizerclean_exp_citation_graph_all_20260605.csv"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","full_eval_history_backfill_20260601","110.271","0","0.000","0","0","0","0","10","False","0","no_checkpoint_delete","none","no .pt/.ckpt/.pth files found; if space cleanup is desired this needs a generated-image/archive policy, not ckpt cleanup","","split_axis_execdecoder_bound070_120b_lr2e4:clip=0.781;lpips=0.348;wall= | split_axis_execdecoder_bound090_120b_lr2e4:clip=0.781;lpips=0.349;wall= | split_axis_geostat_execdecoder_fieldbound_120b:clip=0.780;lpips=0.339;wall= | split_axis_tokenizer_geomnorm_120b:clip=0.780;lpips=0.340;wall= | split_axis_tokenizer_geostat_g005_120b:clip=0.780;lpips=0.340;wall= | wikiart512_ema_lowfreq_moment_hfguard_tsw12_e1_b48:clip=0.780;lpips=0.333;wall= | wikiart512_ema_lowfreq_moment_hfguard_tsw8_e1_b48:clip=0.779;lpips=0.323;wall= | wikiart512_ema_spatial_atom_tokonly_e1_b32:clip=0.781;lpips=0.345;wall= | wikiart512_ema_spatial_proto_blend025_guard_e1_b48:clip=0.780;lpips=0.333;wall= | wikiart512_ema_tokenizer_owned_spatial_tokonly_e1_b32:clip=0.781;lpips=0.346;wall=","","manual_remote_tokenizerclean_exp_internal_evidence_20260605.csv","manual_remote_tokenizerclean_exp_citation_graph_all_20260605.csv"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","full_eval_promoted_all5x5","44.561","0","0.000","0","0","0","0","4","False","0","no_checkpoint_delete","none","no .pt/.ckpt/.pth files found; if space cleanup is desired this needs a generated-image/archive policy, not ckpt cleanup","","split_axis_execdecoder_40b_lr2e4:clip=0.771;lpips=0.387;wall= | split_axis_execdecoder_fieldbound_c045_s090_g110_120b:clip=0.773;lpips=0.387;wall= | split_axis_geometry_spatial_rank4_120b:clip=0.782;lpips=0.360;wall= | split_axis_tokenizer_geostat_120b:clip=0.772;lpips=0.385;wall=","","manual_remote_tokenizerclean_exp_internal_evidence_20260605.csv","manual_remote_tokenizerclean_exp_citation_graph_all_20260605.csv"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","full_eval_promoted_all5x5_b2","23.493","0","0.000","0","0","0","0","2","False","0","no_checkpoint_delete","none","no .pt/.ckpt/.pth files found; if space cleanup is desired this needs a generated-image/archive policy, not ckpt cleanup","","split_axis_geometry_derivative_filter_rank4_120b:clip=0.781;lpips=0.360;wall= | split_axis_geometry_filter_rank4_120b:clip=0.782;lpips=0.360;wall=","","manual_remote_tokenizerclean_exp_internal_evidence_20260605.csv","manual_remote_tokenizerclean_exp_citation_graph_all_20260605.csv"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","kinetic_sweep","4.169","0","0.000","4","0","0","0","9","False","11","keep_cited_until_citation_migrated","none","referenced by docs/reviews/master log/paper-facing files; TokenizerClean exp-surface policy says cited exp paths stay in place","","epoch_0007:clip=0.689;lpips=0.337;wall= | epoch_0007:clip=0.689;lpips=0.340;wall= | epoch_0007:clip=0.687;lpips=0.344;wall= | PK_null:clip=0.690;lpips=0.339;wall= | epoch_0007:clip=0.692;lpips=0.348;wall= | epoch_0007:clip=0.683;lpips=0.331;wall= | epoch_0004:clip=0.685;lpips=0.335;wall= | epoch_0007:clip=0.678;lpips=0.328;wall= | epoch_0007:clip=0.686;lpips=0.340;wall=","docs\experiments\2026-06-03-exp-surface-classification.md;docs\experiments\comparison_20260602\lancet_history_registry.csv;docs\experiments\comparison_20260602\lancet_history_registry.json;docs\experiments\comparison_20260602\scatter_points.csv","manual_remote_tokenizerclean_exp_internal_evidence_20260605.csv","manual_remote_tokenizerclean_exp_citation_graph_all_20260605.csv"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","launch_logs","0.000","0","0.000","0","0","0","0","0","False","0","no_checkpoint_delete","none","no .pt/.ckpt/.pth files found; if space cleanup is desired this needs a generated-image/archive policy, not ckpt cleanup","","","","manual_remote_tokenizerclean_exp_internal_evidence_20260605.csv","manual_remote_tokenizerclean_exp_citation_graph_all_20260605.csv"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","legacy","39.699","0","0.000","39","1","2","1","19","False","18","keep_cited_until_citation_migrated","none","referenced by docs/reviews/master log/paper-facing files; TokenizerClean exp-surface policy says cited exp paths stay in place","","epoch_0020:clip=0.715;lpips=0.519;wall= | epoch_0040:clip=0.712;lpips=0.643;wall= | epoch_0040_adapter_style_branch:clip=0.685;lpips=0.389;wall= | epoch_0040_adapter_style_emb_only:clip=0.679;lpips=0.409;wall= | epoch_0040_steps24_strength125_step120:clip=0.685;lpips=0.388;wall= | epoch_0040_steps32_strength180_step160:clip=0.685;lpips=0.388;wall= | epoch_0040_steps4_strength100_step100:clip=0.687;lpips=0.397;wall= | epoch_0030:clip=0.698;lpips=0.525;wall= | epoch_0020:clip=0.718;lpips=0.598;wall= | epoch_0040:clip=0.698;lpips=0.641;wall= | epoch_0080:clip=0.688;lpips=0.686;wall= | epoch_0040:clip=0.651;lpips=0.669;wall= | epoch_0080:clip=0.635;lpips=0.710;wall= | epoch_0120:clip=0.626;lpips=0.747;wall= | epoch_0010:clip=0.666;lpips=0.298;wall= | epoch_0020:clip=0.682;lpips=0.356;wall= | epoch_0040:clip=0.686;lpips=0.367;wall= | epoch_0060:clip=0.686;lpips=0.376;wall= | epoch_0080:clip=0.686;lpips=0.373;wall=","aaai_submission\paper_aaai2026.tex;docs\aaai2027_working_index_20260602.md;docs\cleanup\worktree_triage_20260603.md;docs\experiments\2026-05-09-black-dot-mitigation-report.md;docs\experiments\2026-05-11-baseline-reproduction-progress.md;docs\experiments\2026-05-16-directory-cleanup-pass-1.md;docs\experiments\2026-05-16-root-directory-audit.md;docs\experiments\2026-06-03-distinct5-idt-evaluation-note.md;docs\experiments\2026-06-03-exp-surface-classification.md;docs\experiments\2026-06-03-repo-cleanup-and-archive-pass.md;docs\experiments\2026-06-03-selected-style-metrics-helper-smoke.md;docs\experiments\aaai2027_master_experiment_log.csv;docs\experiments\comparison_20260602\artfid_comparison_points.csv;docs\experiments\comparison_20260602\artfid_comparison_points.json;docs\experiments\comparison_20260602\comparison_report.md;docs\experiments\comparison_20260602\lancet_history_by_dataset.md;docs\experiments\comparison_20260602\lancet_history_registry.csv;docs\experiments\comparison_20260602\lancet_history_registry.json;docs\experiments\comparison_20260602\lancet_representative_points.csv;docs\experiments\comparison_20260602\README.md;docs\experiments\comparison_20260602\scatter_points.csv;docs\experiments\idt_eval_20260602\idt_build_summary.json;docs\experiments\idt_eval_20260602\legacy256_overfit50\idt_5x5\aggregate_targetwise_artfid.json;docs\experiments\idt_eval_20260602\legacy256_overfit50\idt_5x5\idt_manifest.json;docs\experiments\metric_hacking_noop_20260602\noop_full_transfer_summary.csv;docs\experiments\metric_hacking_noop_20260602\README.md;docs\experiments\noop_comparison_across_datasets_20260602\best_all_transfer_vs_noop_keypoints.csv;docs\experiments\noop_comparison_across_datasets_20260602\best_all_vs_noop_keypoints.csv;docs\experiments\noop_comparison_across_datasets_20260602\best_transfer_vs_noop_keypoints.csv;docs\experiments\noop_comparison_across_datasets_20260602\best_transfer_vs_noop_lpips.csv;docs\experiments\noop_comparison_across_datasets_20260602\dataset_artifact_mapping.csv;docs\experiments\noop_comparison_across_datasets_20260602\dataset_noop_comparison_keypoints.csv;docs\experiments\noop_comparison_across_datasets_20260602\legacy256_overfit50_keypoints.csv;docs\experiments\noop_comparison_across_datasets_20260602\README.zh.md;docs\experiments\noop_comparison_across_datasets_20260602\README_best_vs_noop.zh.md;docs\maths\05_style_transfer_problem_and_next_switches.md;docs\maths\DECISION_TREE_AND_EXPERIMENT_PLAN.md;docs\reviews\aaai2027_adversarial_review_20260602_r2.md;docs\reviews\aaai2027_adversarial_review_20260603_r3.md","manual_remote_tokenizerclean_exp_internal_evidence_20260605.csv","manual_remote_tokenizerclean_exp_citation_graph_all_20260605.csv"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","local_patch_org_content_relative_release_120b_b80","15.503","1","15.046","0","0","0","0","0","True","1","review_ckpt_candidate_no_summary","none in this pass","uncited weight directory but no summary.json found; checkpoint may be the only model artifact, so do not delete before deeper manual owner review","epoch_0001.pt","","","manual_remote_tokenizerclean_exp_internal_evidence_20260605.csv","manual_remote_tokenizerclean_exp_citation_graph_all_20260605.csv"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","local_patch_org_content_relative_release_120b_b80_smoke_b16_2b","0.403","0","0.000","0","0","0","0","0","True","2","no_checkpoint_delete","none","no .pt/.ckpt/.pth files found; if space cleanup is desired this needs a generated-image/archive policy, not ckpt cleanup","","","","manual_remote_tokenizerclean_exp_internal_evidence_20260605.csv","manual_remote_tokenizerclean_exp_citation_graph_all_20260605.csv"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","local_patch_org_content_relative_release_20b_b80","15.458","1","15.045","0","0","0","0","0","True","1","review_ckpt_candidate_no_summary","none in this pass","uncited weight directory but no summary.json found; checkpoint may be the only model artifact, so do not delete before deeper manual owner review","epoch_0001.pt","","","manual_remote_tokenizerclean_exp_internal_evidence_20260605.csv","manual_remote_tokenizerclean_exp_citation_graph_all_20260605.csv"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","local_patch_org_geometry_filter_g003_120b_b48","15.546","1","15.100","0","0","0","0","0","True","1","review_ckpt_candidate_no_summary","none in this pass","uncited weight directory but no summary.json found; checkpoint may be the only model artifact, so do not delete before deeper manual owner review","epoch_0001.pt","","","manual_remote_tokenizerclean_exp_internal_evidence_20260605.csv","manual_remote_tokenizerclean_exp_citation_graph_all_20260605.csv"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","local_patch_org_relative_spatial_rank4_120b_b80","16.008","1","15.548","0","0","0","0","0","True","1","review_ckpt_candidate_no_summary","none in this pass","uncited weight directory but no summary.json found; checkpoint may be the only model artifact, so do not delete before deeper manual owner review","epoch_0001.pt","","","manual_remote_tokenizerclean_exp_internal_evidence_20260605.csv","manual_remote_tokenizerclean_exp_citation_graph_all_20260605.csv"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","local_patch_org_relative_spatial_rank4_120b_b80_smoke_b16_2b","0.405","0","0.000","0","0","0","0","0","True","1","no_checkpoint_delete","none","no .pt/.ckpt/.pth files found; if space cleanup is desired this needs a generated-image/archive policy, not ckpt cleanup","","","","manual_remote_tokenizerclean_exp_internal_evidence_20260605.csv","manual_remote_tokenizerclean_exp_citation_graph_all_20260605.csv"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","local_patch_org_spatial_gate_rank4_g010_q070_120b_b48","16.996","1","16.548","0","0","0","0","0","True","1","review_ckpt_candidate_no_summary","none in this pass","uncited weight directory but no summary.json found; checkpoint may be the only model artifact, so do not delete before deeper manual owner review","epoch_0001.pt","","","manual_remote_tokenizerclean_exp_internal_evidence_20260605.csv","manual_remote_tokenizerclean_exp_citation_graph_all_20260605.csv"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","manual_k1_k2_8epoch","0.396","0","0.000","3","0","0","0","3","False","3","keep_cited_until_citation_migrated","none","referenced by docs/reviews/master log/paper-facing files; TokenizerClean exp-surface policy says cited exp paths stay in place","","epoch_0008:clip=0.709;lpips=0.460;wall= | epoch_0008:clip=0.696;lpips=0.425;wall= | epoch_0008:clip=0.705;lpips=0.418;wall=","docs\experiments\comparison_20260602\lancet_history_registry.csv;docs\experiments\comparison_20260602\lancet_history_registry.json;docs\repro_report_zh\02_ʵ��������������.md","manual_remote_tokenizerclean_exp_internal_evidence_20260605.csv","manual_remote_tokenizerclean_exp_citation_graph_all_20260605.csv"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","metric_tokenizer_init","1,687.996","11","365.582","0","0","0","0","10","False","0","delete_ckpt_candidate_uncited_with_summary","delete .pt/.ckpt/.pth only; retain config/log/summary/metrics/png/csv","uncited non-aaai exploratory/sweep directory with summary/metrics retained; eligible for checkpoint-only deletion while keeping data evidence","local_patch_org_expr_only_safety125.pt;mds_data_axes_truegrad_e1.pt;mds_data_axes_truegrad_e1_clean.pt;mds_data_delta_axes_truegrad_e1.pt;metric_direct_from_e8_train512.pt;split_axis_execdecoder_init_truegrad_e1.pt;split_axis_fieldconsume_probe_truegrad_e1.pt;split_axis_local_patch_org_safety125.pt;split_axis_local_patch_org_x2_safety125.pt;split_axis_local_patch_org_x5_safety125.pt;split_axis_metric_truegrad_e1.pt","full_eval_metric_direct:clip=;lpips=;wall= | full_eval_split_axis_fieldconsume_probe_truegrad_e1:clip=;lpips=;wall= | quick_eval_mds_data_axes_truegrad_e1_n6:clip=;lpips=;wall= | quick_eval_mds_data_delta_axes_truegrad_e1_n6:clip=;lpips=;wall= | quick_eval_metric_direct_n6:clip=;lpips=;wall= | quick_eval_split_axis_fieldconsume_probe_truegrad_e1_n6:clip=;lpips=;wall= | quick_eval_split_axis_metric_truegrad_e1_n6:clip=;lpips=;wall= | quick_eval_strength_1.15_n6:clip=;lpips=;wall= | quick_eval_strength_1.30_n6:clip=;lpips=;wall= | quick_eval_strength_1.45_n6:clip=;lpips=;wall=","","manual_remote_tokenizerclean_exp_internal_evidence_20260605.csv","manual_remote_tokenizerclean_exp_citation_graph_all_20260605.csv"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","moment_sweep_spectral_full","297.429","0","0.000","0","0","0","0","4","False","0","no_checkpoint_delete","none","no .pt/.ckpt/.pth files found; if space cleanup is desired this needs a generated-image/archive policy, not ckpt cleanup","","blend_0.25:clip=;lpips=;wall= | blend_0.50:clip=;lpips=;wall= | blend_0.75:clip=;lpips=;wall= | blend_1.00:clip=;lpips=;wall=","","manual_remote_tokenizerclean_exp_internal_evidence_20260605.csv","manual_remote_tokenizerclean_exp_citation_graph_all_20260605.csv"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","orth12","83.217","0","0.000","3","0","0","0","30","False","7","keep_cited_until_citation_migrated","none","referenced by docs/reviews/master log/paper-facing files; TokenizerClean exp-surface policy says cited exp paths stay in place","","epoch_0001:clip=0.699;lpips=0.448;wall= | epoch_0002:clip=0.702;lpips=0.459;wall= | epoch_0003:clip=0.700;lpips=0.462;wall= | epoch_0004:clip=0.700;lpips=0.462;wall= | epoch_0005:clip=0.699;lpips=0.457;wall= | epoch_0006:clip=0.699;lpips=0.462;wall= | epoch_0007:clip=0.699;lpips=0.464;wall= | epoch_0008:clip=0.698;lpips=0.467;wall= | epoch_0009:clip=0.699;lpips=0.474;wall= | epoch_0010:clip=0.699;lpips=0.483;wall= | epoch_0011:clip=0.700;lpips=0.484;wall= | epoch_0012:clip=0.700;lpips=0.485;wall= | epoch_0013:clip=0.700;lpips=0.488;wall= | epoch_0014:clip=0.701;lpips=0.494;wall= | epoch_0015:clip=0.701;lpips=0.497;wall= | epoch_0001:clip=0.673;lpips=0.403;wall= | epoch_0002:clip=0.686;lpips=0.421;wall= | epoch_0003:clip=0.687;lpips=0.438;wall= | epoch_0010:clip=0.704;lpips=0.491;wall= | epoch_0020:clip=0.703;lpips=0.495;wall= | epoch_0030:clip=0.704;lpips=0.504;wall= | epoch_0040:clip=0.701;lpips=0.500;wall= | epoch_0050:clip=0.699;lpips=0.521;wall= | epoch_0060:clip=0.704;lpips=0.516;wall= | epoch_0010:clip=0.700;lpips=0.489;wall= | epoch_0020:clip=0.701;lpips=0.480;wall= | epoch_0030:clip=0.704;lpips=0.505;wall= | epoch_0040:clip=0.704;lpips=0.516;wall= | epoch_0050:clip=0.701;lpips=0.528;wall= | epoch_0060:clip=0.702;lpips=0.528;wall=","docs\experiments\2026-06-03-exp-surface-classification.md;docs\experiments\comparison_20260602\lancet_history_registry.csv;docs\experiments\comparison_20260602\lancet_history_registry.json","manual_remote_tokenizerclean_exp_internal_evidence_20260605.csv","manual_remote_tokenizerclean_exp_citation_graph_all_20260605.csv"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","pair_content_spatial_head_c120_g050_b020_120b_b80","16.025","1","15.554","0","0","0","0","0","True","1","review_ckpt_candidate_no_summary","none in this pass","uncited weight directory but no summary.json found; checkpoint may be the only model artifact, so do not delete before deeper manual owner review","epoch_0001.pt","","","manual_remote_tokenizerclean_exp_internal_evidence_20260605.csv","manual_remote_tokenizerclean_exp_citation_graph_all_20260605.csv"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","pair_content_spatial_head_c120_g050_b020_120b_b80_smoke_b16_2b","0.422","0","0.000","0","0","0","0","0","True","1","no_checkpoint_delete","none","no .pt/.ckpt/.pth files found; if space cleanup is desired this needs a generated-image/archive policy, not ckpt cleanup","","","","manual_remote_tokenizerclean_exp_internal_evidence_20260605.csv","manual_remote_tokenizerclean_exp_citation_graph_all_20260605.csv"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","pair_content_spatial_head_c120_g050_b020_pc040_bound050_120b_b80","16.025","1","15.554","0","0","0","0","0","True","1","review_ckpt_candidate_no_summary","none in this pass","uncited weight directory but no summary.json found; checkpoint may be the only model artifact, so do not delete before deeper manual owner review","epoch_0001.pt","","","manual_remote_tokenizerclean_exp_internal_evidence_20260605.csv","manual_remote_tokenizerclean_exp_citation_graph_all_20260605.csv"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","pair_relative_geometry_release_probe","49.662","3","49.662","0","0","0","0","0","False","0","review_ckpt_candidate_no_summary","none in this pass","uncited weight directory but no summary.json found; checkpoint may be the only model artifact, so do not delete before deeper manual owner review","pairrel_c090_g100_b040_from_spatial_gate.pt;pairrel_c120_g050_b020_from_spatial_gate.pt;pairrel_c120_g050_b020_spgain013_from_spatial_gate.pt","","","manual_remote_tokenizerclean_exp_internal_evidence_20260605.csv","manual_remote_tokenizerclean_exp_citation_graph_all_20260605.csv"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","pairrel_signed_spatial_head_c120_g050_b020_120b_b80","16.012","1","15.552","0","0","0","0","0","True","1","review_ckpt_candidate_no_summary","none in this pass","uncited weight directory but no summary.json found; checkpoint may be the only model artifact, so do not delete before deeper manual owner review","epoch_0001.pt","","","manual_remote_tokenizerclean_exp_internal_evidence_20260605.csv","manual_remote_tokenizerclean_exp_citation_graph_all_20260605.csv"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","pairrel_signed_spatial_head_c120_g050_b020_120b_b80_smoke_b16_2b","0.413","0","0.000","0","0","0","0","0","True","1","no_checkpoint_delete","none","no .pt/.ckpt/.pth files found; if space cleanup is desired this needs a generated-image/archive policy, not ckpt cleanup","","","","manual_remote_tokenizerclean_exp_internal_evidence_20260605.csv","manual_remote_tokenizerclean_exp_citation_graph_all_20260605.csv"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","pairrel_signed_spatial_head_geomstat_w005_120b_b80","16.020","1","15.552","0","0","0","0","0","True","1","review_ckpt_candidate_no_summary","none in this pass","uncited weight directory but no summary.json found; checkpoint may be the only model artifact, so do not delete before deeper manual owner review","epoch_0001.pt","","","manual_remote_tokenizerclean_exp_internal_evidence_20260605.csv","manual_remote_tokenizerclean_exp_citation_graph_all_20260605.csv"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","pairrel_signed_spatial_head_geomstat_w005_smoke_b16_2b","0.419","0","0.000","0","0","0","0","0","True","1","no_checkpoint_delete","none","no .pt/.ckpt/.pth files found; if space cleanup is desired this needs a generated-image/archive policy, not ckpt cleanup","","","","manual_remote_tokenizerclean_exp_internal_evidence_20260605.csv","manual_remote_tokenizerclean_exp_citation_graph_all_20260605.csv"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","pairrel_signed_spatial_head_geomstat_w020_120b_b80","16.020","1","15.552","0","0","0","0","0","True","1","review_ckpt_candidate_no_summary","none in this pass","uncited weight directory but no summary.json found; checkpoint may be the only model artifact, so do not delete before deeper manual owner review","epoch_0001.pt","","","manual_remote_tokenizerclean_exp_internal_evidence_20260605.csv","manual_remote_tokenizerclean_exp_citation_graph_all_20260605.csv"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","pareto_probe_4","219.401","0","0.000","4","0","0","0","80","False","6","keep_cited_until_citation_migrated","none","referenced by docs/reviews/master log/paper-facing files; TokenizerClean exp-surface policy says cited exp paths stay in place","","epoch_0001:clip=0.698;lpips=0.406;wall= | epoch_0002:clip=0.700;lpips=0.423;wall= | epoch_0003:clip=0.701;lpips=0.429;wall= | epoch_0004:clip=0.701;lpips=0.434;wall= | epoch_0005:clip=0.701;lpips=0.436;wall= | epoch_0006:clip=0.701;lpips=0.436;wall= | epoch_0007:clip=0.701;lpips=0.436;wall= | epoch_0008:clip=0.702;lpips=0.437;wall= | epoch_0009:clip=0.703;lpips=0.440;wall= | epoch_0010:clip=0.703;lpips=0.442;wall= | epoch_0011:clip=0.704;lpips=0.443;wall= | epoch_0012:clip=0.704;lpips=0.443;wall= | epoch_0013:clip=0.705;lpips=0.444;wall= | epoch_0014:clip=0.705;lpips=0.442;wall= | epoch_0015:clip=0.704;lpips=0.444;wall= | epoch_0016:clip=0.703;lpips=0.452;wall= | epoch_0017:clip=0.703;lpips=0.456;wall= | epoch_0018:clip=0.703;lpips=0.452;wall= | epoch_0019:clip=0.703;lpips=0.451;wall= | epoch_0020:clip=0.703;lpips=0.449;wall= | epoch_0001:clip=0.688;lpips=0.375;wall= | epoch_0002:clip=0.691;lpips=0.391;wall= | epoch_0003:clip=0.693;lpips=0.394;wall= | epoch_0004:clip=0.694;lpips=0.395;wall= | epoch_0005:clip=0.695;lpips=0.399;wall= | epoch_0006:clip=0.695;lpips=0.401;wall= | epoch_0007:clip=0.696;lpips=0.402;wall= | epoch_0008:clip=0.696;lpips=0.402;wall= | epoch_0009:clip=0.697;lpips=0.403;wall= | epoch_0010:clip=0.698;lpips=0.406;wall= | epoch_0011:clip=0.699;lpips=0.408;wall= | epoch_0012:clip=0.699;lpips=0.411;wall= | epoch_0013:clip=0.699;lpips=0.413;wall= | epoch_0014:clip=0.700;lpips=0.415;wall= | epoch_0015:clip=0.700;lpips=0.414;wall= | epoch_0016:clip=0.698;lpips=0.416;wall= | epoch_0017:clip=0.699;lpips=0.422;wall= | epoch_0018:clip=0.698;lpips=0.417;wall= | epoch_0019:clip=0.698;lpips=0.417;wall= | epoch_0020:clip=0.698;lpips=0.416;wall= | epoch_0001:clip=0.698;lpips=0.406;wall= | epoch_0002:clip=0.700;lpips=0.423;wall= | epoch_0003:clip=0.701;lpips=0.429;wall= | epoch_0004:clip=0.701;lpips=0.434;wall= | epoch_0005:clip=0.701;lpips=0.436;wall= | epoch_0006:clip=0.702;lpips=0.436;wall= | epoch_0007:clip=0.701;lpips=0.436;wall= | epoch_0008:clip=0.702;lpips=0.438;wall= | epoch_0009:clip=0.703;lpips=0.440;wall= | epoch_0010:clip=0.703;lpips=0.442;wall= | epoch_0011:clip=0.704;lpips=0.443;wall= | epoch_0012:clip=0.704;lpips=0.442;wall= | epoch_0013:clip=0.705;lpips=0.443;wall= | epoch_0014:clip=0.705;lpips=0.442;wall= | epoch_0015:clip=0.704;lpips=0.443;wall= | epoch_0016:clip=0.703;lpips=0.451;wall= | epoch_0017:clip=0.703;lpips=0.456;wall= | epoch_0018:clip=0.703;lpips=0.453;wall= | epoch_0019:clip=0.703;lpips=0.451;wall= | epoch_0020:clip=0.703;lpips=0.448;wall= | epoch_0001:clip=0.688;lpips=0.375;wall= | epoch_0002:clip=0.691;lpips=0.391;wall= | epoch_0003:clip=0.692;lpips=0.394;wall= | epoch_0004:clip=0.694;lpips=0.396;wall= | epoch_0005:clip=0.695;lpips=0.400;wall= | epoch_0006:clip=0.695;lpips=0.402;wall= | epoch_0007:clip=0.696;lpips=0.401;wall= | epoch_0008:clip=0.696;lpips=0.402;wall= | epoch_0009:clip=0.697;lpips=0.404;wall= | epoch_0010:clip=0.698;lpips=0.406;wall= | epoch_0011:clip=0.694;lpips=0.399;wall= | epoch_0012:clip=0.695;lpips=0.401;wall= | epoch_0013:clip=0.696;lpips=0.402;wall= | epoch_0014:clip=0.696;lpips=0.403;wall= | epoch_0015:clip=0.697;lpips=0.406;wall= | epoch_0016:clip=0.698;lpips=0.408;wall= | epoch_0017:clip=0.698;lpips=0.409;wall= | epoch_0018:clip=0.698;lpips=0.410;wall= | epoch_0019:clip=0.699;lpips=0.412;wall= | epoch_0020:clip=0.699;lpips=0.412;wall=","docs\experiments\2026-05-11-baseline-reproduction-lab-notes.md;docs\experiments\2026-05-11-baseline-reproduction-progress.md;docs\experiments\comparison_20260602\lancet_history_registry.csv;docs\experiments\comparison_20260602\lancet_history_registry.json","manual_remote_tokenizerclean_exp_internal_evidence_20260605.csv","manual_remote_tokenizerclean_exp_citation_graph_all_20260605.csv"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","phase1_diagnostic_probes","0.092","0","0.000","1","0","0","0","0","False","0","keep_cited_until_citation_migrated","none","referenced by docs/reviews/master log/paper-facing files; TokenizerClean exp-surface policy says cited exp paths stay in place","","","docs\experiments\2026-05-16-phase1-diagnostic-launcher.md","manual_remote_tokenizerclean_exp_internal_evidence_20260605.csv","manual_remote_tokenizerclean_exp_citation_graph_all_20260605.csv"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","physical_loss_tree","0.059","0","0.000","2","0","0","0","0","False","0","keep_cited_until_citation_migrated","none","referenced by docs/reviews/master log/paper-facing files; TokenizerClean exp-surface policy says cited exp paths stay in place","","","docs\experiments\2026-05-20-256-diffeomorphic-tangent-progress.md;docs\presentations\2026-05-21-model-modules-losses-and-results.md","manual_remote_tokenizerclean_exp_internal_evidence_20260605.csv","manual_remote_tokenizerclean_exp_citation_graph_all_20260605.csv"
