src_style,src_image,safe_path
Rococo,Rococo__pietro-longhi_the-tooth-extractor.jpg,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\dino_source_safe_20260609\Rococo\5304fde7aaad110411cb1033ce16f7f1b753a0b8.jpg
Rococo,Rococo__thomas-gainsborough_a-coastal-landscape-1782.jpg,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\dino_source_safe_20260609\Rococo\bd83afc46b94f33dd5eccff6b68c1258d76a78a7.jpg
Rococo,Rococo__thomas-gainsborough_a-peasant-girl-with-dog-and-jug-1785.jpg,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\dino_source_safe_20260609\Rococo\b10ca67e510c70c6c7174b45233014a7953f5104.jpg
Rococo,Rococo__thomas-gainsborough_john-plampin.jpg,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\dino_source_safe_20260609\Rococo\fab1dfa0b355e404c5886a6ce59032188a683268.jpg
Rococo,Rococo__thomas-gainsborough_robert-butcher-of-walthamstan.jpg,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\dino_source_safe_20260609\Rococo\204821ef378b12d2f7b7aeef6568da493d186f2b.jpg
Rococo,Rococo__william-hogarth_the-countess-s-morning-levee.jpg,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\dino_source_safe_20260609\Rococo\bd7072d57c9af84d958a4f082386f9893cbe512a.jpg
Ukiyo_e,Ukiyo_e__hiroshige_hakone-kosuizu.jpg,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\dino_source_safe_20260609\Ukiyo_e\90afb0c2f76719b009a2beb5be4a5bbb772e6484.jpg
Ukiyo_e,Ukiyo_e__hiroshige_oiso-toraga-ame-shower-1835.jpg,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\dino_source_safe_20260609\Ukiyo_e\8c9efb06fb8cd25960b10b56cf0a5ab3ab2241e8.jpg
Ukiyo_e,Ukiyo_e__katsushika-hokusai_cargo-ship-and-wave.jpg,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\dino_source_safe_20260609\Ukiyo_e\6b6618f5507b18f37d33cf760f9917dbd5ec3f1b.jpg
Ukiyo_e,Ukiyo_e__katsushika-hokusai_fishing-in-the-bay-uraga.jpg,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\dino_source_safe_20260609\Ukiyo_e\88776cf3844d65af3ef97d1cab733f2a2955a8e8.jpg
Ukiyo_e,Ukiyo_e__katsushika-hokusai_fishing-in-the-river-kinu.jpg,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\dino_source_safe_20260609\Ukiyo_e\40002a11b2501b33dd3773fb16ffa519d548c508.jpg
Ukiyo_e,Ukiyo_e__katsushika-hokusai_ono-shindon-in-the-suraga-province.jpg,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\dino_source_safe_20260609\Ukiyo_e\e580d6166b8b85db39ecc2e26539ba8460b63926.jpg
Ukiyo_e,Ukiyo_e__katsushika-hokusai_woman-looking-at-herself-in-a-mirror.jpg,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\dino_source_safe_20260609\Ukiyo_e\0b3433bc114a85dfe64fe8a2185070403a1b5e38.jpg
Ukiyo_e,Ukiyo_e__keisai-eisen_the-courtesan-kaoru-of-owariya-matched-with-okitsu-1825(1).jpg,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\dino_source_safe_20260609\Ukiyo_e\d2d27f8debe7a007a1aa1728d3b3e3aac14bfd0d.jpg
Ukiyo_e,Ukiyo_e__keisai-eisen_yabai-with-two-women-1840.jpg,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\dino_source_safe_20260609\Ukiyo_e\eb982b46cd4b0cc2da6ccbcbf8f0bcb484635790.jpg
Ukiyo_e,Ukiyo_e__kitagawa-utamaro_the-hour-of-the-horse.jpg,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\dino_source_safe_20260609\Ukiyo_e\1c8eb4c36f0afcfa2ed6492937fb14d90105a767.jpg
Ukiyo_e,Ukiyo_e__kitagawa-utamaro_upon-my-oath.jpg,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\dino_source_safe_20260609\Ukiyo_e\51cf0bfaa37587d711a657cfd80d544c91358368.jpg
Ukiyo_e,Ukiyo_e__kitagawa-utamaro_yama-uba-and-kintaro-1.jpg,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\dino_source_safe_20260609\Ukiyo_e\3e08460f3e958906a540d3f8edc8295b4cf88150.jpg
Ukiyo_e,Ukiyo_e__ogata-gekko_nihon-hana-zue-1896.jpg,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\dino_source_safe_20260609\Ukiyo_e\fa9013d0f2ffa92732137c89e350d829135467b3.jpg
Ukiyo_e,Ukiyo_e__ogata-gekko_print-from-series-women-s-customs-and-manners-1895-1.jpg,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\dino_source_safe_20260609\Ukiyo_e\9ef257cbbc9673e40cc3908da851b7951c78a53c.jpg
Ukiyo_e,Ukiyo_e__tsukioka-yoshitoshi_not_detected_242419.jpg,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\dino_source_safe_20260609\Ukiyo_e\770a8a09c892d81509ed03c931aa467b0b8d8cf4.jpg
Ukiyo_e,Ukiyo_e__utagawa-kunisada-ii_oichi-from-the-beauties-of-tokyo-series.jpg,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\dino_source_safe_20260609\Ukiyo_e\c26f6dff1087a39cd9d32d832f2d09b18d426a90.jpg
Ukiyo_e,Ukiyo_e__utagawa-kunisada_not_detected_240333.jpg,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\dino_source_safe_20260609\Ukiyo_e\eeb915ff2ae6e92efb62b96ab455c26d3785e295.jpg
Ukiyo_e,Ukiyo_e__utagawa-kunisada_not_detected_240347.jpg,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\dino_source_safe_20260609\Ukiyo_e\7279cf9f3ec11aff45bcf2ae5fd8521802be7d34.jpg
Ukiyo_e,Ukiyo_e__utagawa-kunisada_not_detected_240353.jpg,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\dino_source_safe_20260609\Ukiyo_e\bd63eb55973d1eb6c7eebb4db03747cdabd30398.jpg
Ukiyo_e,Ukiyo_e__utagawa-kunisada_not_detected_240381(1).jpg,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\dino_source_safe_20260609\Ukiyo_e\6a93d96858f25df4d2719239408df6b4743782ec.jpg
Ukiyo_e,Ukiyo_e__utagawa-kunisada_the-actor.jpg,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\dino_source_safe_20260609\Ukiyo_e\37eeeb25b75fe33a589c9e4817c456231b021be8.jpg
Ukiyo_e,Ukiyo_e__utagawa-kuniyoshi_a-man-confronted-with-an-apparition-of-the-fox-goddess.jpg,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\dino_source_safe_20260609\Ukiyo_e\a31d9f58c3061dc9951fce9037541dbd5ff71811.jpg
Ukiyo_e,Ukiyo_e__utagawa-kuniyoshi_a-record-of-origins-of-the-great-country-of-japan.jpg,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\dino_source_safe_20260609\Ukiyo_e\0fbd1fbab86dd3cea40001f5860b16add5df6452.jpg
Ukiyo_e,Ukiyo_e__utagawa-kuniyoshi_high-noon-at-kasumigaseki.jpg,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\dino_source_safe_20260609\Ukiyo_e\5efc18534461bb6ea0e6294ec5f4fc81d400eec6.jpg
Ukiyo_e,Ukiyo_e__utagawa-kuniyoshi_ishiyakushi.jpg,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\dino_source_safe_20260609\Ukiyo_e\035519ffa3a076dec99a174a68d849242b232e54.jpg
Ukiyo_e,Ukiyo_e__utagawa-kuniyoshi_kuzunoha.jpg,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\dino_source_safe_20260609\Ukiyo_e\984e12fd09ae9c4d29c49f2c3ca716f92d34b0a2.jpg
Ukiyo_e,Ukiyo_e__utagawa-kuniyoshi_tamatori-being-pursued-bya-dragon.jpg,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\dino_source_safe_20260609\Ukiyo_e\1455d666fc6964c315966d2b078472f73574fb40.jpg
Ukiyo_e,Ukiyo_e__utagawa-kuniyoshi_tsuchigumo.jpg,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\dino_source_safe_20260609\Ukiyo_e\60132d564911c5791a9de134a3c3401c4f7f44c8.jpg
Ukiyo_e,Ukiyo_e__utagawa-kuniyoshi_woman-seated-under-a-cherry-blossoms.jpg,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\dino_source_safe_20260609\Ukiyo_e\4b9449046f24848fdfb52269a3617606873ca028.jpg
Ukiyo_e,Ukiyo_e__utagawa-toyokuni_the-heian-courtier.jpg,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\dino_source_safe_20260609\Ukiyo_e\d869c63b2efb82ee1b6de884b04b5881cf6a2df4.jpg
