"path","action","delete_class","size_mb","extension","last_write_time","deleted_at","reason","evidence_files","error"
"G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_structural_probe\sp_a1_single_vector\epoch_0005.pt","deleted","local_schrodingerbridge_probe_calibration_weight","20.542852",".pt","2026-05-29 03:05:31","2026-06-05 05:13:56","manual checked style_representation_structural_probe as non-mainline probe/calibration; retained summary/log/config/json evidence","SchrodingerBridge/exp/style_representation_structural_probe summary/log/config files retained",""
"G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_structural_probe\sp_a2_multi_vector_8\epoch_0001.pt","deleted","local_schrodingerbridge_probe_calibration_weight","20.606939",".pt","2026-05-29 02:25:50","2026-06-05 05:13:56","manual checked style_representation_structural_probe as non-mainline probe/calibration; retained summary/log/config/json evidence","SchrodingerBridge/exp/style_representation_structural_probe summary/log/config files retained",""
"G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_structural_probe\sp_a2_multi_vector_8\epoch_0002.pt","deleted","local_schrodingerbridge_probe_calibration_weight","20.606939",".pt","2026-05-29 02:25:55","2026-06-05 05:13:56","manual checked style_representation_structural_probe as non-mainline probe/calibration; retained summary/log/config/json evidence","SchrodingerBridge/exp/style_representation_structural_probe summary/log/config files retained",""
"G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_structural_probe\sp_a2_multi_vector_8\epoch_0003.pt","deleted","local_schrodingerbridge_probe_calibration_weight","20.606939",".pt","2026-05-29 02:26:01","2026-06-05 05:13:56","manual checked style_representation_structural_probe as non-mainline probe/calibration; retained summary/log/config/json evidence","SchrodingerBridge/exp/style_representation_structural_probe summary/log/config files retained",""
"G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_structural_probe\sp_a2_multi_vector_8\epoch_0004.pt","deleted","local_schrodingerbridge_probe_calibration_weight","20.607",".pt","2026-05-29 03:05:48","2026-06-05 05:13:56","manual checked style_representation_structural_probe as non-mainline probe/calibration; retained summary/log/config/json evidence","SchrodingerBridge/exp/style_representation_structural_probe summary/log/config files retained",""
"G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_structural_probe\sp_a2_multi_vector_8\epoch_0005.pt","deleted","local_schrodingerbridge_probe_calibration_weight","20.607",".pt","2026-05-29 03:05:53","2026-06-05 05:13:56","manual checked style_representation_structural_probe as non-mainline probe/calibration; retained summary/log/config/json evidence","SchrodingerBridge/exp/style_representation_structural_probe summary/log/config files retained",""
"G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_structural_probe\sp_b1_dense_linear\epoch_0001.pt","deleted","local_schrodingerbridge_probe_calibration_weight","20.839918",".pt","2026-05-29 02:27:03","2026-06-05 05:13:56","manual checked style_representation_structural_probe as non-mainline probe/calibration; retained summary/log/config/json evidence","SchrodingerBridge/exp/style_representation_structural_probe summary/log/config files retained",""
"G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_structural_probe\sp_b1_dense_linear\epoch_0002.pt","deleted","local_schrodingerbridge_probe_calibration_weight","20.839918",".pt","2026-05-29 02:27:08","2026-06-05 05:13:56","manual checked style_representation_structural_probe as non-mainline probe/calibration; retained summary/log/config/json evidence","SchrodingerBridge/exp/style_representation_structural_probe summary/log/config files retained",""
"G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_structural_probe\sp_b1_dense_linear\epoch_0003.pt","deleted","local_schrodingerbridge_probe_calibration_weight","20.839918",".pt","2026-05-29 02:27:14","2026-06-05 05:13:56","manual checked style_representation_structural_probe as non-mainline probe/calibration; retained summary/log/config/json evidence","SchrodingerBridge/exp/style_representation_structural_probe summary/log/config files retained",""
"G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_structural_probe\sp_b1_dense_linear\epoch_0004.pt","deleted","local_schrodingerbridge_probe_calibration_weight","20.839979",".pt","2026-05-29 03:06:10","2026-06-05 05:13:56","manual checked style_representation_structural_probe as non-mainline probe/calibration; retained summary/log/config/json evidence","SchrodingerBridge/exp/style_representation_structural_probe summary/log/config files retained",""
"G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_structural_probe\sp_b1_dense_linear\epoch_0005.pt","deleted","local_schrodingerbridge_probe_calibration_weight","20.839979",".pt","2026-05-29 03:06:16","2026-06-05 05:13:56","manual checked style_representation_structural_probe as non-mainline probe/calibration; retained summary/log/config/json evidence","SchrodingerBridge/exp/style_representation_structural_probe summary/log/config files retained",""
"G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_structural_probe\sp_b2_sparse_atoms_static\epoch_0001.pt","deleted","local_schrodingerbridge_probe_calibration_weight","20.781511",".pt","2026-05-29 02:27:31","2026-06-05 05:13:56","manual checked style_representation_structural_probe as non-mainline probe/calibration; retained summary/log/config/json evidence","SchrodingerBridge/exp/style_representation_structural_probe summary/log/config files retained",""
"G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_structural_probe\sp_b2_sparse_atoms_static\epoch_0002.pt","deleted","local_schrodingerbridge_probe_calibration_weight","20.781511",".pt","2026-05-29 02:27:37","2026-06-05 05:13:56","manual checked style_representation_structural_probe as non-mainline probe/calibration; retained summary/log/config/json evidence","SchrodingerBridge/exp/style_representation_structural_probe summary/log/config files retained",""
"G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_structural_probe\sp_b2_sparse_atoms_static\epoch_0003.pt","deleted","local_schrodingerbridge_probe_calibration_weight","20.781511",".pt","2026-05-29 02:27:42","2026-06-05 05:13:56","manual checked style_representation_structural_probe as non-mainline probe/calibration; retained summary/log/config/json evidence","SchrodingerBridge/exp/style_representation_structural_probe summary/log/config files retained",""
"G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_structural_probe\sp_b2_sparse_atoms_static\epoch_0004.pt","deleted","local_schrodingerbridge_probe_calibration_weight","20.781572",".pt","2026-05-29 03:06:32","2026-06-05 05:13:56","manual checked style_representation_structural_probe as non-mainline probe/calibration; retained summary/log/config/json evidence","SchrodingerBridge/exp/style_representation_structural_probe summary/log/config files retained",""
"G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_structural_probe\sp_b2_sparse_atoms_static\epoch_0005.pt","deleted","local_schrodingerbridge_probe_calibration_weight","20.781572",".pt","2026-05-29 03:06:38","2026-06-05 05:13:56","manual checked style_representation_structural_probe as non-mainline probe/calibration; retained summary/log/config/json evidence","SchrodingerBridge/exp/style_representation_structural_probe summary/log/config files retained",""
"G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_structural_probe\sp_c1_atoms_static_tau04\epoch_0001.pt","deleted","local_schrodingerbridge_probe_calibration_weight","20.78145",".pt","2026-05-29 02:27:59","2026-06-05 05:13:56","manual checked style_representation_structural_probe as non-mainline probe/calibration; retained summary/log/config/json evidence","SchrodingerBridge/exp/style_representation_structural_probe summary/log/config files retained",""
"G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_structural_probe\sp_c1_atoms_static_tau04\epoch_0002.pt","deleted","local_schrodingerbridge_probe_calibration_weight","20.78145",".pt","2026-05-29 02:28:05","2026-06-05 05:13:56","manual checked style_representation_structural_probe as non-mainline probe/calibration; retained summary/log/config/json evidence","SchrodingerBridge/exp/style_representation_structural_probe summary/log/config files retained",""
"G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_structural_probe\sp_c1_atoms_static_tau04\epoch_0003.pt","deleted","local_schrodingerbridge_probe_calibration_weight","20.78145",".pt","2026-05-29 02:28:10","2026-06-05 05:13:56","manual checked style_representation_structural_probe as non-mainline probe/calibration; retained summary/log/config/json evidence","SchrodingerBridge/exp/style_representation_structural_probe summary/log/config files retained",""
"G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_structural_probe\sp_c1_atoms_static_tau04\epoch_0004.pt","deleted","local_schrodingerbridge_probe_calibration_weight","20.781511",".pt","2026-05-29 03:06:55","2026-06-05 05:13:56","manual checked style_representation_structural_probe as non-mainline probe/calibration; retained summary/log/config/json evidence","SchrodingerBridge/exp/style_representation_structural_probe summary/log/config files retained",""
"G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_structural_probe\sp_c1_atoms_static_tau04\epoch_0005.pt","deleted","local_schrodingerbridge_probe_calibration_weight","20.781572",".pt","2026-05-29 03:07:01","2026-06-05 05:13:56","manual checked style_representation_structural_probe as non-mainline probe/calibration; retained summary/log/config/json evidence","SchrodingerBridge/exp/style_representation_structural_probe summary/log/config files retained",""
"G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_structural_probe\sp_c2_atoms_time_annealed\epoch_0001.pt","deleted","local_schrodingerbridge_probe_calibration_weight","20.781511",".pt","2026-05-29 02:28:27","2026-06-05 05:13:56","manual checked style_representation_structural_probe as non-mainline probe/calibration; retained summary/log/config/json evidence","SchrodingerBridge/exp/style_representation_structural_probe summary/log/config files retained",""
"G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_structural_probe\sp_c2_atoms_time_annealed\epoch_0002.pt","deleted","local_schrodingerbridge_probe_calibration_weight","20.781511",".pt","2026-05-29 02:28:33","2026-06-05 05:13:56","manual checked style_representation_structural_probe as non-mainline probe/calibration; retained summary/log/config/json evidence","SchrodingerBridge/exp/style_representation_structural_probe summary/log/config files retained",""
"G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_structural_probe\sp_c2_atoms_time_annealed\epoch_0003.pt","deleted","local_schrodingerbridge_probe_calibration_weight","20.781511",".pt","2026-05-29 02:28:39","2026-06-05 05:13:56","manual checked style_representation_structural_probe as non-mainline probe/calibration; retained summary/log/config/json evidence","SchrodingerBridge/exp/style_representation_structural_probe summary/log/config files retained",""
"G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_structural_probe\sp_c2_atoms_time_annealed\epoch_0004.pt","deleted","local_schrodingerbridge_probe_calibration_weight","20.781633",".pt","2026-05-29 03:07:17","2026-06-05 05:13:56","manual checked style_representation_structural_probe as non-mainline probe/calibration; retained summary/log/config/json evidence","SchrodingerBridge/exp/style_representation_structural_probe summary/log/config files retained",""
"G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_structural_probe\sp_c2_atoms_time_annealed\epoch_0005.pt","deleted","local_schrodingerbridge_probe_calibration_weight","20.781633",".pt","2026-05-29 03:07:23","2026-06-05 05:13:56","manual checked style_representation_structural_probe as non-mainline probe/calibration; retained summary/log/config/json evidence","SchrodingerBridge/exp/style_representation_structural_probe summary/log/config files retained",""
"G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_structural_probe\sp_d1_atoms_static_scale2\epoch_0001.pt","deleted","local_schrodingerbridge_probe_calibration_weight","20.781633",".pt","2026-05-29 02:40:42","2026-06-05 05:13:56","manual checked style_representation_structural_probe as non-mainline probe/calibration; retained summary/log/config/json evidence","SchrodingerBridge/exp/style_representation_structural_probe summary/log/config files retained",""
"G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_structural_probe\sp_d1_atoms_static_scale2\epoch_0002.pt","deleted","local_schrodingerbridge_probe_calibration_weight","20.781633",".pt","2026-05-29 02:40:47","2026-06-05 05:13:56","manual checked style_representation_structural_probe as non-mainline probe/calibration; retained summary/log/config/json evidence","SchrodingerBridge/exp/style_representation_structural_probe summary/log/config files retained",""
"G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_structural_probe\sp_d1_atoms_static_scale2\epoch_0003.pt","deleted","local_schrodingerbridge_probe_calibration_weight","20.781633",".pt","2026-05-29 02:40:53","2026-06-05 05:13:56","manual checked style_representation_structural_probe as non-mainline probe/calibration; retained summary/log/config/json evidence","SchrodingerBridge/exp/style_representation_structural_probe summary/log/config files retained",""
"G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_structural_probe\sp_d2_atoms_static_scale4\epoch_0001.pt","deleted","local_schrodingerbridge_probe_calibration_weight","20.781572",".pt","2026-05-29 02:41:10","2026-06-05 05:13:56","manual checked style_representation_structural_probe as non-mainline probe/calibration; retained summary/log/config/json evidence","SchrodingerBridge/exp/style_representation_structural_probe summary/log/config files retained",""
"G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_structural_probe\sp_d2_atoms_static_scale4\epoch_0002.pt","deleted","local_schrodingerbridge_probe_calibration_weight","20.781572",".pt","2026-05-29 02:41:16","2026-06-05 05:13:56","manual checked style_representation_structural_probe as non-mainline probe/calibration; retained summary/log/config/json evidence","SchrodingerBridge/exp/style_representation_structural_probe summary/log/config files retained",""
"G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_structural_probe\sp_d2_atoms_static_scale4\epoch_0003.pt","deleted","local_schrodingerbridge_probe_calibration_weight","20.781572",".pt","2026-05-29 02:41:22","2026-06-05 05:13:56","manual checked style_representation_structural_probe as non-mainline probe/calibration; retained summary/log/config/json evidence","SchrodingerBridge/exp/style_representation_structural_probe summary/log/config files retained",""
"G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_structural_probe\sp_d3_atoms_static_scale8\epoch_0001.pt","deleted","local_schrodingerbridge_probe_calibration_weight","20.781572",".pt","2026-05-29 02:41:39","2026-06-05 05:13:56","manual checked style_representation_structural_probe as non-mainline probe/calibration; retained summary/log/config/json evidence","SchrodingerBridge/exp/style_representation_structural_probe summary/log/config files retained",""
"G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_structural_probe\sp_d3_atoms_static_scale8\epoch_0002.pt","deleted","local_schrodingerbridge_probe_calibration_weight","20.781572",".pt","2026-05-29 02:41:44","2026-06-05 05:13:56","manual checked style_representation_structural_probe as non-mainline probe/calibration; retained summary/log/config/json evidence","SchrodingerBridge/exp/style_representation_structural_probe summary/log/config files retained",""
"G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_structural_probe\sp_d3_atoms_static_scale8\epoch_0003.pt","deleted","local_schrodingerbridge_probe_calibration_weight","20.781572",".pt","2026-05-29 02:41:50","2026-06-05 05:13:56","manual checked style_representation_structural_probe as non-mainline probe/calibration; retained summary/log/config/json evidence","SchrodingerBridge/exp/style_representation_structural_probe summary/log/config files retained",""
"G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_structural_probe\sp_d4_atoms_time_scale4\epoch_0001.pt","deleted","local_schrodingerbridge_probe_calibration_weight","20.781572",".pt","2026-05-29 02:42:07","2026-06-05 05:13:56","manual checked style_representation_structural_probe as non-mainline probe/calibration; retained summary/log/config/json evidence","SchrodingerBridge/exp/style_representation_structural_probe summary/log/config files retained",""
"G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_structural_probe\sp_d4_atoms_time_scale4\epoch_0002.pt","deleted","local_schrodingerbridge_probe_calibration_weight","20.781572",".pt","2026-05-29 02:42:13","2026-06-05 05:13:56","manual checked style_representation_structural_probe as non-mainline probe/calibration; retained summary/log/config/json evidence","SchrodingerBridge/exp/style_representation_structural_probe summary/log/config files retained",""
"G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_structural_probe\sp_d4_atoms_time_scale4\epoch_0003.pt","deleted","local_schrodingerbridge_probe_calibration_weight","20.781572",".pt","2026-05-29 02:42:18","2026-06-05 05:13:56","manual checked style_representation_structural_probe as non-mainline probe/calibration; retained summary/log/config/json evidence","SchrodingerBridge/exp/style_representation_structural_probe summary/log/config files retained",""
"G:\GitHub\Latent_Style\SchrodingerBridge\exp\tokenizer_adain_gate_calibration\ag02_m02_g56_texture_anchor\checkpoint_tokenizer_adain_gate.pt","deleted","local_schrodingerbridge_probe_calibration_weight","20.525418",".pt","2026-05-28 03:00:23","2026-06-05 05:13:56","manual checked tokenizer_adain_gate_calibration as non-mainline probe/calibration; retained summary/log/config/json evidence","SchrodingerBridge/exp/tokenizer_adain_gate_calibration summary/log/config files retained",""
"G:\GitHub\Latent_Style\SchrodingerBridge\exp\tokenizer_adain_gate_calibration\ag02_m02_g56_texture_anchor\style_adapter.pt","deleted","local_schrodingerbridge_probe_calibration_weight","0.631679",".pt","2026-05-28 03:02:24","2026-06-05 05:13:56","manual checked tokenizer_adain_gate_calibration as non-mainline probe/calibration; retained summary/log/config/json evidence","SchrodingerBridge/exp/tokenizer_adain_gate_calibration summary/log/config files retained",""
"G:\GitHub\Latent_Style\SchrodingerBridge\exp\tokenizer_adain_gate_calibration\ag02_m02_g56_texture_anchor\style_adapter_style1_iter0080.pt","deleted","local_schrodingerbridge_probe_calibration_weight","0.631968",".pt","2026-05-28 03:02:24","2026-06-05 05:13:56","manual checked tokenizer_adain_gate_calibration as non-mainline probe/calibration; retained summary/log/config/json evidence","SchrodingerBridge/exp/tokenizer_adain_gate_calibration summary/log/config files retained",""
"G:\GitHub\Latent_Style\SchrodingerBridge\exp\tokenizer_adain_gate_calibration\ag02_m02_g56_texture_anchor\style_adapter_style1_iter0160.pt","deleted","local_schrodingerbridge_probe_calibration_weight","0.631968",".pt","2026-05-28 03:02:26","2026-06-05 05:13:56","manual checked tokenizer_adain_gate_calibration as non-mainline probe/calibration; retained summary/log/config/json evidence","SchrodingerBridge/exp/tokenizer_adain_gate_calibration summary/log/config files retained",""
"G:\GitHub\Latent_Style\SchrodingerBridge\exp\tokenizer_adain_gate_calibration\ag02_m02_g56_texture_anchor\style_adapter_style2_iter0080.pt","deleted","local_schrodingerbridge_probe_calibration_weight","0.631968",".pt","2026-05-28 03:02:27","2026-06-05 05:13:56","manual checked tokenizer_adain_gate_calibration as non-mainline probe/calibration; retained summary/log/config/json evidence","SchrodingerBridge/exp/tokenizer_adain_gate_calibration summary/log/config files retained",""
"G:\GitHub\Latent_Style\SchrodingerBridge\exp\tokenizer_adain_gate_calibration\ag02_m02_g56_texture_anchor\style_adapter_style2_iter0160.pt","deleted","local_schrodingerbridge_probe_calibration_weight","0.631968",".pt","2026-05-28 03:02:28","2026-06-05 05:13:56","manual checked tokenizer_adain_gate_calibration as non-mainline probe/calibration; retained summary/log/config/json evidence","SchrodingerBridge/exp/tokenizer_adain_gate_calibration summary/log/config files retained",""
"G:\GitHub\Latent_Style\SchrodingerBridge\exp\tokenizer_adain_gate_calibration\ag02_m02_g56_texture_anchor\style_adapter_style3_iter0080.pt","deleted","local_schrodingerbridge_probe_calibration_weight","0.631968",".pt","2026-05-28 03:02:29","2026-06-05 05:13:56","manual checked tokenizer_adain_gate_calibration as non-mainline probe/calibration; retained summary/log/config/json evidence","SchrodingerBridge/exp/tokenizer_adain_gate_calibration summary/log/config files retained",""
"G:\GitHub\Latent_Style\SchrodingerBridge\exp\tokenizer_adain_gate_calibration\ag02_m02_g56_texture_anchor\style_adapter_style3_iter0160.pt","deleted","local_schrodingerbridge_probe_calibration_weight","0.631968",".pt","2026-05-28 03:02:30","2026-06-05 05:13:56","manual checked tokenizer_adain_gate_calibration as non-mainline probe/calibration; retained summary/log/config/json evidence","SchrodingerBridge/exp/tokenizer_adain_gate_calibration summary/log/config files retained",""
"G:\GitHub\Latent_Style\SchrodingerBridge\exp\tokenizer_adain_gate_calibration\ag02_m02_g56_texture_anchor\style_adapter_style4_iter0080.pt","deleted","local_schrodingerbridge_probe_calibration_weight","0.631968",".pt","2026-05-28 03:02:31","2026-06-05 05:13:56","manual checked tokenizer_adain_gate_calibration as non-mainline probe/calibration; retained summary/log/config/json evidence","SchrodingerBridge/exp/tokenizer_adain_gate_calibration summary/log/config files retained",""
"G:\GitHub\Latent_Style\SchrodingerBridge\exp\tokenizer_adain_gate_calibration\ag02_m02_g56_texture_anchor\style_adapter_style4_iter0160.pt","deleted","local_schrodingerbridge_probe_calibration_weight","0.631968",".pt","2026-05-28 03:02:33","2026-06-05 05:13:56","manual checked tokenizer_adain_gate_calibration as non-mainline probe/calibration; retained summary/log/config/json evidence","SchrodingerBridge/exp/tokenizer_adain_gate_calibration summary/log/config files retained",""
"G:\GitHub\Latent_Style\SchrodingerBridge\exp\tokenizer_adain_gate_calibration\ag03_m02_g56_texture_push\checkpoint_tokenizer_adain_gate.pt","deleted","local_schrodingerbridge_probe_calibration_weight","20.525418",".pt","2026-05-28 03:03:11","2026-06-05 05:13:56","manual checked tokenizer_adain_gate_calibration as non-mainline probe/calibration; retained summary/log/config/json evidence","SchrodingerBridge/exp/tokenizer_adain_gate_calibration summary/log/config files retained",""
"G:\GitHub\Latent_Style\SchrodingerBridge\exp\tokenizer_adain_gate_calibration\ag03_m02_g56_texture_push\style_adapter.pt","deleted","local_schrodingerbridge_probe_calibration_weight","0.631679",".pt","2026-05-28 03:05:11","2026-06-05 05:13:56","manual checked tokenizer_adain_gate_calibration as non-mainline probe/calibration; retained summary/log/config/json evidence","SchrodingerBridge/exp/tokenizer_adain_gate_calibration summary/log/config files retained",""
"G:\GitHub\Latent_Style\SchrodingerBridge\exp\tokenizer_adain_gate_calibration\ag03_m02_g56_texture_push\style_adapter_style1_iter0090.pt","deleted","local_schrodingerbridge_probe_calibration_weight","0.631968",".pt","2026-05-28 03:05:12","2026-06-05 05:13:56","manual checked tokenizer_adain_gate_calibration as non-mainline probe/calibration; retained summary/log/config/json evidence","SchrodingerBridge/exp/tokenizer_adain_gate_calibration summary/log/config files retained",""
"G:\GitHub\Latent_Style\SchrodingerBridge\exp\tokenizer_adain_gate_calibration\ag03_m02_g56_texture_push\style_adapter_style1_iter0180.pt","deleted","local_schrodingerbridge_probe_calibration_weight","0.631968",".pt","2026-05-28 03:05:14","2026-06-05 05:13:56","manual checked tokenizer_adain_gate_calibration as non-mainline probe/calibration; retained summary/log/config/json evidence","SchrodingerBridge/exp/tokenizer_adain_gate_calibration summary/log/config files retained",""
"G:\GitHub\Latent_Style\SchrodingerBridge\exp\tokenizer_adain_gate_calibration\ag03_m02_g56_texture_push\style_adapter_style2_iter0090.pt","deleted","local_schrodingerbridge_probe_calibration_weight","0.631968",".pt","2026-05-28 03:05:15","2026-06-05 05:13:56","manual checked tokenizer_adain_gate_calibration as non-mainline probe/calibration; retained summary/log/config/json evidence","SchrodingerBridge/exp/tokenizer_adain_gate_calibration summary/log/config files retained",""
"G:\GitHub\Latent_Style\SchrodingerBridge\exp\tokenizer_adain_gate_calibration\ag03_m02_g56_texture_push\style_adapter_style2_iter0180.pt","deleted","local_schrodingerbridge_probe_calibration_weight","0.631968",".pt","2026-05-28 03:05:16","2026-06-05 05:13:56","manual checked tokenizer_adain_gate_calibration as non-mainline probe/calibration; retained summary/log/config/json evidence","SchrodingerBridge/exp/tokenizer_adain_gate_calibration summary/log/config files retained",""
"G:\GitHub\Latent_Style\SchrodingerBridge\exp\tokenizer_adain_gate_calibration\ag03_m02_g56_texture_push\style_adapter_style3_iter0090.pt","deleted","local_schrodingerbridge_probe_calibration_weight","0.631968",".pt","2026-05-28 03:05:17","2026-06-05 05:13:56","manual checked tokenizer_adain_gate_calibration as non-mainline probe/calibration; retained summary/log/config/json evidence","SchrodingerBridge/exp/tokenizer_adain_gate_calibration summary/log/config files retained",""
"G:\GitHub\Latent_Style\SchrodingerBridge\exp\tokenizer_adain_gate_calibration\ag03_m02_g56_texture_push\style_adapter_style3_iter0180.pt","deleted","local_schrodingerbridge_probe_calibration_weight","0.631968",".pt","2026-05-28 03:05:18","2026-06-05 05:13:56","manual checked tokenizer_adain_gate_calibration as non-mainline probe/calibration; retained summary/log/config/json evidence","SchrodingerBridge/exp/tokenizer_adain_gate_calibration summary/log/config files retained",""
"G:\GitHub\Latent_Style\SchrodingerBridge\exp\tokenizer_adain_gate_calibration\ag03_m02_g56_texture_push\style_adapter_style4_iter0090.pt","deleted","local_schrodingerbridge_probe_calibration_weight","0.631968",".pt","2026-05-28 03:05:19","2026-06-05 05:13:56","manual checked tokenizer_adain_gate_calibration as non-mainline probe/calibration; retained summary/log/config/json evidence","SchrodingerBridge/exp/tokenizer_adain_gate_calibration summary/log/config files retained",""
"G:\GitHub\Latent_Style\SchrodingerBridge\exp\tokenizer_adain_gate_calibration\ag03_m02_g56_texture_push\style_adapter_style4_iter0180.pt","deleted","local_schrodingerbridge_probe_calibration_weight","0.631968",".pt","2026-05-28 03:05:20","2026-06-05 05:13:56","manual checked tokenizer_adain_gate_calibration as non-mainline probe/calibration; retained summary/log/config/json evidence","SchrodingerBridge/exp/tokenizer_adain_gate_calibration summary/log/config files retained",""
"G:\GitHub\Latent_Style\SchrodingerBridge\exp\tokenizer_adain_texture_gate_calibration_rerun\ag02_m02_texture_gate\style_adapter.pt","deleted","local_schrodingerbridge_probe_calibration_weight","0.631679",".pt","2026-05-28 00:21:41","2026-06-05 05:13:56","manual checked tokenizer_adain_texture_gate_calibration_rerun as non-mainline probe/calibration; retained summary/log/config/json evidence","SchrodingerBridge/exp/tokenizer_adain_texture_gate_calibration_rerun summary/log/config files retained",""
"G:\GitHub\Latent_Style\SchrodingerBridge\exp\tokenizer_stat_reader_probe\sr00_stat_reader_safe\style_adapter.pt","deleted","local_schrodingerbridge_probe_calibration_weight","0.631679",".pt","2026-05-28 01:38:08","2026-06-05 05:13:56","manual checked tokenizer_stat_reader_probe as non-mainline probe/calibration; retained summary/log/config/json evidence","SchrodingerBridge/exp/tokenizer_stat_reader_probe summary/log/config files retained",""
"G:\GitHub\Latent_Style\SchrodingerBridge\exp\tokenizer_stat_reader_probe\sr01_stat_reader_style\style_adapter.pt","deleted","local_schrodingerbridge_probe_calibration_weight","0.631679",".pt","2026-05-28 01:38:28","2026-06-05 05:13:56","manual checked tokenizer_stat_reader_probe as non-mainline probe/calibration; retained summary/log/config/json evidence","SchrodingerBridge/exp/tokenizer_stat_reader_probe summary/log/config files retained",""
"G:\GitHub\Latent_Style\SchrodingerBridge\exp\tokenizer_stat_vocab_probe\sv00_stat_m02_conservative\style_adapter.pt","deleted","local_schrodingerbridge_probe_calibration_weight","0.631679",".pt","2026-05-28 00:56:34","2026-06-05 05:13:56","manual checked tokenizer_stat_vocab_probe as non-mainline probe/calibration; retained summary/log/config/json evidence","SchrodingerBridge/exp/tokenizer_stat_vocab_probe summary/log/config files retained",""
"G:\GitHub\Latent_Style\SchrodingerBridge\exp\tokenizer_stat_vocab_probe\sv01_stat_m02_balanced\style_adapter.pt","deleted","local_schrodingerbridge_probe_calibration_weight","0.631679",".pt","2026-05-28 00:56:43","2026-06-05 05:13:56","manual checked tokenizer_stat_vocab_probe as non-mainline probe/calibration; retained summary/log/config/json evidence","SchrodingerBridge/exp/tokenizer_stat_vocab_probe summary/log/config files retained",""
"G:\GitHub\Latent_Style\Related_Works\baseline_pipeline\results\samam_distinct5_smoke20\step_checkpoints\last.ckpt","deleted","local_relatedworks_samam_smoke_weight","275.897194",".ckpt","2026-06-01 17:06:31","2026-06-05 05:14:51","manual checked samam_distinct5_smoke20 as smoke/probe run; retained train.log/gpu/events/hparams","Related_Works/baseline_pipeline/results/samam_distinct5_smoke20 logs/config files retained",""
"G:\GitHub\Latent_Style\Related_Works\baseline_pipeline\results\samam_distinct5_smoke20\step_checkpoints\step-step=000010.ckpt","deleted","local_relatedworks_samam_smoke_weight","275.897072",".ckpt","2026-06-01 17:05:57","2026-06-05 05:14:51","manual checked samam_distinct5_smoke20 as smoke/probe run; retained train.log/gpu/events/hparams","Related_Works/baseline_pipeline/results/samam_distinct5_smoke20 logs/config files retained",""
"G:\GitHub\Latent_Style\Related_Works\baseline_pipeline\results\samam_distinct5_smoke20\step_checkpoints\step-step=000020.ckpt","deleted","local_relatedworks_samam_smoke_weight","275.897194",".ckpt","2026-06-01 17:06:26","2026-06-05 05:14:51","manual checked samam_distinct5_smoke20 as smoke/probe run; retained train.log/gpu/events/hparams","Related_Works/baseline_pipeline/results/samam_distinct5_smoke20 logs/config files retained",""
