target,split,style,src_path,dst_path,sha1
cezanne,overfit50A,vangogh,G:\GitHub\Latent_Style\style_data\overfit50\vangogh\00030.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50A\vangogh__00030.jpg,40e004c31e9cbf1d94fa31330f0a30ff88835726
cezanne,overfit50A,vangogh,G:\GitHub\Latent_Style\style_data\overfit50\vangogh\00050.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50A\vangogh__00050.jpg,fff69fd8e1ea1c899f69778eaad855fb54479d42
cezanne,overfit50A,vangogh,G:\GitHub\Latent_Style\style_data\overfit50\vangogh\00090.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50A\vangogh__00090.jpg,01f3e1a14c6fd903c3e40155bda569f22a2f042c
cezanne,overfit50A,vangogh,G:\GitHub\Latent_Style\style_data\overfit50\vangogh\00098.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50A\vangogh__00098.jpg,64e5861188cecd3ab1b0028a768e5cf9ed6c5514
cezanne,overfit50A,vangogh,G:\GitHub\Latent_Style\style_data\overfit50\vangogh\00116.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50A\vangogh__00116.jpg,abe2e934b8054b69ca48c6a4edf2790f51872d87
cezanne,overfit50A,vangogh,G:\GitHub\Latent_Style\style_data\overfit50\vangogh\00133.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50A\vangogh__00133.jpg,d144402b29c5995db8d03a1ca50b6d6b1d800191
cezanne,overfit50A,vangogh,G:\GitHub\Latent_Style\style_data\overfit50\vangogh\00149.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50A\vangogh__00149.jpg,18eaf9663838f3b96f73a72542d5e4362e67a04c
cezanne,overfit50A,vangogh,G:\GitHub\Latent_Style\style_data\overfit50\vangogh\00161.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50A\vangogh__00161.jpg,f415f366b98db6e113540cb7ebf0ee46c73e0c7b
cezanne,overfit50A,vangogh,G:\GitHub\Latent_Style\style_data\overfit50\vangogh\00163.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50A\vangogh__00163.jpg,2e23c2510b27ff3dcf204c065acd174c16b66dd9
cezanne,overfit50A,vangogh,G:\GitHub\Latent_Style\style_data\overfit50\vangogh\00167.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50A\vangogh__00167.jpg,370de17e3c62776782c5223ae47fcdffd12dc616
cezanne,overfit50A,vangogh,G:\GitHub\Latent_Style\style_data\overfit50\vangogh\00169.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50A\vangogh__00169.jpg,fc62ffe2f0e538aad19a96a1afd61cef09247fe1
cezanne,overfit50A,vangogh,G:\GitHub\Latent_Style\style_data\overfit50\vangogh\00177.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50A\vangogh__00177.jpg,e38a984b3156d091f669c8830ba556ef878092d2
cezanne,overfit50A,vangogh,G:\GitHub\Latent_Style\style_data\overfit50\vangogh\00180.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50A\vangogh__00180.jpg,0299ea6bdc5e07e58537a4b8b12ef4a1713e4e78
cezanne,overfit50A,vangogh,G:\GitHub\Latent_Style\style_data\overfit50\vangogh\00185.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50A\vangogh__00185.jpg,d278318470eb48009dd5de42d6869928f56ae6fc
cezanne,overfit50A,vangogh,G:\GitHub\Latent_Style\style_data\overfit50\vangogh\00186.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50A\vangogh__00186.jpg,aa833e67077feca5b4ac197b829f2777b373635e
cezanne,overfit50A,vangogh,G:\GitHub\Latent_Style\style_data\overfit50\vangogh\00202.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50A\vangogh__00202.jpg,bc7878710e7b8daf16a7cbc7eff2e3053e277dfd
cezanne,overfit50A,vangogh,G:\GitHub\Latent_Style\style_data\overfit50\vangogh\00208.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50A\vangogh__00208.jpg,a9d933f21b106ba3845c0431098015c202d2656c
cezanne,overfit50A,vangogh,G:\GitHub\Latent_Style\style_data\overfit50\vangogh\00220.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50A\vangogh__00220.jpg,50d316a79c6870316284546fa5033568193fc7ef
cezanne,overfit50A,vangogh,G:\GitHub\Latent_Style\style_data\overfit50\vangogh\00243.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50A\vangogh__00243.jpg,912c9118ef067098448d4c01e4fac961c057b52d
cezanne,overfit50A,vangogh,G:\GitHub\Latent_Style\style_data\overfit50\vangogh\00264.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50A\vangogh__00264.jpg,8f72f285d1de0b12846f903de011fa1081f0e6df
cezanne,overfit50A,vangogh,G:\GitHub\Latent_Style\style_data\overfit50\vangogh\00272.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50A\vangogh__00272.jpg,4fc8650c3ce8ab97453d3413bc941df79fe6fbd2
cezanne,overfit50A,vangogh,G:\GitHub\Latent_Style\style_data\overfit50\vangogh\00277.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50A\vangogh__00277.jpg,041db1d3cbe80bfb16cb1247173184858e13e9e6
cezanne,overfit50A,vangogh,G:\GitHub\Latent_Style\style_data\overfit50\vangogh\00289.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50A\vangogh__00289.jpg,ccd899acefcf5c3d4abe3a08c87e0929324724e1
cezanne,overfit50A,vangogh,G:\GitHub\Latent_Style\style_data\overfit50\vangogh\00292.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50A\vangogh__00292.jpg,b2b56f38a506c2006c4e81858a3ceb299782e8f7
cezanne,overfit50A,vangogh,G:\GitHub\Latent_Style\style_data\overfit50\vangogh\00295.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50A\vangogh__00295.jpg,f706e95a4f6d61fbc35ef34c2a90bf7a1b48b148
cezanne,overfit50A,vangogh,G:\GitHub\Latent_Style\style_data\overfit50\vangogh\00321.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50A\vangogh__00321.jpg,58234c3fe0070eb2a00f7e27dcb06a3bfa83fd0e
cezanne,overfit50A,vangogh,G:\GitHub\Latent_Style\style_data\overfit50\vangogh\00330.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50A\vangogh__00330.jpg,3568db1f322810b9c3a1117dd07752a50141ff53
cezanne,overfit50A,vangogh,G:\GitHub\Latent_Style\style_data\overfit50\vangogh\00352.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50A\vangogh__00352.jpg,67024cb31eafdb39b2d127f81e12cdde9d60867a
cezanne,overfit50A,vangogh,G:\GitHub\Latent_Style\style_data\overfit50\vangogh\00412.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50A\vangogh__00412.jpg,470f27a54d16e680d40aeabdc58de341175e92ea
cezanne,overfit50A,vangogh,G:\GitHub\Latent_Style\style_data\overfit50\vangogh\00418.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50A\vangogh__00418.jpg,1aaa8912ca17e0ec8076bf38167aa4f886a6be6d
cezanne,overfit50A,vangogh,G:\GitHub\Latent_Style\style_data\overfit50\vangogh\00427.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50A\vangogh__00427.jpg,652def7d3b1b258a99c0eb25f4c61c126b22a0b3
cezanne,overfit50A,vangogh,G:\GitHub\Latent_Style\style_data\overfit50\vangogh\00432.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50A\vangogh__00432.jpg,6ee17295e4fa34728b2e38ad84e3facf113ed11a
cezanne,overfit50A,vangogh,G:\GitHub\Latent_Style\style_data\overfit50\vangogh\00436.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50A\vangogh__00436.jpg,0d32f8db4e9c6ac531ce779b110025f30a644bf7
cezanne,overfit50A,vangogh,G:\GitHub\Latent_Style\style_data\overfit50\vangogh\00440.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50A\vangogh__00440.jpg,ca533bcc8d6e1eeb425a1081cd769d8c26a0c726
cezanne,overfit50A,vangogh,G:\GitHub\Latent_Style\style_data\overfit50\vangogh\00455.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50A\vangogh__00455.jpg,778c17d6c15ba9b79e34ed24a86d075977f4fe1d
cezanne,overfit50A,vangogh,G:\GitHub\Latent_Style\style_data\overfit50\vangogh\00461.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50A\vangogh__00461.jpg,ec5accaad680859a91852078cdf882d0d664880c
cezanne,overfit50A,vangogh,G:\GitHub\Latent_Style\style_data\overfit50\vangogh\00480.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50A\vangogh__00480.jpg,eb0459690f62b78fe2e9b09938a02c28df7cd8d9
cezanne,overfit50A,vangogh,G:\GitHub\Latent_Style\style_data\overfit50\vangogh\00519.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50A\vangogh__00519.jpg,e810b60fadedd302a37a3695b968e94fa10b06e3
cezanne,overfit50A,vangogh,G:\GitHub\Latent_Style\style_data\overfit50\vangogh\00528.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50A\vangogh__00528.jpg,926df8baa2a437f9574f62fbc183768d7b698db0
cezanne,overfit50A,vangogh,G:\GitHub\Latent_Style\style_data\overfit50\vangogh\00549.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50A\vangogh__00549.jpg,e45908104d9a9cacb549394c18bee354f7d27238
cezanne,overfit50A,vangogh,G:\GitHub\Latent_Style\style_data\overfit50\vangogh\00557.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50A\vangogh__00557.jpg,a453ac2869a8c8df29722d3bd049a748ea8f8f59
cezanne,overfit50A,vangogh,G:\GitHub\Latent_Style\style_data\overfit50\vangogh\00561.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50A\vangogh__00561.jpg,cc4b8a7c8893b35e9f6b8e006412c38abd1eb7c2
cezanne,overfit50A,vangogh,G:\GitHub\Latent_Style\style_data\overfit50\vangogh\00573.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50A\vangogh__00573.jpg,8e86f6b966d5b06585ebd4c17ad43fd88b099d56
cezanne,overfit50A,vangogh,G:\GitHub\Latent_Style\style_data\overfit50\vangogh\00585.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50A\vangogh__00585.jpg,799c29f6ed0add328fe907c15e4dfae7661b3c36
cezanne,overfit50A,vangogh,G:\GitHub\Latent_Style\style_data\overfit50\vangogh\00668.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50A\vangogh__00668.jpg,2fa578d46443b41d5402a339189a4a1b39556056
cezanne,overfit50A,vangogh,G:\GitHub\Latent_Style\style_data\overfit50\vangogh\00670.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50A\vangogh__00670.jpg,8e0eb966acfc2b6ce97c3c5aa69ae41945e03f7f
cezanne,overfit50A,vangogh,G:\GitHub\Latent_Style\style_data\overfit50\vangogh\00678.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50A\vangogh__00678.jpg,6099864799216f2f43b0212ffc6ebc74efb57f2d
cezanne,overfit50A,vangogh,G:\GitHub\Latent_Style\style_data\overfit50\vangogh\00681.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50A\vangogh__00681.jpg,5166e7d171200e024c518b91c374bdae5c3df0ac
cezanne,overfit50A,vangogh,G:\GitHub\Latent_Style\style_data\overfit50\vangogh\00707.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50A\vangogh__00707.jpg,bd76fbe8c8c45d6a3762254a32d0845a070155b9
cezanne,overfit50B,cezanne,G:\GitHub\Latent_Style\style_data\overfit50\cezanne\00057.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50B\00057.jpg,04e8e8f003b1b8b4d13062a54e88a07ae69ac5f0
cezanne,overfit50B,cezanne,G:\GitHub\Latent_Style\style_data\overfit50\cezanne\00058.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50B\00058.jpg,d4bd3750c8766f7912511cd7d3c091e70a64e428
cezanne,overfit50B,cezanne,G:\GitHub\Latent_Style\style_data\overfit50\cezanne\00062.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50B\00062.jpg,b0ff510221255b337524d4cbbe28f49a279844e7
cezanne,overfit50B,cezanne,G:\GitHub\Latent_Style\style_data\overfit50\cezanne\00104.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50B\00104.jpg,95d0a52deb8e4852d00a69dba7ebdf281054a02f
cezanne,overfit50B,cezanne,G:\GitHub\Latent_Style\style_data\overfit50\cezanne\00123.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50B\00123.jpg,a974876047331b447466018c80a01455c0602ba2
cezanne,overfit50B,cezanne,G:\GitHub\Latent_Style\style_data\overfit50\cezanne\00155.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50B\00155.jpg,5b9c12e00aa43385a7ee0b8818cb3c66152a8bfb
cezanne,overfit50B,cezanne,G:\GitHub\Latent_Style\style_data\overfit50\cezanne\00158.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50B\00158.jpg,3504dbcfe6b0395d30041b1376d9177966c88578
cezanne,overfit50B,cezanne,G:\GitHub\Latent_Style\style_data\overfit50\cezanne\00199.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50B\00199.jpg,10aa2f790844a3e57b87c390d36eeedcb325dd2a
cezanne,overfit50B,cezanne,G:\GitHub\Latent_Style\style_data\overfit50\cezanne\00201.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50B\00201.jpg,1e0d35a57bb218d8a7f183aa0af69a51f7393ae3
cezanne,overfit50B,cezanne,G:\GitHub\Latent_Style\style_data\overfit50\cezanne\00204.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50B\00204.jpg,c109603d85962a7db741948ad9705c6f47571632
cezanne,overfit50B,cezanne,G:\GitHub\Latent_Style\style_data\overfit50\cezanne\00212.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50B\00212.jpg,3266bd44371dfa9ed269671086f5e601d08b0c1d
cezanne,overfit50B,cezanne,G:\GitHub\Latent_Style\style_data\overfit50\cezanne\00219.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50B\00219.jpg,39b8daad1972a5534b8e10d457f0b59546b0a1ce
cezanne,overfit50B,cezanne,G:\GitHub\Latent_Style\style_data\overfit50\cezanne\00223.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50B\00223.jpg,f659c48868121c87644dd28aa604014ca42c33b2
cezanne,overfit50B,cezanne,G:\GitHub\Latent_Style\style_data\overfit50\cezanne\00227.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50B\00227.jpg,a4863f9292e97e75010f0f021b8b8a584dd09cca
cezanne,overfit50B,cezanne,G:\GitHub\Latent_Style\style_data\overfit50\cezanne\00251.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50B\00251.jpg,8c7eaf9f1f96df869218b919ae57e02c5d5f66e3
cezanne,overfit50B,cezanne,G:\GitHub\Latent_Style\style_data\overfit50\cezanne\00262.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50B\00262.jpg,9897b57eadebd67521a6418cef87cfe91199d0f2
cezanne,overfit50B,cezanne,G:\GitHub\Latent_Style\style_data\overfit50\cezanne\00263.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50B\00263.jpg,140a42842babffaa3ffc58c5c86dd24fca8f4ab0
cezanne,overfit50B,cezanne,G:\GitHub\Latent_Style\style_data\overfit50\cezanne\00266.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50B\00266.jpg,2938064a9f61af2ca55c679048bbbc9328c4243e
cezanne,overfit50B,cezanne,G:\GitHub\Latent_Style\style_data\overfit50\cezanne\00271.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50B\00271.jpg,d7e3409e13feb3e9ddaf41c517d0e7d5122c1777
cezanne,overfit50B,cezanne,G:\GitHub\Latent_Style\style_data\overfit50\cezanne\00275.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50B\00275.jpg,16c8ad60e1f15342a456a40a28a1cf3fb106158d
cezanne,overfit50B,cezanne,G:\GitHub\Latent_Style\style_data\overfit50\cezanne\00286.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50B\00286.jpg,fd3ba18b420d140fc3f35b46a3d8a3162ff86d4e
cezanne,overfit50B,cezanne,G:\GitHub\Latent_Style\style_data\overfit50\cezanne\00298.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50B\00298.jpg,e684f40a3f54277a5f11cab7436b39bb8b0c73b6
cezanne,overfit50B,cezanne,G:\GitHub\Latent_Style\style_data\overfit50\cezanne\00303.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50B\00303.jpg,785cfef06a08836d18c26a5a0882d31bf242cab5
cezanne,overfit50B,cezanne,G:\GitHub\Latent_Style\style_data\overfit50\cezanne\00332.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50B\00332.jpg,92402d1198011bee9695be0cf1061805af3e7426
cezanne,overfit50B,cezanne,G:\GitHub\Latent_Style\style_data\overfit50\cezanne\00335.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50B\00335.jpg,2bf029d92fc18bfade5fef1d1d375f4ef9204def
cezanne,overfit50B,cezanne,G:\GitHub\Latent_Style\style_data\overfit50\cezanne\00342.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50B\00342.jpg,499cba189cb5c3d44b13eb433937826c8c36ea2e
cezanne,overfit50B,cezanne,G:\GitHub\Latent_Style\style_data\overfit50\cezanne\00348.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50B\00348.jpg,e2ca3b070b15cef8f64860bb9739c7840ed39124
cezanne,overfit50B,cezanne,G:\GitHub\Latent_Style\style_data\overfit50\cezanne\00355.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50B\00355.jpg,b9d73d9f184e7b720020a55c4a014299167790b4
cezanne,overfit50B,cezanne,G:\GitHub\Latent_Style\style_data\overfit50\cezanne\00375.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50B\00375.jpg,b3bf38d8ec91fd9bc3f92cc6f3a8d1850833550d
cezanne,overfit50B,cezanne,G:\GitHub\Latent_Style\style_data\overfit50\cezanne\00379.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50B\00379.jpg,4e210716f0bd4fa8ddc19db1de3538bdd67a12b1
cezanne,overfit50B,cezanne,G:\GitHub\Latent_Style\style_data\overfit50\cezanne\00382.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50B\00382.jpg,372afea038a30adb239132ad169b5de3ec922221
cezanne,overfit50B,cezanne,G:\GitHub\Latent_Style\style_data\overfit50\cezanne\00388.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50B\00388.jpg,1726365eb7a6def823f6db4ba141cf1d52129a9e
cezanne,overfit50B,cezanne,G:\GitHub\Latent_Style\style_data\overfit50\cezanne\00392.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50B\00392.jpg,845dfda4a0c1fa2460a9555f06d78efe8db86456
cezanne,overfit50B,cezanne,G:\GitHub\Latent_Style\style_data\overfit50\cezanne\00393.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50B\00393.jpg,81b96989aa930ea010c7041d0a3549e238ed8497
cezanne,overfit50B,cezanne,G:\GitHub\Latent_Style\style_data\overfit50\cezanne\00408.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50B\00408.jpg,69c53a988fbe44bc4f76f688de118fd6c51392ba
cezanne,overfit50B,cezanne,G:\GitHub\Latent_Style\style_data\overfit50\cezanne\00411.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50B\00411.jpg,8fb739eb9fdc30dbdd8475d2eef75d70e83a7ada
cezanne,overfit50B,cezanne,G:\GitHub\Latent_Style\style_data\overfit50\cezanne\00416.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50B\00416.jpg,17b893c07a82a3bf8d5834c9509d2ea968ffa7d2
cezanne,overfit50B,cezanne,G:\GitHub\Latent_Style\style_data\overfit50\cezanne\00422.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50B\00422.jpg,8d3092cc21fd2b68e342382477f591d3024441be
cezanne,overfit50B,cezanne,G:\GitHub\Latent_Style\style_data\overfit50\cezanne\00428.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50B\00428.jpg,0b4a4ce49d7a51457a8021ca5b37dbc54f9c9634
cezanne,overfit50B,cezanne,G:\GitHub\Latent_Style\style_data\overfit50\cezanne\00437.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50B\00437.jpg,7cf4905a51941548e9d17b71a4e947335ea0c3b4
cezanne,overfit50B,cezanne,G:\GitHub\Latent_Style\style_data\overfit50\cezanne\00466.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50B\00466.jpg,cab77ba0170361b999554805c73346b44cbe4b25
cezanne,overfit50B,cezanne,G:\GitHub\Latent_Style\style_data\overfit50\cezanne\00517.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50B\00517.jpg,fca4ab7a75aec2c97df9a565cbe1777950608e75
cezanne,overfit50B,cezanne,G:\GitHub\Latent_Style\style_data\overfit50\cezanne\00546.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50B\00546.jpg,27d8f06de94c47d8be0633e04026cacc606d0edf
cezanne,overfit50B,cezanne,G:\GitHub\Latent_Style\style_data\overfit50\cezanne\00576.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50B\00576.jpg,b9529edfd27923f51efcd0703dc4510eff865861
cezanne,overfit50B,cezanne,G:\GitHub\Latent_Style\style_data\overfit50\cezanne\00581.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50B\00581.jpg,c1c66d6e897d6637c9355213b2d64bf9869b8085
cezanne,overfit50B,cezanne,G:\GitHub\Latent_Style\style_data\overfit50\cezanne\00582.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50B\00582.jpg,592eda7ae54eab2a5f1788d89bf1953008eaa170
cezanne,overfit50B,cezanne,G:\GitHub\Latent_Style\style_data\overfit50\cezanne\00584.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50B\00584.jpg,4b9c704e08d1c578d62e6067774c1326703a2a4b
cezanne,overfit50B,cezanne,G:\GitHub\Latent_Style\style_data\overfit50\cezanne\00596.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50B\00596.jpg,965db4b47fa4a3980235f456b71efc094fea7bd0
cezanne,overfit50B,cezanne,G:\GitHub\Latent_Style\style_data\overfit50\cezanne\00605.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50B\00605.jpg,1a478cdd0dced732801ce03a8e203f9c6c6fd8a1
cezanne,overfit50B,cezanne,G:\GitHub\Latent_Style\style_data\overfit50\cezanne\00615.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_cezanne\overfit50B\00615.jpg,0be81d6e7d4661f3eb4f432aa6a2505df904076d
Hayao,overfit50A,cezanne,G:\GitHub\Latent_Style\style_data\overfit50\cezanne\00057.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_Hayao\overfit50A\cezanne__00057.jpg,04e8e8f003b1b8b4d13062a54e88a07ae69ac5f0
Hayao,overfit50A,cezanne,G:\GitHub\Latent_Style\style_data\overfit50\cezanne\00058.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_Hayao\overfit50A\cezanne__00058.jpg,d4bd3750c8766f7912511cd7d3c091e70a64e428
Hayao,overfit50A,cezanne,G:\GitHub\Latent_Style\style_data\overfit50\cezanne\00062.jpg,G:\GitHub\Latent_Style\Related_Works\runs\cut_5x5\datasets\to_Hayao\overfit50A\cezanne__00062.jpg,b0ff510221255b337524d4cbbe28f49a279844e7
