case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-Knee_e13_style_specificity,LBM-Knee_e13_structure_preservation,LBM-Knee_e13_artifact_control,LBM-Knee_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,EdgeGated_e01_style_specificity,EdgeGated_e01_structure_preservation,EdgeGated_e01_artifact_control,EdgeGated_e01_note
Early_Renaissance__filippo-lippi_adoration-of-the-magi-detail-2__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very faint impressionistic wash; structure is blurred but recognizable; heavy smudging and low contrast reduce clarity.,5,5,5,Excellent impressionist brushwork and color palette; original composition and figures preserved with high fidelity; no visible artifacts.,2,3,2,"Similar to LBM — overly muted, washed-out appearance; structure is partially retained but lacks vibrancy; minor edge artifacts present."
Minimalism__robert-mangold_untitled-fcpa-1995__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,4,4,Minimal style transfer; colors are muted and lack Ukiyo-e texture or ink wash. Structure is well preserved but no stylistic enhancement.,5,5,5,"Excellent Ukiyo-e style: textured gradients, ink-like lines, and subtle color transitions. Structure perfectly preserved with no artifacts.",3,4,4,Moderate style transfer with slight color shift and faint texture. Structure mostly intact but less refined than Seedream.
Early_Renaissance__andrea-mantegna_the-circumcision-of-christ-1464__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,3,Faint Ukiyo-e washes applied but lack defining line work or color palette; structure preserved but overly blurred.,5,5,5,"Excellent Ukiyo_e integration: bold outlines, flat color blocks, and compositional framing match target style while preserving source geometry perfectly.",3,4,4,Moderate style transfer with some ink-like edges and muted tones; structure well preserved but style lacks the crispness and cultural markers of Ukiyo_e.
Early_Renaissance__pisanello_stork-1430__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,EdgeGated_e01,4,2,4,3,Minimal style transfer; mostly preserves source structure but lacks Rococo elements. Some vignetting and edge artifacts present.,5,5,4,Strong Rococo styling with ornate floral motifs and soft pastel tones. Bird structure well preserved. Minor color bleeding near edges.,3,5,5,"Excellent structural fidelity and clean edges. Style is muted — only slight aging/texture applied, no clear Rococo motifs. Very low artifacts."
Impressionism__edgar-degas_ancer-with-red-stockings__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, washed-out output with minimal stylistic fidelity to minimalism; structure is blurred and indistinct; heavy artifacts and loss of detail.",5,5,5,"Strong adherence to minimalism via flat color blocks, clean geometry, and simplified forms; source structure preserved accurately; no visible artifacts.",2,3,2,"Similar to LBM — overly diffuse, low-contrast, and lacks clear stylistic direction; structure is vague; significant blurring and artifacting."
Early_Renaissance__andrea-mantegna_maria-with-the-sleeping-child-1455__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Faint Rococo-like glow but lacks ornamental detail; structure blurred; heavy vignetting and smudging artifacts.,5,5,5,"Excellent Rococo styling with ornate frame, soft pastel tones, and faithful preservation of source composition and facial details; minimal artifacts.",3,4,3,Moderate Rococo feel with soft lighting and gentle color wash; structure well preserved but lacks decorative elements; slight haze and edge softening.
Ukiyo_e__kitagawa-utamaro_yama-uba-and-kintaro-1__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Very faint impressionistic washes; structure preserved but style is weak and blurry.,5,5,5,Excellent impressionistic texture and color blending while perfectly preserving the original composition and details.,3,4,4,Moderate style transfer with some visible artifacts and less cohesive color application than the best result.
Early_Renaissance__benozzo-gozzoli_madonna-and-child-1485__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,EdgeGated_e01,Seedream_repaired750,4,2,3,2,Poor Rococo style transfer; heavy dark vignetting and color distortion; structure partially preserved but visually degraded.,5,4,5,"Excellent Rococo aesthetic with ornate framing, soft pastel tones, and delicate details; structure well preserved; minimal artifacts.",3,5,3,Structure best preserved; moderate Rococo styling with some color bleeding and edge halos; less refined than Seedream.
Rococo__antoine-pesne_carl-heinrich-graun__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style transfer; image appears washed out and foggy with minimal impressionistic texture or color. Structure is preserved but obscured by haze. Heavy artifacts from over-smoothing or failed style injection.,5,5,5,"Excellent impressionistic style with visible brushwork, warm palette, and soft edges matching the target reference. Structure is perfectly preserved with clear facial features and clothing details. No visible artifacts; clean and coherent output.",2,4,2,"Structure is well-preserved but style transfer is weak — image is overly bright and desaturated, lacking impressionistic texture or color richness. Appears ghostly or overexposed, indicating poor artifact control and failed style mapping."
Early_Renaissance__carlo-crivelli_saint-thomas-aquinas-1476__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly desaturated and blurred; loses stylistic intent and structural clarity.,5,5,5,"Clean, bold minimalism with strong color blocking and preserved composition.",2,3,2,"Similar to LBM — washed out, lacks stylistic definition, and shows edge artifacts."
Impressionism__alfred-sisley_riverbank-at-veneux-1881__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Weak Rococo styling; heavy vignetting and texture artifacts distort structure.,5,5,5,"Excellent Rococo frame integration, clean structure, minimal artifacts.",3,4,3,Moderate style transfer with some edge artifacts and uneven texture.
Minimalism__ronald-davis_zig-zag-times-two-1966__to__Impressionism,Minimalism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,EdgeGated_e01,4,2,3,3,Very faint impressionistic texture; structure preserved but style is nearly absent. Slight color shift and soft edges.,5,5,4,Strong impressionist brushwork applied consistently across the shape. Structure well-preserved with minor edge artifacts from stylization.,3,4,5,"Clean structure and minimal artifacts, but style is muted — only subtle tonal variation suggests impressionism. Lacks expressive brushwork."
Ukiyo_e__katsushika-hokusai_cargo-ship-and-wave__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,EdgeGated_e01,EdgeGated_e01,4,2,3,3,Minimal style transfer; mostly grayscale with no Renaissance elements. Structure preserved but lacks artistic intent.,5,4,4,"Strong Early Renaissance style: warm palette, classical architecture, figures in period dress. Minor artifacts in wave texture but overall excellent.",3,5,5,"Excellent structure and clean output, but style is muted — only subtle sepia tones and faint architectural hints. Lacks full Renaissance richness."
Rococo__benjamin-west_self-portrait-1770__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style transfer; image appears washed out and lacks impressionist brushwork or color vibrancy. Structure is preserved but overly blurred.,5,5,5,"Excellent impressionist style with visible brushstrokes, rich colors, and atmospheric lighting. Structure perfectly preserved with no artifacts.",2,3,2,"Similar to LBM — overly desaturated and hazy, failing to convey impressionist texture or color. Structure is faintly visible but degraded."
Early_Renaissance__benozzo-gozzoli_madonna-and-child-1485__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very blurry and washed-out; style is vague and lacks Ukiyo-e characteristics. Structure is preserved but degraded by blur. Significant artifacts from over-smoothing.,5,5,5,"Excellent Ukiyo-e style transfer with clear linework, flat color areas, and characteristic patterns. Structure is perfectly preserved. No visible artifacts.",3,4,3,"Shows some Ukiyo-e influence in color and line quality, but less distinct than Seedream. Structure is well-preserved. Some minor smudging and loss of fine detail."
Minimalism__agnes-martin_happy-valley-1967__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,1,2,Completely blank output; no style or structure transferred.,5,5,5,"Excellent Rococo frame with ornate details, floral motifs, and correct color palette; perfectly preserves source structure with zero artifacts.",1,1,2,Blank output with minor edge artifacts; no style or structure transferred.
Early_Renaissance__piero-della-francesca_portrait-of-a-boy__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very blurry and washed-out; lacks Ukiyo-e texture/color. Structure is preserved but heavily degraded by blur.,5,5,5,Excellent Ukiyo-e style transfer with appropriate color palette and texture. Structure is perfectly preserved with no artifacts.,3,4,3,Moderate style transfer with some Ukiyo-e feel but overly smooth and hazy. Structure is good but edges are soft.
Rococo__bernardo-bellotto_view-of-dresden-the-dresden-fortifications-moat-with-a-bridge-between-gate-and-post-mile-pillar__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very faded, washed-out appearance; lacks Renaissance color depth and texture. Structure is somewhat preserved but overly blurred. Heavy vignetting and noise artifacts degrade quality.",5,5,5,"Excellent match to Early Renaissance style: rich earth tones, atmospheric perspective, detailed architecture. Structure is well-preserved with natural lighting and depth. Minimal artifacts; clean edges and coherent composition.",3,4,3,Moderate style transfer — retains some Renaissance palette but appears desaturated and flat. Structure is reasonably preserved but suffers from edge halos and uneven tonal transitions. Some vignetting and grain present.
Impressionism__john-singer-sargent_lake-in-the-tyrol__to__Minimalism,Impressionism,Minimalism,EdgeGated_e01,Seedream_repaired750,Seedream_repaired750,EdgeGated_e01,4,2,3,3,"Very blurry and washed-out; minimalism not clearly expressed, structure partially preserved but lacks definition.",5,5,4,Strong geometric minimalism with clean edges and stylized shapes; excellent structure retention and clear stylistic intent.,3,4,5,"Soft, painterly minimalism with good artifact control; structure is preserved but style is less defined than Seedream."
Early_Renaissance__carlo-crivelli_saint-thomas-aquinas-1476__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very faded, low contrast, and washed-out appearance; lacks Ukiyo-e color palette and line clarity. Structure is somewhat preserved but overly blurred.",5,5,5,"Excellent Ukiyo-e style transfer with bold outlines, flat color regions, and appropriate texture. Source structure is well-preserved with minimal artifacts.",3,4,3,"Moderate style transfer with some Ukiyo-e traits (e.g., line work), but colors are muted and inconsistent. Some smudging and edge bleeding present."
Minimalism__joan-hernandez-pijuan_nuvol-rosa-2-1990__to__Impressionism,Minimalism,Impressionism,Seedream_repaired750,Seedream_repaired750,EdgeGated_e01,EdgeGated_e01,4,2,4,3,"Very pale, washed-out color; minimal impressionistic texture or brushwork. Structure preserved but lacks stylistic fidelity.",5,4,4,Strongest impressionistic feel with visible brushstroke-like texture and warm tonal variation. Slight color shift from source but stylistically compelling.,3,5,5,"Excellent structure and edge preservation. Minimal artifacts. Style is subdued — more neutral than impressionistic, but clean execution."
Minimalism__tony-smith_die-1968__to__Early_Renaissance,Minimalism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,4,3,"Fails to apply style; output is a washed-out, translucent version of the source cube with no Renaissance characteristics.",5,5,5,Perfectly preserves the cube's geometry while applying the Early Renaissance palette and lighting. The result is clean and artifact-free.,1,4,3,"Similar to LBM, this method fails to transfer the style, resulting in a faded, low-contrast image that lacks the target aesthetic."
Impressionism__eugene-boudin_trouville-the-fish-market-1884__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Very weak Rococo style; heavy vignetting and blur obscure content and structure.,5,5,5,Strong Rococo aesthetic with ornate frame; excellent structure and minimal artifacts.,3,4,3,Moderate Rococo feel with some texture; structure mostly preserved but with noticeable haze and edge artifacts.
Rococo__antoine-watteau_the-delicate-musician__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,3,"Very faint, washed-out impressionistic texture; structure is preserved but lacks definition and stylistic richness.",5,5,5,Excellent impressionist brushwork with rich color and texture; subject structure perfectly preserved; no visible artifacts.,2,4,4,Structure is well-preserved but style is overly muted and blurry; lacks the vibrancy and texture of true Impressionism.
Minimalism__eva-hesse_expanded-expansion-1969__to__Early_Renaissance,Minimalism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Fails to apply the target style; output is nearly identical to source with only minor color shifts. Structure is well preserved but lacks any stylistic transfer.,5,5,5,Excellent style transfer with appropriate texture and color matching the Early Renaissance reference. Structure is perfectly preserved with no artifacts or distortions.,3,4,4,Applies a stylized texture that partially matches the reference but appears overly smooth and uniform. Structure is mostly preserved with slight softening at edges.
Rococo__francois-boucher_portrait-of-madame-boucher-1745__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Heavy texture and distortion obscure style; frame structure is warped and noisy.,5,5,5,"Excellent Rococo aesthetic with soft pastel tones, ornate frame, and clean structure; minimal artifacts.",3,4,3,Moderate style transfer with visible edge artifacts; structure preserved but frame texture is uneven.
Rococo__joshua-reynolds_colonel-george-k-h-coussmaker-grenadier-guards__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low Rococo specificity; structure is preserved but colors are muddy and indistinct. Heavy artifacts and lack of detail.,5,5,5,"Excellent Rococo style transfer with ornate framing and soft, painterly textures. Structure is perfectly preserved with high fidelity and no visible artifacts.",3,4,3,"Moderate style transfer with some Rococo-like softness, but lacks ornate detail. Structure is reasonably preserved, but artifacts and blurriness are present."
Impressionism__eugene-boudin_laundresses-on-the-banks-of-the-touques-9__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very weak Rococo style transfer; heavy vignetting and texture artifacts obscure content. Structure is somewhat preserved but degraded by noise.,5,5,5,Excellent Rococo style integration with ornate frame and soft pastel tones. Source structure perfectly preserved with minimal artifacts.,3,4,3,Moderate Rococo influence via edge framing and color wash. Structure is well preserved but suffers from blotchy textures and uneven blending.
Rococo__giovanni-domenico-tiepolo_the-new-world-1797__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Weak Rococo styling; heavy vertical smearing and dark borders distort structure and introduce artifacts.,5,5,5,"Excellent Rococo fidelity with ornate frame, soft palette, and clear preservation of original composition and figures.",2,3,2,"Similar to LBM-Knee; lacks Rococo detail, suffers from edge artifacts and dark vignetting that obscure content."
Impressionism__konstantin-korovin_arctic-ocean-1913__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,5,Very low style transfer; image remains nearly unchanged from source. Structure is well preserved but lacks any Ukiyo-e characteristics.,5,5,5,"Excellent Ukiyo-e style with bold lines, flat color regions, and stylized waves. Structure of the sailboat and mountains is clearly preserved. No visible artifacts.",2,4,5,Minimal style transfer applied; image is very close to source. Structure is intact but no Ukiyo-e features are evident.
Ukiyo_e__kitagawa-utamaro_the-hour-of-the-horse__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Minimal style transfer; retains source structure but lacks Impressionist texture or brushwork. Slight color wash present but not stylistically coherent.,5,5,5,"Excellent Impressionist rendering with visible brushstrokes, soft edges, and atmospheric color blending. Structure fully preserved without distortion or artifacts.",3,4,4,"Moderate style application — some Impressionist tones and softness, but less consistent than Seedream. Minor edge halos and slight over-smoothing in background."
Rococo__giovanni-domenico-tiepolo_christ-s-fall-on-the-way-to-calvary-1772__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Severe blurring and loss of detail; structure is barely recognizable.,5,5,5,Excellent preservation of the original composition while successfully applying the target Impressionist style.,3,4,3,Better than LBM but still suffers from significant blurring and lack of texture detail compared to Seedream.
Impressionism__mihaly-munkacsy_dusty-country-road-ii-1883__to__Early_Renaissance,Impressionism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,3,"Very washed-out, lacks Renaissance color depth and detail; structure is preserved but overly blurred.",5,5,5,Excellent match to the target style with rich colors and atmospheric lighting; structure is perfectly maintained with no artifacts.,2,3,3,"Similar to LBM, it is too pale and lacks the specific texture and color saturation of the Early Renaissance style."
Rococo__dmitry-levitzky_portrait-of-maria-palovna-narychkina-1773__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style transfer; image appears washed out and foggy with minimal impressionistic texture or color variation. Structure is preserved but obscured by haze.,5,5,5,"Excellent impressionistic style with visible brushwork, warm tones, and textured background. Structure of the portrait is well-preserved with no artifacts.",2,3,2,"Similar to LBM-Knee_e13 — overly hazy and desaturated, lacking stylistic richness. Structure is intact but visually degraded by fog-like artifact."
Ukiyo_e__katsushika-hokusai_fishing-in-the-bay-uraga__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Very low color saturation and muted tones; fails to capture Ukiyo-e vibrancy. Structure is preserved but lacks stylistic depth. Some blurring and loss of detail in foreground elements.,5,5,5,"Excellent Ukiyo-e style transfer with rich, saturated colors, bold outlines, and traditional composition. Structure is well-preserved with clear figures and landscape. Minimal artifacts; clean edges and consistent texture.",3,4,4,"Moderate Ukiyo-e influence with some color and line work, but overly washed out and lacks vibrancy. Structure is mostly intact but suffers from slight smudging and low contrast. Artifacts include faint noise and uneven tonal transitions."
Rococo__joseph-wright_d-ewes-coke-his-wife-hannah-and-daniel-parker-coke__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,3,"Very washed-out, lacks Ukiyo-e color and line quality; structure is preserved but overly blurred.",5,5,5,"Excellent Ukiyo-e aesthetic with bold lines, flat color planes, and stylized shading; structure is perfectly preserved with no artifacts.",2,4,4,Better than LBM but still too painterly and soft; lacks the graphic quality of Ukiyo-e; structure is well preserved.
Early_Renaissance__jacopo-bellini_view-of-a-fortification-of-jerusalem(1)__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,EdgeGated_e01,EdgeGated_e01,4,2,4,3,Minimal style transfer; mostly preserves original sketch with faint Rococo color wash. Structure intact but lacks stylistic richness.,5,3,3,"Strong Rococo aesthetic: ornate details, pastel palette, and decorative framing. Some structural distortion in castle towers and frame alignment.",3,5,5,"Excellent structure and artifact control; clean edges and faithful layout. Style transfer is subtle — light wash only, not strongly Rococo."
Ukiyo_e__katsushika-hokusai_ono-shindon-in-the-suraga-province__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,3,Moderate Ukiyo-e style with muted colors and soft edges; structure preserved but lacks bold outlines and flat color blocks typical of Ukiyo-e; some blurring in figures.,5,5,5,"Excellent Ukiyo-e emulation: strong line work, flat color regions, traditional composition, and faithful structural retention; minimal artifacts.",4,4,4,Good style transfer with visible edge emphasis and stylized coloring; structure well maintained; slight over-sharpening in background elements.
Rococo__dmitry-levitzky_portrait-of-unknown-woman-with-a-rose-1788__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,EdgeGated_e01,4,2,3,2,Overly blurred and washed out; loses Rococo detail and structure; heavy smearing artifacts.,5,5,4,Excellent Rococo framing and ornamentation; preserves pose and facial structure well; minor border artifacts.,3,4,5,Clean edges and good structure retention; style is muted and lacks ornamental Rococo flair; minimal artifacts.
Ukiyo_e__ogata-gekko_nihon-hana-zue-1896__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,EdgeGated_e01,EdgeGated_e01,4,2,4,3,Minimal Rococo influence; mostly preserves source structure with slight texture smoothing but lacks stylistic transformation.,5,3,3,"Strong Rococo styling via ornate frame, soft lighting, and romanticized figures; however, structural distortion of original scene is noticeable.",3,5,5,Excellent preservation of source structure and clean output; mild Rococo hints in color palette but lacks strong stylistic adoption.
Impressionism__augustus-john_proven-al-landscape__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,3,Very faint style application; lacks color and texture of Ukiyo-e. Structure is preserved but details are washed out.,5,5,5,"Excellent Ukiyo-e style transfer with appropriate color palette, texture, and lighting. Structure is well-preserved and artifacts are minimal.",3,4,4,"Moderate style transfer with some color and texture but less vibrant than Seedream. Structure is good, and artifacts are low."
Minimalism__imi-knoebel_weiss-und-schwarz-4-2009__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,LBM-Knee_e13,5,1,5,5,"Perfectly preserves the source geometry with no artifacts, but completely fails to apply any Rococo style.",5,2,3,"Excellent Rococo style transfer with high fidelity to the reference, but the source structure is heavily distorted and the image suffers from significant compression artifacts.",1,5,4,"Preserves the source structure well with minor edge artifacts, but fails to apply the target style."
Rococo__benjamin-west_self-portrait-1770__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style transfer; image appears faded and washed out with minimal Ukiyo-e characteristics. Structure is preserved but lacks definition due to heavy blur/fade.,5,5,5,"Excellent style transfer with clear Ukiyo-e aesthetic (flat colors, bold outlines, stylized shading). Structure is perfectly preserved. No visible artifacts.",3,4,3,"Moderate style transfer; some Ukiyo-e influence in color palette and softness, but lacks strong stylistic markers. Structure is well-preserved. Some haze/blur artifacts reduce clarity."
Ukiyo_e__utagawa-kuniyoshi_a-man-confronted-with-an-apparition-of-the-fox-goddess__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,EdgeGated_e01,EdgeGated_e01,EdgeGated_e01,EdgeGated_e01,4,3,4,3,Moderate Renaissance texture and color wash applied; some structural clarity retained but edges softened. Artifacts include smudging and loss of fine detail in clothing and background.,4,3,3,"Stronger stylistic emulation with richer tonal variation and painterly effect. Structure slightly distorted, especially in figure contours. Minor artifacts in background text and gold swirls.",5,5,5,"Excellent balance: preserves original composition and edge integrity while applying Early Renaissance-style textures, lighting, and color palette cleanly. No visible artifacts or distortions."
Impressionism__rudolf-schweitzer-cumpana_str-du-n-atena__to__Early_Renaissance,Impressionism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Overly washed-out and painterly; lacks Renaissance chiaroscuro and detail. Structure preserved but style is too impressionistic.,5,5,5,"Excellent match to Early Renaissance: rich color palette, clear forms, balanced lighting, and faithful structure. Minimal artifacts.",3,4,3,Better than LBM but still too bright and flat. Some edge artifacts visible; structure mostly intact but style lacks depth and richness.
Ukiyo_e__utagawa-toyokuni_the-heian-courtier__to__Minimalism,Ukiyo_e,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,3,"Faint, washed-out output; minimal style transfer evident; structure preserved but overly blurred.",5,5,5,"Excellent preservation of source structure with strong, clean minimalism applied; no visible artifacts.",3,4,4,Moderate style transfer; structure mostly intact; slight over-smoothing and loss of detail.
Ukiyo_e__keisai-eisen_the-courtesan-kaoru-of-owariya-matched-with-okitsu-1825(1)__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Very faint impressionistic washes; structure mostly preserved but style is weak and indistinct.,5,5,5,Strong impressionist brushwork and color palette; excellent preservation of original composition and details; no visible artifacts.,3,4,3,Moderate impressionist effect with some texture; structure well preserved but style less convincing than Seedream; minor smudging artifacts.
Impressionism__augustus-john_proven-al-landscape__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly washed-out and pale; lacks the rich color and textured brushwork of Impressionism. Structure is preserved but appears faded and indistinct.,5,5,5,"Excellent match to Impressionist style: visible brushstrokes, vibrant yet harmonious colors, and soft edges. Structure is well-preserved with no artifacts or distortions.",3,4,3,"Moderate Impressionist feel with some texture, but colors are muted and slightly unnatural. Minor artifacts in sky and ground transitions; structure mostly intact."
Ukiyo_e__keisai-eisen_yabai-with-two-women-1840__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very weak Rococo style transfer; colors and textures remain close to source. Structure preserved but lacks ornamental detail. Heavy vignetting and blur reduce quality.,5,5,5,"Excellent Rococo style integration with ornate borders, soft pastel tones, and decorative flourishes. Source composition fully preserved. No visible artifacts or distortions.",3,4,3,"Moderate Rococo influence with some gilded frame and soft coloring, but less ornate than Seedream. Structure well preserved. Slight color bleeding and edge softness present."
Minimalism__william-scott_bowl-white-on-grey-1962__to__Impressionism,Minimalism,Impressionism,Seedream_repaired750,Seedream_repaired750,EdgeGated_e01,EdgeGated_e01,4,2,4,5,"Minimal style transfer; mostly preserves source with faint texture. Structure well maintained, no artifacts.",5,3,4,Strong Impressionist brushwork and color palette applied. Slight warping of shield shape but overall coherent. Minor edge artifacts.,3,5,5,Preserves shield geometry perfectly. Very subtle style application — barely perceptible Impressionist traits. Clean output.
Ukiyo_e__katsushika-hokusai_ono-shindon-in-the-suraga-province__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Minimal style transfer; retains source aesthetic with slight texture aging. Structure preserved well but lacks Renaissance features.,5,5,5,"Excellent Early Renaissance style integration: chiaroscuro, rich color palette, and painterly brushwork. Structure faithfully adapted with no visible artifacts.",2,4,3,"Similar to LBM-Knee_e13 — minimal stylistic change, mostly structural fidelity with minor edge artifacts and aged paper effect."
Minimalism__fernando-lanhas_o39-68-1968__to__Early_Renaissance,Minimalism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,EdgeGated_e01,EdgeGated_e01,4,2,4,3,Minimal style transfer; mostly preserves source geometry with slight color shift. No Renaissance elements applied.,5,3,2,"Strong Early Renaissance style injection via background figures and architectural elements. Structure of source shape is distorted to accommodate style, introducing artifacts at edges.",3,5,5,"Excellent structure preservation with clean edges. Style transfer is subtle — only slight warm tone and texture added, lacking strong Renaissance motifs but avoiding artifacts."
Impressionism__edgar-degas_study-of-gentile-bellini-1855__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,"Very faint, washed-out impressionistic texture; structure preserved but style is barely perceptible and lacks color/brushwork fidelity.",5,5,5,Strong Impressionist brushwork with visible strokes and warm palette; excellent preservation of facial structure and hat detail; minimal artifacts.,2,4,3,"Similar to LBM — overly desaturated and blurry; structure intact but style transfer is weak and indistinct, lacking Impressionist characteristics."
