case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-Knee_e13_style_specificity,LBM-Knee_e13_structure_preservation,LBM-Knee_e13_artifact_control,LBM-Knee_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,EdgeGated_e12_style_specificity,EdgeGated_e12_structure_preservation,EdgeGated_e12_artifact_control,EdgeGated_e12_note
Minimalism__robert-morris_box-with-the-sound-of-its-own-making-1961__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Very weak Ukiyo-e style; mostly blurred gradient background with no stylistic elements. Structure preserved but lacks texture or pattern.,5,5,5,"Strong Ukiyo-e influence: wood grain texture mimics traditional prints, background has subtle atmospheric washes, and edges are clean. Excellent balance of style and structure.",2,4,4,"Minimal style transfer — nearly identical to source with slight color shift. No Ukiyo-e characteristics. Structure well preserved, artifacts minimal."
Minimalism__brice-marden_joined-2011__to__Impressionism,Minimalism,Impressionism,Seedream_repaired750,Seedream_repaired750,EdgeGated_e12,EdgeGated_e12,4,2,3,3,Minimal style transfer; mostly preserves original painting with slight color wash. Structure intact but lacks Impressionist texture or brushwork.,5,4,4,"Strong Impressionist style applied — visible brushstrokes, warm tones, atmospheric lighting. Slight edge artifacts but overall coherent and stylistically faithful.",3,5,5,Excellent structural fidelity and clean edges. Style transfer is subtle — more like a filtered version than full Impressionism. Minimal artifacts.
Ukiyo_e__kitagawa-utamaro_yama-uba-and-kintaro-1__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, washed-out style; lacks Ukiyo-e ink texture and color depth. Structure preserved but overly blurred. Significant loss of detail and contrast.",5,5,5,"Excellent Ukiyo-e aesthetic: warm paper tones, bold outlines, stylized shading, and visible brush/woodblock texture. Faithful to source structure with no artifacts.",3,4,3,Moderate Ukiyo-e feel with some ink-like edges and muted colors. Structure well preserved but slightly over-sharpened. Minor haloing around edges reduces artifact control.
Early_Renaissance__fra-angelico_coronation-of-the-virgin-detail-1435-1__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,3,Moderate Early Renaissance style with visible texture and color shifts; structure mostly preserved but edges slightly blurred; noticeable smudging and loss of fine detail.,5,5,5,"Excellent Early Renaissance style match with appropriate palette and brushwork; structure perfectly preserved; minimal artifacts, clean transitions and sharp details.",4,4,4,Good style fidelity with slight over-smoothing; structure well maintained; minor haloing and edge softening present but not distracting.
Rococo__pietro-longhi_the-tooth-extractor__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style transfer; image appears faded and washed out with minimal Rococo influence. Structure is somewhat preserved but lacks clarity. Heavy artifacts and loss of detail.,5,5,5,"Excellent Rococo style transfer with ornate framing, soft pastel tones, and decorative elements matching the target. Structure is well-preserved with clear figures and composition. Minimal artifacts; clean and coherent output.",3,4,3,"Moderate style transfer with some Rococo-like softness and color palette, but lacks ornamental detail. Structure is reasonably preserved. Some blurring and mild artifacts reduce overall quality."
Minimalism__frank-stella_gezira-from-black-series-ii-1967__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Fails to capture minimalism; introduces heavy texture and noise, distorting the original pattern.",5,5,5,"Perfectly preserves the geometric structure while applying a clean, minimalist aesthetic with no artifacts.",2,3,2,"Similar to LBM, it fails to achieve minimalism, introducing unwanted texture and losing the crispness of the source."
Early_Renaissance__filippo-lippi_adoration-of-the-magi-detail-2__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,EdgeGated_e12,EdgeGated_e12,EdgeGated_e12,EdgeGated_e12,4,2,3,2,"Faint, washed-out style transfer; lacks Renaissance texture and color depth. Structure preserved but overly blurred. Artifacts include smudging and loss of detail.",3,2,3,Circular crop distorts original composition. Style has some Renaissance warmth but lacks fine detail. Structure compromised by framing. Moderate artifacts from cropping and compression.,5,5,5,"Excellent preservation of original structure with strong Early Renaissance stylistic elements: muted palette, soft modeling, architectural detail, and figure rendering. Minimal artifacts; clean edges and coherent lighting."
Early_Renaissance__domenico-ghirlandaio_st-stephen-st-jacobo-st-peter__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very faded, washed-out colors; lacks Early Renaissance richness and detail. Structure is preserved but overly blurred. Heavy artifacts and loss of texture.",5,5,5,"Excellent match to Early Renaissance style: rich pigments, clear halos, architectural details intact. No visible artifacts. Faithful to source structure.",3,4,3,Moderate style transfer with some color saturation but inconsistent rendering. Some ghosting and edge artifacts around figures. Structure mostly preserved but slightly distorted.
Ukiyo_e__utagawa-kunisada_the-actor__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Faint impressionistic washes applied but lack texture and color richness; structure mostly preserved but edges blurred; minor artifacts from over-smoothing.,5,5,5,Strong Impressionist brushwork and palette applied faithfully; source structure perfectly retained; no visible artifacts or distortions.,2,4,3,Similar to LBM-Knee_e13 — weak style transfer with muted colors and minimal texture; structure preserved but edge artifacts slightly more pronounced.
Ukiyo_e__kitagawa-utamaro_yama-uba-and-kintaro-1__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Minimal style transfer; retains source’s flat, illustrative look with no Renaissance texture or lighting. Structure preserved but lacks stylistic integration. Artifacts include harsh borders and unnatural framing.",5,5,5,"Excellent Early Renaissance style: soft chiaroscuro, rich fabric textures, warm skin tones, and painterly brushwork. Structure perfectly preserved with natural blending. No visible artifacts.",3,4,3,"Moderate style transfer with some Renaissance-like shading and color warmth, but still retains too much of the original line-art quality. Structure well preserved. Minor artifacts in edge halos and inconsistent texture application."
Minimalism__john-mclaughlin_number-4__to__Impressionism,Minimalism,Impressionism,Seedream_repaired750,Seedream_repaired750,EdgeGated_e12,EdgeGated_e12,4,2,3,3,"Very smooth, almost airbrushed texture; lacks brushstroke detail and color variation typical of Impressionism. Structure preserved but overly uniform.",5,4,4,Strong Impressionist texture with visible brushwork and color blending in yellow regions. Slight over-saturation but excellent stylistic fidelity.,3,5,5,"Perfectly preserves source structure (white bands, beige background) with minimal artifacts. Style is muted — lacks expressive brushwork or color richness of Impressionism."
Impressionism__winston-churchill_distant-view-of-the-pyramids-1921-1(1)__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,3,Very faint Ukiyo-e influence; mostly retains source color palette with minimal stylistic transformation. Structure preserved but lacks artistic detail.,5,5,5,"Strong Ukiyo_e aesthetic with bold lines, flat color regions, and stylized forms. Excellent structure retention and clean output with no visible artifacts.",3,4,4,"Moderate Ukiyo_e flavor with some stylization and color shifts. Structure well preserved, slight softness in edges but overall clean."
Impressionism__pierre-auguste-renoir_still-life-with-apples-and-pomegranates-1901__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,3,"Faint, washed-out style; minimal adherence to minimalism. Structure preserved but lacks clarity. Low artifact presence but overly diffuse.",5,5,5,Strong minimalism with bold geometric shapes and flat colors. Excellent structure retention and clean output with no visible artifacts.,2,3,3,"Similar to LBM-Knee_e13 — soft, painterly, and vague. Minimalist intent is weak. Structure is somewhat maintained but lacks sharpness."
Minimalism__imi-knoebel_weiss-und-schwarz-4-2009__to__Impressionism,Minimalism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,4,3,Minimal impressionistic texture; structure preserved but lacks stylistic fidelity.,5,5,5,"Strong impressionist brushwork, excellent structure retention, no visible artifacts.",3,4,4,"Moderate impressionist feel, good structure, slight softening but clean output."
Early_Renaissance__leonardo-da-vinci_studies-of-a-bewalking__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,"Preserves the sketch structure well but fails to apply Rococo style, appearing mostly as a faded version of the source.",5,5,5,Excellent application of Rococo aesthetics with soft colors and ornate framing while perfectly maintaining the anatomical structure of the bear.,2,4,3,"Similar to LBM, it retains the line art structure but lacks the specific color and texture of the Rococo target style."
Minimalism__robert-morris_box-with-the-sound-of-its-own-making-1961__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Severely blurred and washed out; loses object definition and texture. Fails to convey minimalism’s clarity or the target’s clean aesthetic.,5,5,5,"Excellent preservation of geometry and material textures. Clean edges, accurate color mapping, and strong alignment with minimalist composition and tone.",3,4,3,Better than LBM but still overly soft and desaturated. Structure is preserved but lacks crispness; style feels muted and less intentional than Seedream.
Minimalism__agnes-martin_happy-valley-1967__to__Early_Renaissance,Minimalism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,1,1,Completely blank output; no style or structure transferred.,5,5,5,Excellent transfer of Early Renaissance style with full structural fidelity and no visible artifacts.,1,1,1,Completely blank output; no style or structure transferred.
Minimalism__sean-scully_untitled-1973__to__Impressionism,Minimalism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Very blurry and washed-out; loses geometric structure and shows no impressionistic brushwork or color variation.,5,5,5,"Excellent impressionistic texture with visible brushstroke-like patterns, strong color variation, and perfect preservation of the source geometry.",3,4,3,Better than LBM but still lacks rich texture; some color variation present but structure is slightly softened and edges are less crisp.
Early_Renaissance__benozzo-gozzoli_procession-of-the-magus-caspar-detail-1461-4__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed out; minimalism not clearly expressed, structure lost in haze.",5,5,5,Clean vector-like style with bold colors and simplified forms; preserves facial structure and crown details while achieving strong minimalism.,2,3,2,"Similar to LBM — overly diffuse, lacks stylistic clarity, structure obscured by soft blur."
Rococo__antoine-watteau_head-of-a-man__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Minimal style transfer; retains source sketch with faint Rococo-like washes but lacks ornamental detail or color richness. Structure preserved but overly muted.,5,5,5,"Excellent Rococo styling: ornate frame, soft pastel tones, elegant drapery, and refined facial rendering. Source structure faithfully adapted without distortion or artifacts.",2,3,2,"Similar to LBM — minimal stylistic infusion, mostly preserves original sketch with slight color bleed. No significant Rococo elements introduced; edges slightly blurred."
Early_Renaissance__antonello-da-messina_painter-self-portrait__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Minimal style transfer; mostly grayscale sketch with faint color hints. Structure preserved but lacks Ukiyo-e aesthetic.,5,5,5,"Excellent Ukiyo-e style match: soft gradients, traditional color palette, and stylized rendering. Structure fully preserved with no artifacts.",1,4,4,Almost entirely edge-based output; no meaningful style transfer. Structure intact but visually barren and non-stylized.
Minimalism__judy-chicago_morning-fan-1971__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,EdgeGated_e12,4,2,3,3,Minimal style transfer; mostly preserves source colors with faint Ukiyo-e hints. Structure intact but lacks stylistic depth.,5,5,4,Strong Ukiyo_e style application with clear woodblock texture and color palette. Structure well-preserved; minor vertical seam artifacts.,3,4,5,Clean output with no visible artifacts. Style is subtle — pastel gradients dominate over authentic Ukiyo_e characteristics. Structure preserved.
Minimalism__john-mclaughlin_number-4__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,3,"Very faint, washed-out Ukiyo-e style; structure preserved but lacks color and detail fidelity.",5,5,5,"Excellent Ukiyo_e style transfer with rich colors, clear structure, and minimal artifacts.",3,4,4,Moderate style transfer; structure mostly preserved but style is muted and slightly blurry.
Rococo__antoine-watteau_head-of-a-man__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very faint, washed-out output; minimal stylistic signal and poor structure retention. Appears as a blurred ghost of the source.",5,5,5,"Excellent minimalism: clean geometric planes, sharp edges, flat color blocks, and strong structural fidelity to the source pose and facial features. No visible artifacts.",2,3,2,"Similar to LBM — overly diffuse, low-contrast, and lacks clear stylistic interpretation. Structure is barely preserved; appears noisy and indistinct."
Minimalism__imi-knoebel_weiss-und-schwarz-4-2009__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly blurred and washed out; loses geometric clarity and minimalism’s crispness. Structure is recognizable but degraded by heavy smoothing artifacts.,5,5,5,"Excellent preservation of source geometry with clean, sharp edges. Style matches minimalism through high contrast, flat planes, and absence of texture or noise. No visible artifacts.",3,4,3,"Structure is well preserved with clear edges, but style is less minimal — soft gradients and haloing reduce the starkness expected. Some minor edge bleeding reduces artifact control."
Impressionism__eugene-boudin_trouville-the-fish-market-1884__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style transfer; image appears washed out and lacks Impressionist brushwork or color vibrancy. Structure is somewhat preserved but overly blurred.,5,5,5,"Excellent Impressionist style with visible brushstrokes, warm palette, and atmospheric lighting. Structure is well-preserved with clear figures and architecture. No noticeable artifacts.",3,4,3,Moderate style transfer with some Impressionist texture but muted colors and low contrast. Structure is mostly intact but lacks definition. Some smudging and loss of detail in figures.
Impressionism__alfred-sisley_the-banks-of-the-oise-1878__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,3,"Very washed-out, lacks brushwork texture; structure preserved but style is too faint and blurry.",5,5,5,"Excellent impressionistic brushwork, vibrant colors, and perfect structural fidelity with no artifacts.",3,4,3,Better than LBM but still suffers from over-blurring and lack of distinct stroke texture.
Ukiyo_e__tsukioka-yoshitoshi_not_detected_242419__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Poor Ukiyo-e style transfer; colors are washed out and lack traditional pigment depth. Structure is partially preserved but distorted. Significant artifacts in background and garment edges.,5,5,5,"Excellent Ukiyo-e style fidelity with appropriate color palette, line work, and texture. Structure is perfectly preserved. No visible artifacts; clean output.",3,4,3,Moderate style transfer; some Ukiyo-e characteristics present but muted. Structure is well preserved. Minor artifacts in background and slight color bleeding.
Rococo__carl-ludwig-johann-christineck_portrait-of-paul-of-russia-dressed-as-chevalier-of-the-order-of-st-andrew-1760__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed out; minimalism not clearly expressed, structure partially preserved but details lost.",5,5,5,"Clean, stylized vector-like rendering with strong minimalism; excellent structure retention and no visible artifacts.",2,3,2,"Similar to LBM — overly diffuse, lacks clear minimalism, structure faintly preserved but heavily degraded."
Ukiyo_e__ogata-gekko_nihon-hana-zue-1896__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,EdgeGated_e12,EdgeGated_e12,4,2,3,2,Very faint impressionistic texture; structure preserved but style is weak and washed out.,5,4,3,Strong impressionist brushwork and color palette; slight over-saturation and minor structural softening.,3,5,5,"Excellent structure and clean output, but style application is subtle and lacks bold impressionist character."
Ukiyo_e__utagawa-kuniyoshi_woman-seated-under-a-cherry-blossoms__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Minimal style transfer; retains source structure but lacks Impressionist texture or brushwork. Artifacts visible in background and clothing edges.,5,5,5,"Excellent Impressionist rendering with soft brushstrokes, color blending, and atmospheric effects. Structure perfectly preserved. No visible artifacts.",3,4,3,Moderate style application; some Impressionist traits present but muted. Structure well preserved. Minor smudging and edge artifacts in robe and background.
Early_Renaissance__pisanello_stork-1430__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,"Very pale, washed-out style; lacks impressionist texture and color vibrancy. Structure is preserved but appears faded. Minimal artifacts but poor stylistic fidelity.",5,5,5,"Excellent impressionist rendering with visible brushwork, warm tones, and textured background. Bird structure is well-preserved with natural shading and color transitions. No visible artifacts.",2,3,4,Overly smooth and flat; lacks impressionist texture. Structure is somewhat preserved but edges appear blurred or softened unnaturally. Few artifacts but stylistically weak.
Impressionism__rudolf-schweitzer-cumpana_str-du-n-atena__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very washed-out, low contrast; style transfer is weak and indistinct, resembling faded watercolor rather than Ukiyo-e. Structure is preserved but lacks definition.",5,5,5,"Excellent Ukiyo-e style transfer with bold outlines, flat color planes, and stylized shading. Structure is perfectly preserved with no artifacts. Best overall result.",2,3,2,Similar to LBM-Knee_e13 — overly pale and low-contrast. Fails to capture the graphic quality of Ukiyo-e. Structure is intact but visually underwhelming.
Minimalism__joan-hernandez-pijuan_nuvol-rosa-2-1990__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,EdgeGated_e12,4,2,3,3,"Very faint, washed-out style; minimal Ukiyo-e characteristics. Structure preserved but overly blurred. Low artifact presence but lacks stylistic intent.",5,5,4,Strongest Ukiyo-e aesthetic with gradient washes and ink-like edges. Structure well-preserved with clear oval boundary. Minor color bleeding at bottom edge.,3,4,5,Cleanest output with no visible artifacts. Structure preserved well. Style is present but muted — lacks the rich tonal variation of true Ukiyo-e.
Ukiyo_e__utagawa-kunisada_not_detected_240381(1)__to__Minimalism,Ukiyo_e,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, washed-out output with minimal stylistic alignment to minimalism; structure is blurred and indistinct; heavy artifacts and loss of detail.",5,5,5,"Clean, flat-color composition with bold outlines and simplified forms — strongly aligns with minimalism; source structure preserved accurately; no visible artifacts.",2,3,2,"Similar to LBM — overly diffuse, low-contrast, and lacks clear stylistic direction; structure is partially retained but obscured by noise-like artifacts."
Rococo__giovanni-domenico-tiepolo_the-new-world-1797__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very washed-out, lacks Ukiyo-e color and line quality; structure is blurred but recognizable; heavy artifacts and loss of detail.",5,5,5,"Excellent Ukiyo-e style transfer with bold outlines, flat color blocks, and traditional composition; source structure perfectly preserved; minimal artifacts.",2,3,2,Similar to LBM — overly pale and indistinct; fails to capture Ukiyo-e’s graphic intensity; structure is vague; noticeable smudging and artifacting.
Ukiyo_e__hiroshige_oiso-toraga-ame-shower-1835__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,EdgeGated_e12,EdgeGated_e12,4,3,4,3,Moderate Ukiyo-e style with visible brushstroke texture but lacks color depth and traditional composition fidelity. Some structural elements are preserved but appear slightly blurred or smeared.,5,4,4,"Strongest Ukiyo-e aesthetic: warm tones, soft gradients, and traditional framing match the reference well. Structure is mostly preserved with minor softening; artifacts are minimal.",4,5,5,Excellent structural fidelity and clean edges with minimal artifacts. Style is present but slightly muted compared to Seedream; still strong Ukiyo-e characteristics with good control.
Rococo__dmitry-levitzky_maria-feodorovna__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very blurry and washed-out; minimal Ukiyo-e stylistic features; structure preserved but heavily degraded by haze.,5,5,5,"Strong Ukiyo-e aesthetic with bold outlines, flat color regions, and stylized shading; excellent structure retention; clean output with no visible artifacts.",3,4,3,Moderate Ukiyo-e influence with some line work and color blocking; structure mostly intact but suffers from smudging and halo artifacts around edges.
Minimalism__ronald-davis_zig-zag-times-two-1966__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,"Fails to capture minimalism; overly desaturated and washed-out, losing color fidelity and visual interest.",5,5,5,"Perfectly captures the minimalist aesthetic with clean geometry, solid color, and sharp edges. No artifacts.",3,4,4,"Captures the shape well but loses color and texture, resulting in a ghostly, low-contrast appearance that lacks the boldness of minimalism."
Impressionism__childe-hassam_evening-champs-elysees-aka-pres-du-louvre__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,3,Moderate impressionistic blur and color blending; structure mostly preserved but edges softened excessively; some smudging artifacts in background.,5,5,5,"Strong Impressionist palette and brushwork; excellent preservation of figure and scene structure; minimal artifacts, clean transitions.",4,4,4,Good stylistic emulation with visible edge guidance; structure well maintained; slight over-sharpening or haloing near edges.
Impressionism__claude-monet_palazzo-contarini-2__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,EdgeGated_e12,4,2,3,3,"Faint, washed-out output with minimal stylistic abstraction; structure is preserved but lacks clarity or intentional simplification.",5,5,4,"Strong minimalism: bold flat colors, clean geometric shapes, simplified architecture and reflection. Minor blockiness in water reflection but overall highly controlled and stylistically faithful.",3,4,5,"Smooth, painterly blur with no harsh artifacts; structure is softly preserved but style is ambiguous — not clearly minimalist, more impressionistic."
Rococo__antoine-pesne_carl-heinrich-graun__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed out; minimalism not clearly expressed, structure is vague, artifacts from diffusion noise.",5,5,5,Excellent minimalism with clean geometry and flat colors; preserves source structure well; no visible artifacts.,2,3,2,Similar to LBM-Knee_e13; overly hazy and lacks stylistic clarity; structure is partially preserved but obscured by artifacts.
Rococo__thomas-gainsborough_a-peasant-girl-with-dog-and-jug-1785__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very blurry and washed out; minimal Rococo styling, heavy vignetting, poor detail retention.",5,5,5,"Excellent Rococo aesthetic with ornate frame, soft pastel tones, and clear subject structure. Minimal artifacts.",3,4,3,Moderate style transfer with some Rococo color hints but lacks ornamental framing; slight blurring and edge smearing.
Early_Renaissance__antonello-da-messina_painter-self-portrait__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, washed-out output with minimal stylistic interpretation; structure is barely preserved and artifacts from over-smoothing are visible.",5,5,5,"Excellent minimalism: clean lines, flat color, simplified forms. Structure perfectly preserved. No artifacts.",2,3,2,"Similar to LBM — faint, low-contrast, overly smoothed. Structure partially retained but obscured by noise/artifacts. Minimalist style not convincingly applied."
Minimalism__tony-smith_die-1968__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Cube shape preserved but color and texture completely lost; appears frosted/white instead of brown. Minimalist intent unclear due to material change.,5,5,5,"Perfectly preserves source structure and color while matching target minimalist aesthetic. Clean edges, no artifacts, faithful to both content and style.",2,4,3,Similar to LBM — structure intact but color/texture altered to frosted white. Lacks the brown tone of source and doesn’t clearly convey minimalism beyond abstraction.
Early_Renaissance__carlo-crivelli_piet-1__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very faded, low contrast; style is barely recognizable as Ukiyo-e. Structure is preserved but washed out. Heavy artifacts from over-smoothing.",5,5,5,"Excellent Ukiyo-e style transfer with bold lines, flat color blocks, and traditional composition. Structure is perfectly preserved. No visible artifacts.",2,3,2,Similar to LBM-Knee_e13 — overly faded and desaturated. Style is weakly represented. Structure is intact but lacks vibrancy. Some noise/artifacts present.
Minimalism__richard-tuttle_relative-to-our-society-1990__to__Minimalism,Minimalism,Minimalism,EdgeGated_e12,Seedream_repaired750,EdgeGated_e12,EdgeGated_e12,4,2,3,2,"Faint ghosting and low contrast; minimal style transfer effect, structure mostly preserved but visually muddy.",5,2,3,"Strong geometric minimalism with clean color blocks; however, source object structure is heavily distorted and partially lost.",4,5,5,"Excellent preservation of source structure with subtle minimal styling (soft shadows, muted tones); no visible artifacts or distortions."
Rococo__giovanni-domenico-tiepolo_christ-s-fall-on-the-way-to-calvary-1772__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Overly washed-out and hazy; loses Renaissance color depth and detail. Structure is somewhat preserved but blurred. Heavy artifacting from over-smoothing.,5,5,5,"Excellent match to Early Renaissance style: rich earth tones, clear chiaroscuro, and faithful anatomical rendering. Structure is well-preserved with minimal artifacts.",3,4,3,Better than LBM but still lacks full Renaissance color richness. Some edge artifacts visible; structure is mostly intact but slightly distorted in highlights.
Early_Renaissance__fra-angelico_bosco-ai-frati-altarpiece__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Minimal style transfer; retains source structure but lacks Impressionist brushwork or color palette. Slight blurring introduces minor artifacts.,5,5,5,"Strong Impressionist rendering with visible brushstrokes, soft edges, and atmospheric color while preserving original composition and figures cleanly.",3,4,4,Moderate style application with some Impressionist tones but less cohesive than Seedream. Minor edge artifacts and slight color bleeding present.
Rococo__canaletto_london-the-thames-and-the-city-of-london-from-the-terrace-of-richmond-house__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Preserves source structure well but applies minimal Early Renaissance style; appears mostly grayscale with faint texture overlay.,5,5,5,"Excellent fusion: retains source composition while fully adopting Early Renaissance color palette, lighting, and painterly detail; no visible artifacts.",3,4,4,Moderate style transfer with some Renaissance tones; structure preserved but edges show slight halos and uneven blending.
Minimalism__joan-hernandez-pijuan_nuvol-rosa-2-1990__to__Early_Renaissance,Minimalism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,EdgeGated_e12,Seedream_repaired750,4,2,3,3,Minimal style transfer; retains source color and texture. Structure preserved but lacks Renaissance detail. Some edge artifacts visible.,5,4,5,Strong Early Renaissance style applied with warm tones and aged texture. Structure well preserved. Clean output with minimal artifacts.,3,5,4,Structure perfectly preserved with clear oval boundary. Style transfer is subtle — mostly color shift without full Renaissance rendering. Minor edge artifacts.
