src_style,src_slug,src_path
Ukiyo_e,Ukiyo_e__kitagawa-utamaro_the-hour-of-the-horse,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Ukiyo_e\Ukiyo_e__kitagawa-utamaro_the-hour-of-the-horse.jpg
Ukiyo_e,Ukiyo_e__kitagawa-utamaro_upon-my-oath,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Ukiyo_e\Ukiyo_e__kitagawa-utamaro_upon-my-oath.jpg
Ukiyo_e,Ukiyo_e__kitagawa-utamaro_yama-uba-and-kintaro-1,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Ukiyo_e\Ukiyo_e__kitagawa-utamaro_yama-uba-and-kintaro-1.jpg
Ukiyo_e,Ukiyo_e__ogata-gekko_nihon-hana-zue-1896,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Ukiyo_e\Ukiyo_e__ogata-gekko_nihon-hana-zue-1896.jpg
Ukiyo_e,Ukiyo_e__ogata-gekko_print-from-series-women-s-customs-and-manners-1895-1,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Ukiyo_e\Ukiyo_e__ogata-gekko_print-from-series-women-s-customs-and-manners-1895-1.jpg
Ukiyo_e,Ukiyo_e__tsukioka-yoshitoshi_not_detected_242419,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Ukiyo_e\Ukiyo_e__tsukioka-yoshitoshi_not_detected_242419.jpg
Ukiyo_e,Ukiyo_e__utagawa-kunisada-ii_oichi-from-the-beauties-of-tokyo-series,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Ukiyo_e\Ukiyo_e__utagawa-kunisada-ii_oichi-from-the-beauties-of-tokyo-series.jpg
Ukiyo_e,Ukiyo_e__utagawa-kunisada_not_detected_240333,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Ukiyo_e\Ukiyo_e__utagawa-kunisada_not_detected_240333.jpg
Ukiyo_e,Ukiyo_e__utagawa-kunisada_not_detected_240347,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Ukiyo_e\Ukiyo_e__utagawa-kunisada_not_detected_240347.jpg
Ukiyo_e,Ukiyo_e__utagawa-kunisada_not_detected_240353,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Ukiyo_e\Ukiyo_e__utagawa-kunisada_not_detected_240353.jpg
Ukiyo_e,Ukiyo_e__utagawa-kunisada_not_detected_240381(1),G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Ukiyo_e\Ukiyo_e__utagawa-kunisada_not_detected_240381(1).jpg
Ukiyo_e,Ukiyo_e__utagawa-kunisada_the-actor,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Ukiyo_e\Ukiyo_e__utagawa-kunisada_the-actor.jpg
Ukiyo_e,Ukiyo_e__utagawa-kuniyoshi_a-man-confronted-with-an-apparition-of-the-fox-goddess,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Ukiyo_e\Ukiyo_e__utagawa-kuniyoshi_a-man-confronted-with-an-apparition-of-the-fox-goddess.jpg
Ukiyo_e,Ukiyo_e__utagawa-kuniyoshi_a-record-of-origins-of-the-great-country-of-japan,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Ukiyo_e\Ukiyo_e__utagawa-kuniyoshi_a-record-of-origins-of-the-great-country-of-japan.jpg
Ukiyo_e,Ukiyo_e__utagawa-kuniyoshi_high-noon-at-kasumigaseki,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Ukiyo_e\Ukiyo_e__utagawa-kuniyoshi_high-noon-at-kasumigaseki.jpg
Ukiyo_e,Ukiyo_e__utagawa-kuniyoshi_ishiyakushi,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Ukiyo_e\Ukiyo_e__utagawa-kuniyoshi_ishiyakushi.jpg
Ukiyo_e,Ukiyo_e__utagawa-kuniyoshi_kuzunoha,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Ukiyo_e\Ukiyo_e__utagawa-kuniyoshi_kuzunoha.jpg
Ukiyo_e,Ukiyo_e__utagawa-kuniyoshi_tamatori-being-pursued-bya-dragon,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Ukiyo_e\Ukiyo_e__utagawa-kuniyoshi_tamatori-being-pursued-bya-dragon.jpg
Ukiyo_e,Ukiyo_e__utagawa-kuniyoshi_tsuchigumo,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Ukiyo_e\Ukiyo_e__utagawa-kuniyoshi_tsuchigumo.jpg
Ukiyo_e,Ukiyo_e__utagawa-kuniyoshi_woman-seated-under-a-cherry-blossoms,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Ukiyo_e\Ukiyo_e__utagawa-kuniyoshi_woman-seated-under-a-cherry-blossoms.jpg
Ukiyo_e,Ukiyo_e__utagawa-toyokuni_the-heian-courtier,G:\GitHub\Latent_Style\Dataset\distinct5_512\test\Ukiyo_e\Ukiyo_e__utagawa-toyokuni_the-heian-courtier.jpg
