case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,SaMAM_2250_style_specificity,SaMAM_2250_structure_preservation,SaMAM_2250_artifact_control,SaMAM_2250_note,AttnSA_e24_style_specificity,AttnSA_e24_structure_preservation,AttnSA_e24_artifact_control,AttnSA_e24_note
Early_Renaissance__domenico-ghirlandaio_st-jerome__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,3,4,3,"Moderate Ukiyo-e influence with bold outlines and flat color blocks, but lacks fine woodblock texture; structure preserved well; minor color bleeding artifacts.",5,5,5,"Strong Ukiyo_e aesthetic: clean linework, stylized shading, muted palette, and compositional framing matching target B; structure faithfully retained; minimal artifacts.",2,3,2,Very faint Ukiyo_e traits; overly washed-out and blurry; structure degraded; significant noise and loss of detail indicate poor artifact control.
Early_Renaissance__domenico-ghirlandaio_st-stephen-st-jacobo-st-peter__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,5,5,5,"Excellent Early Renaissance style transfer with accurate color palette, drapery rendering, and architectural framing; structure fully preserved; no visible artifacts.",4,4,4,Strong stylistic match but slightly muted tones and minor softening of facial features; structure mostly intact; negligible artifacts.,3,3,2,Style is present but overly washed out and hazy; structural details blurred; noticeable smudging and loss of edge definition.
Early_Renaissance__domenico-ghirlandaio_st-stephen-st-jacobo-st-peter__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,5,Strong Impressionist brushwork with clear figure and architectural structure; minimal artifacts.,4,4,4,Good style transfer but slightly less refined brush texture; minor structural softening.,3,3,3,Overly blurred and hazy; loses detail and introduces noticeable artifacts.
Early_Renaissance__domenico-ghirlandaio_st-stephen-st-jacobo-st-peter__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,SaMAM_2250,SaMAM_2250,4,5,3,3,Strong minimalism via flat color blocks and simplified forms; loses architectural detail and spatial depth.,3,5,5,Preserves original composition and structure well; minimalism applied subtly with muted tones and soft edges.,2,4,2,"Overly blurred and washed-out; minimalism not clearly expressed, artifacts from excessive smoothing degrade clarity."
Early_Renaissance__domenico-ghirlandaio_st-stephen-st-jacobo-st-peter__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,4,5,5,Strong Rococo softness and color harmony; figures and architecture well preserved; minimal artifacts.,3,4,4,Moderate Rococo feel with slightly muted palette; structure mostly intact; minor smoothing artifacts.,2,3,2,Weak Rococo styling; noticeable haze and color shifts; structure blurred with visible artifacts.
Early_Renaissance__domenico-ghirlandaio_st-stephen-st-jacobo-st-peter__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,5,"Strong Ukiyo-e stylization with clean lines, flat color blocks, and decorative patterns; structure and figures well preserved; minimal artifacts.",4,4,4,Good Ukiyo-e influence with bold outlines and stylized faces; slight over-saturation and minor edge halos; structure mostly intact.,3,3,3,Weaker Ukiyo-e traits; muted colors and blurred edges; some structural distortion and visible compression artifacts.
Early_Renaissance__filippo-lippi_adoration-of-the-magi-detail-2__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,SaMAM_2250,SaMAM_2250,Seedream_repaired750,Seedream_repaired750,4,3,5,5,Preserves source structure well with minimal artifacts; style is somewhat muted and lacks strong Early Renaissance characteristics.,5,4,3,Strongly captures Early Renaissance style with rich color and detail; slight structural distortion and minor artifacts present.,2,3,2,"Weak style transfer, heavy blurring and loss of detail; significant artifacts and poor structural fidelity."
Early_Renaissance__filippo-lippi_adoration-of-the-magi-detail-2__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,5,Strong Impressionist brushwork and color palette; preserves source structure well with minimal artifacts.,4,4,3,Good style transfer but slight structural distortion and minor smudging artifacts.,3,3,2,Weak Impressionist rendering; significant loss of structure and heavy blurring/artifacts.
Early_Renaissance__filippo-lippi_adoration-of-the-magi-detail-2__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,5,5,5,"Strong minimalism via flat color blocks, geometric simplification, and reduced detail; preserves source structure well with clean edges and no artifacts.",3,4,4,Retains some texture and complexity; minimalism is partial — lacks bold abstraction but avoids major artifacts.,2,2,3,Over-blurred and washed out; loses structural clarity and minimalism intent; artifacts from excessive smoothing.
Early_Renaissance__filippo-lippi_adoration-of-the-magi-detail-2__to__Rococo,Early_Renaissance,Rococo,SaMAM_2250,SaMAM_2250,Seedream_repaired750,Seedream_repaired750,4,2,5,5,Preserves source structure perfectly but applies minimal Rococo styling; appears washed out and lacks ornamental detail.,5,3,3,"Strong Rococo aesthetic with rich colors and decorative elements, but distorts architectural lines and introduces visual noise.",3,2,2,"Shows some Rococo color palette but suffers from heavy blurring, loss of detail, and structural collapse."
Early_Renaissance__filippo-lippi_adoration-of-the-magi-detail-2__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,3,3,3,Moderate Ukiyo-e stylization with visible brushwork and color blocking; structure is partially preserved but softened; some artifacts from over-smoothing.,5,5,5,"Strong Ukiyo-e aesthetic with bold outlines, flat color planes, and traditional composition; source structure well preserved; minimal artifacts.",2,2,2,Very faint stylization; lacks clear Ukiyo-e traits; structure heavily blurred; significant loss of detail and high artifact presence.
Early_Renaissance__filippo-lippi_confirmation-of-the-carmelite-rule__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,5,"Strong Early Renaissance style with clear architectural framing, balanced composition, and minimal artifacts; closely matches target B in mood and structure.",4,4,4,Good stylistic fidelity but slightly more saturated colors and minor structural distortion in background elements; still strong overall.,2,3,2,Overly faded and washed-out; loses key structural details and stylistic cues from target; appears degraded rather than stylized.
Early_Renaissance__filippo-lippi_confirmation-of-the-carmelite-rule__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,5,Strong Impressionist brushwork with clear structural fidelity and minimal artifacts.,4,4,4,Good style transfer but slightly less refined in texture and edge preservation.,3,3,3,"Weaker style application, noticeable blurring and loss of detail."
Early_Renaissance__filippo-lippi_confirmation-of-the-carmelite-rule__to__Minimalism,Early_Renaissance,Minimalism,SaMAM_2250,Seedream_repaired750,SaMAM_2250,SaMAM_2250,4,5,3,3,"Strong minimalism via flat color blocks and simplified forms, but structure is heavily distorted and artifacts from aggressive stylization are visible.",4,5,5,"Excellent balance: preserves source structure well, applies minimalism through muted tones and soft edges without introducing artifacts.",3,4,4,"Minimalist in wash-like texture and low contrast, but lacks clear stylistic intent; structure is preserved but details are overly blurred."
Early_Renaissance__filippo-lippi_confirmation-of-the-carmelite-rule__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,SaMAM_2250,Seedream_repaired750,4,5,3,5,Strong Rococo elegance with soft pastels and ornate framing; preserves source composition well; minimal artifacts.,3,5,4,Preserves source structure faithfully but style is muted and less distinctly Rococo; slight color bleeding but clean overall.,2,2,3,Very blurry and washed-out; loses both structural detail and stylistic clarity; heavy artifacts and loss of form.
Early_Renaissance__filippo-lippi_confirmation-of-the-carmelite-rule__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,5,"Strong Ukiyo-e aesthetic with bold outlines, flat color blocks, and stylized figures; preserves source composition well; minimal artifacts.",4,4,4,Good style match but slightly muted colors and less defined linework; structure mostly preserved; minor smudging in background.,3,3,3,"Faint, washed-out appearance lacks Ukiyo-e vibrancy; structure blurred; noticeable noise and loss of detail."
Early_Renaissance__fra-angelico_bosco-ai-frati-altarpiece__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,3,5,3,Strong structural fidelity but muted Renaissance styling; slight color bleeding and soft edges reduce stylistic clarity.,5,4,5,"Excellent Early Renaissance style match with clean rendering, minimal artifacts, and well-preserved composition.",4,3,4,"Good stylistic tone but overblurred; structure slightly softened, reducing detail fidelity compared to D."
Early_Renaissance__fra-angelico_bosco-ai-frati-altarpiece__to__Impressionism,Early_Renaissance,Impressionism,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,2,5,4,Preserves structure well but lacks Impressionist brushwork and color blending; appears too rigid and painterly in a non-Impressionist way.,5,4,5,"Strong Impressionist style with soft edges, visible brushstrokes, and atmospheric color; maintains key compositional elements with minimal artifacts.",3,3,3,Shows some Impressionist traits but overly washed out and blurry; loses detail and introduces smudging artifacts without clear stylistic intent.
Early_Renaissance__fra-angelico_bosco-ai-frati-altarpiece__to__Minimalism,Early_Renaissance,Minimalism,SaMAM_2250,Seedream_repaired750,SaMAM_2250,SaMAM_2250,4,5,3,2,"Strong minimalism via flat color blocks and simplified forms, but loses architectural detail and introduces halos/blur artifacts.",4,5,5,Best balance: retains original composition and figures while applying subtle minimalism through muted tones and soft edges; no major artifacts.,3,2,3,"Over-blurred and washed out; structure is heavily degraded, style is vague, and artifacts (smearing, loss of detail) are prominent."
Early_Renaissance__benozzo-gozzoli_madonna-and-child-1485__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,5,"Strong Ukiyo-e stylization with bold outlines, flat color blocks, and decorative patterns; preserves source composition and facial structure; minimal artifacts.",4,4,4,Good Ukiyo-e influence with stylized halos and background motifs; slight softening of edges reduces structural fidelity; minor color bleeding in robes.,2,3,2,Weak Ukiyo-e traits; overly blurred and painterly; significant loss of line definition and structural clarity; heavy smudging and halo distortion.
Early_Renaissance__fra-angelico_bosco-ai-frati-altarpiece__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,5,"Excellent Rococo styling with ornate details, soft pastel tones, and decorative arches; structure closely matches source; minimal artifacts.",4,4,4,Good Rococo elements but slightly less refined than C; structure well preserved; minor color bleeding and edge softness.,3,3,2,Weak Rococo interpretation; heavy blur and smudging distort structure; significant artifacts and loss of detail.
Early_Renaissance__fra-angelico_bosco-ai-frati-altarpiece__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,3,4,3,Moderate Ukiyo-e influence with soft edges and muted colors; structure mostly preserved but some blurring; minor artifacts in background details.,5,5,5,"Strong Ukiyo-e aesthetic with bold outlines, flat color planes, and decorative patterns; excellent structural fidelity; minimal artifacts.",2,3,4,Weak Ukiyo-e styling; overly washed-out and blurry; structure partially lost; clean but lacks stylistic definition.
Early_Renaissance__fra-angelico_coronation-of-the-virgin-detail-1435-1__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,3,5,3,Strong structural fidelity but muted Renaissance styling; slight color bleeding and soft edges reduce stylistic clarity.,5,4,5,"Excellent Early Renaissance palette, brushwork simulation, and clean artifact control; minor structural softening in background elements.",2,3,2,"Overly hazy, low-contrast output with poor stylistic definition and visible smearing artifacts; structure significantly degraded."
Early_Renaissance__fra-angelico_coronation-of-the-virgin-detail-1435-1__to__Impressionism,Early_Renaissance,Impressionism,SaMAM_2250,SaMAM_2250,Seedream_repaired750,Seedream_repaired750,4,3,5,5,Preserves structure well but lacks strong Impressionist brushwork and color vibrancy.,5,4,4,Strongest Impressionist style with visible brushstrokes and warm tones; slight softening of edges.,2,3,3,Overly blurred and washed out; loses both stylistic detail and structural clarity.
Early_Renaissance__fra-angelico_coronation-of-the-virgin-detail-1435-1__to__Minimalism,Early_Renaissance,Minimalism,SaMAM_2250,Seedream_repaired750,SaMAM_2250,SaMAM_2250,4,5,3,2,"Highly stylized with bold colors and flat shapes matching minimalism, but distorts original structure and introduces halos/artifacts.",3,5,5,Preserves original composition and figures well; applies subtle color simplification consistent with minimalism without major artifacts.,2,4,3,Soft blur reduces detail but lacks clear minimalist styling; moderate structure retention with some loss of definition.
Early_Renaissance__fra-angelico_coronation-of-the-virgin-detail-1435-1__to__Rococo,Early_Renaissance,Rococo,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,2,5,3,Preserves structure well but applies Rococo via decorative frame rather than stylistic rendering; soft blur reduces clarity.,5,4,5,Strong Rococo aesthetic with warm tones and painterly texture; maintains scene coherence and minimal artifacts.,3,2,2,"Heavy blur and low contrast obscure structure; style is vague and indistinct, resembling smudged oil rather than deliberate Rococo."
Early_Renaissance__fra-angelico_coronation-of-the-virgin-detail-1435-1__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,5,"Strong Ukiyo-e stylization with bold outlines, flat color blocks, and decorative patterns; preserves source composition and character poses cleanly; minimal artifacts.",4,4,4,Good Ukiyo-e influence with stylized faces and robes; slight over-smoothing in background; minor loss of fine edge detail but overall coherent.,2,3,2,"Very faint, washed-out style; lacks clear Ukiyo-e traits; structure blurred and indistinct; heavy haze/artifacts obscure details."
Early_Renaissance__fra-angelico_saint-cosmas-and-saint-damian-before-lisius-1440__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,5,"Excellent Early Renaissance style transfer with accurate color palette, architectural details, and figure rendering; structure fully preserved; minimal artifacts.",4,4,4,Good stylistic fidelity but slightly muted tones; structure mostly intact with minor distortions in background elements; low-level artifacts present.,3,3,3,Weakest style match — overly washed out and lacks Renaissance detail; structural elements blurred or misaligned; noticeable compression and smearing artifacts.
Early_Renaissance__fra-angelico_saint-cosmas-and-saint-damian-before-lisius-1440__to__Impressionism,Early_Renaissance,Impressionism,SaMAM_2250,SaMAM_2250,Seedream_repaired750,Seedream_repaired750,4,3,5,5,Preserves structure well but lacks strong Impressionist brushwork and color blending.,5,4,4,Strong Impressionist style with visible brushstrokes and atmospheric color; minor structural softening.,2,3,3,Overly blurred and hazy; loses both stylistic detail and structural clarity.
Early_Renaissance__fra-angelico_saint-cosmas-and-saint-damian-before-lisius-1440__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,5,5,5,"Perfectly captures minimalism with flat colors, bold outlines, and simplified forms while preserving all structural elements and人物 positions without artifacts.",3,4,4,"Retains structure well but applies a painterly, textured style rather than true minimalism; slight color bleeding and soft edges reduce stylistic purity.",2,2,1,"Overly blurred and washed-out; loses structural clarity and introduces heavy artifacts (smudging, loss of detail), failing both style and fidelity goals."
Early_Renaissance__fra-angelico_saint-cosmas-and-saint-damian-before-lisius-1440__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,5,"Strong Rococo styling with ornate architecture, soft pastel tones, and elegant figures; preserves source composition faithfully with minimal artifacts.",4,4,4,Good Rococo elements but slightly muted palette and less refined architectural detail; minor structural blurring in background figures.,2,3,2,"Heavy blur and loss of detail; weak Rococo styling, significant artifacting, and poor preservation of original structure."
Early_Renaissance__fra-angelico_saint-cosmas-and-saint-damian-before-lisius-1440__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,5,Strong Ukiyo-e stylization with clean lines and flat color blocks; preserves original composition and figure placement; minimal artifacts.,4,4,4,Good Ukiyo-e influence but slightly less defined line work; structure mostly preserved; minor smudging in background elements.,3,3,3,Weakest Ukiyo-e interpretation; blurred edges and loss of detail; structural distortion in figures and architecture; noticeable artifacts.
Early_Renaissance__jacopo-bellini_view-of-a-fortification-of-jerusalem(1)__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,5,Strong Early Renaissance architectural detail and muted palette; clean lines with minimal artifacts.,4,4,3,Good stylistic match but slightly noisy texture and minor edge artifacts.,3,3,4,"Faint sketch-like rendering; structure less defined, though low artifact presence."
Early_Renaissance__jacopo-bellini_view-of-a-fortification-of-jerusalem(1)__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,SaMAM_2250,SaMAM_2250,4,5,3,3,Strong Impressionist brushwork and color palette; structure slightly blurred but recognizable; minor smudging artifacts.,3,5,5,"Excellent structural fidelity and clean output; style is muted, more sketch-like than full Impressionism; no visible artifacts.",2,4,4,"Very faint, washed-out style with minimal Impressionist traits; structure preserved but low contrast; slight noise in background."
Early_Renaissance__jacopo-bellini_view-of-a-fortification-of-jerusalem(1)__to__Minimalism,Early_Renaissance,Minimalism,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,2,3,2,Highly stylized with bold colors and geometric forms; loses source structure and introduces heavy artifacts.,5,5,5,"Faithfully preserves source structure while applying minimalism through muted tones, clean lines, and reduced detail.",4,4,4,Minimalist in tone and texture but slightly over-smoothed; retains structure well with minor loss of fine detail.
Early_Renaissance__jacopo-bellini_view-of-a-fortification-of-jerusalem(1)__to__Rococo,Early_Renaissance,Rococo,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,3,3,3,"Moderate Rococo flair with soft pastel tones and decorative framing, but lacks ornate detail; structure is somewhat blurred; minor smudging artifacts present.",5,5,5,"Strong Rococo influence via ornate framing, delicate line work, and muted elegance; source structure preserved with high fidelity; clean output with minimal artifacts.",2,4,4,Minimal stylistic deviation — appears nearly monochrome sketch; structure well preserved; low artifact level but fails to evoke Rococo aesthetics.
Early_Renaissance__jacopo-bellini_view-of-a-fortification-of-jerusalem(1)__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,5,"Strong Ukiyo-e aesthetic with bold outlines, flat color blocks, and compositional framing; source structure well preserved; minimal artifacts.",4,4,3,"Ukiyo-e influence visible in line work and tonal contrast, but slightly muddy rendering and minor structural distortion; some noise/artifacts present.",2,3,2,Faint sketch-like appearance lacks strong Ukiyo-e traits; structure blurred; heavy artifacting and low fidelity to target style.
Early_Renaissance__leonardo-da-vinci_studies-of-a-bewalking__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,2,3,3,"Overly painterly, loses sketchy line quality; structure intact but style mismatched.",5,5,5,Faithfully renders Early Renaissance sketch style with clean lines and aged paper texture; preserves source structure perfectly.,4,4,4,Good stylistic match but slightly noisier background and less refined line work than D.
Early_Renaissance__leonardo-da-vinci_studies-of-a-bewalking__to__Impressionism,Early_Renaissance,Impressionism,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,3,5,3,Strong structural fidelity but lacks Impressionist brushwork and color; appears more like a colored sketch.,5,4,5,"Best captures Impressionist texture, palette, and soft edges while preserving key forms; minimal artifacts.",2,3,4,Too faint and sketch-like; lacks color and painterly quality of Impressionism; structure is preserved but stylistically weak.
Early_Renaissance__leonardo-da-vinci_studies-of-a-bewalking__to__Minimalism,Early_Renaissance,Minimalism,SaMAM_2250,Seedream_repaired750,SaMAM_2250,SaMAM_2250,4,5,2,3,"Strong minimalism via flat color blocks and geometric simplification, but loses anatomical structure and introduces unnatural limb proportions.",4,5,5,Preserves source structure faithfully while applying subtle minimalism through muted tones and soft edges; no artifacts or distortions.,3,4,4,"Minimalist in tone and texture, but overly faded and lacks definition; structure is preserved but style is too weak to be distinctive."
Early_Renaissance__leonardo-da-vinci_studies-of-a-bewalking__to__Rococo,Early_Renaissance,Rococo,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,3,5,3,Strong structural fidelity but weak Rococo styling; colorful artifacts distort form.,5,4,5,Excellent Rococo texture and line work; minor structural softening but no major artifacts.,2,3,4,"Faint, washed-out style; structure blurred but clean of distracting artifacts."
Early_Renaissance__leonardo-da-vinci_studies-of-a-bewalking__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,2,3,3,Strong color and background stylization but lacks Ukiyo-e line work; structure preserved but style mismatched.,5,5,5,"Excellent Ukiyo-e line quality, texture, and composition; faithful to source structure with minimal artifacts.",3,4,4,"Sketchy, muted style partially evokes Ukiyo-e but lacks bold lines and color; structure mostly preserved."
Early_Renaissance__leonardo-da-vinci_study-of-the-effect-of-light-on-a-profile-head-facsimile__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,5,Strong Early Renaissance style with anatomical realism and parchment texture; preserves source geometry and text layout cleanly.,4,4,4,Good stylistic match but slightly washed out; minor smudging in text areas and less crisp line work.,3,3,3,"Overly aged and discolored; structure is distorted and text is blurred, reducing fidelity to source."
Early_Renaissance__leonardo-da-vinci_study-of-the-effect-of-light-on-a-profile-head-facsimile__to__Impressionism,Early_Renaissance,Impressionism,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,3,5,3,Strong structural fidelity but weak impressionist brushwork and color; visible artifacts in text distortion.,5,4,5,Excellent impressionist texture and palette; minor structural softening but clean output with no major artifacts.,2,3,2,Very faint style transfer; structure blurred and degraded; heavy artifacts and loss of detail throughout.
Early_Renaissance__leonardo-da-vinci_study-of-the-effect-of-light-on-a-profile-head-facsimile__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,5,"Strong minimalism: clean lines, reduced color palette, preserved anatomical structure, no artifacts.",3,4,4,Muted tones but retains too much detail; structure mostly intact; slight noise in background.,2,3,3,"Overly faded, loses key structural elements; high artifact risk from blur; weak minimalism."
Early_Renaissance__leonardo-da-vinci_study-of-the-effect-of-light-on-a-profile-head-facsimile__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,5,Strong Rococo ornamental framing and soft pastel tones; preserves source diagram structure cleanly with minimal artifacts.,3,4,4,Light green wash adds Rococo-like softness but lacks ornamental detail; structure mostly preserved with slight color bleed.,2,3,3,"Dark, aged texture dominates; weak Rococo styling, structure slightly distorted, noticeable vignetting and noise artifacts."
Early_Renaissance__leonardo-da-vinci_study-of-the-effect-of-light-on-a-profile-head-facsimile__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,5,Strong Ukiyo-e aesthetic with ink-wash texture and stylized forms; preserves source structure well; minimal artifacts.,3,4,3,Moderate Ukiyo-e influence but overly pale and washed out; structure mostly preserved; some smudging and noise.,2,3,2,Weak Ukiyo-e styling; structure distorted; heavy artifacts and loss of detail.
Early_Renaissance__paolo-uccello_scene-adoration-of-the-three-kings-1440__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,SaMAM_2250,SaMAM_2250,Seedream_repaired750,Seedream_repaired750,4,3,5,5,Preserves source structure well with minimal artifacts; style is present but muted and lacks full Early Renaissance richness.,5,3,3,"Strongest Early Renaissance stylistic fidelity — color palette, drapery, and composition evoke period painting; some structural distortion and soft artifacts.",4,2,2,Stylized with Renaissance tones but heavily blurred and distorted; poor structure retention and visible smearing artifacts.
Early_Renaissance__paolo-uccello_scene-adoration-of-the-three-kings-1440__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,5,Strong Impressionist brushwork and color palette; preserves source composition and figures clearly; minimal artifacts.,4,4,4,Good stylistic rendering with visible strokes; structure slightly compressed but intact; minor haloing around edges.,3,3,3,"Faint, washed-out style; structure blurred and figures indistinct; noticeable smearing and loss of detail."
Early_Renaissance__paolo-uccello_scene-adoration-of-the-three-kings-1440__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,5,"Strong minimalism with clean geometry, bold color blocks, and simplified forms; preserves source structure well; no visible artifacts.",3,4,3,Muted palette and soft edges suggest minimalism but lack crispness; structure partially preserved; slight blurring and noise artifacts.,2,2,2,Overly abstracted and washed-out; loses structural clarity; heavy blur and smudging introduce significant artifacts.
Early_Renaissance__paolo-uccello_scene-adoration-of-the-three-kings-1440__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,SaMAM_2250,Seedream_repaired750,4,5,3,5,Strong Rococo ornamentation and color palette; structure is somewhat distorted but artifacts are minimal.,4,5,3,Good structural fidelity to source; Rococo elements present but less ornate; some smudging and blending artifacts.,2,2,2,Weak Rococo styling; heavy blur and loss of detail; significant artifacts and poor structure retention.
Early_Renaissance__paolo-uccello_scene-adoration-of-the-three-kings-1440__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,5,5,5,Strong Ukiyo-e aesthetic with clear compositional fidelity and minimal artifacts.,4,4,3,Good style match but slightly over-saturated colors and minor structural distortion.,3,3,4,Faint Ukiyo-e influence; structure blurred and lacks crispness despite low artifacts.
Early_Renaissance__piero-della-francesca_portrait-of-a-boy__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,SaMAM_2250,SaMAM_2250,Seedream_repaired750,Seedream_repaired750,4,3,5,5,"Preserves source structure perfectly with minimal artifacts, but style transfer is subtle and lacks strong Early Renaissance characteristics.",5,4,3,Strongest Early Renaissance style with rich textures and lighting; slight haloing and over-smoothing reduce artifact control.,2,3,2,"Very weak style transfer, heavy blur and ghosting artifacts, poor structural fidelity."
Early_Renaissance__piero-della-francesca_portrait-of-a-boy__to__Impressionism,Early_Renaissance,Impressionism,SaMAM_2250,SaMAM_2250,Seedream_repaired750,Seedream_repaired750,4,3,5,5,"Strong structural fidelity and clean output, but Impressionist brushwork is muted; style feels more illustrative than painterly.",5,4,4,"Most convincing Impressionist rendering with visible, directional strokes and atmospheric color; slight softening of edges reduces structure slightly.",2,3,3,"Overly diffuse and hazy; lacks defined brushwork and detail, resulting in weak style signal and noticeable smearing artifacts."
Early_Renaissance__piero-della-francesca_portrait-of-a-boy__to__Minimalism,Early_Renaissance,Minimalism,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,3,4,4,"Strong color blocking and simplified forms align with minimalism, but lacks the clean geometric abstraction of target B; structure preserved well; minor artifacts in hair texture.",5,5,5,"Excellent match to minimalism: flat colors, reduced detail, clean edges; structure nearly identical to source; no visible artifacts; best overall fidelity to target style.",2,3,2,Overly blurred and diffuse; loses structural clarity and introduces heavy artifacts; minimalism not clearly expressed due to lack of defined forms or color separation.
